,P3_22,P3_21,P3_20,P3_19,csvTime
30475,27,27,895,900,2024-06-14 08:38:55
30476,1,0,895,898,2024-06-14 08:39:54
30477,39,39,529,524,2024-06-14 08:40:55
30478,24,25,-6,-4,2024-06-14 08:41:55
30479,27,27,-6,-2,2024-06-14 08:42:55
30480,27,28,277,286,2024-06-14 08:43:55
30481,27,28,-34,0,2024-06-14 08:44:55
30482,27,27,258,265,2024-06-14 08:45:55
30483,27,27,156,223,2024-06-14 08:46:54
30484,27,27,190,213,2024-06-14 08:47:54
30485,27,28,337,342,2024-06-14 08:48:55
30486,27,27,-48,-91,2024-06-14 08:49:55
30487,27,28,895,898,2024-06-14 08:50:54
30488,27,27,282,344,2024-06-14 08:51:54
30489,46,46,-11,-4,2024-06-14 08:52:54
30490,53,53,-60,-56,2024-06-14 08:53:54
30491,19,20,-48,-66,2024-06-14 08:54:54
30492,18,19,-56,-68,2024-06-14 08:55:55
30493,1,0,895,898,2024-06-14 08:56:54
30494,28,29,-1726,-1488,2024-06-14 08:57:54
30495,16,38,900,898,2024-06-14 08:58:54
30496,28,28,227,-495,2024-06-14 09:00:55
30497,14,15,-48,-45,2024-06-14 09:01:55
30498,29,30,192,0,2024-06-14 09:02:54
30499,1,0,-30,898,2024-06-14 09:03:54
30500,21,22,809,339,2024-06-14 09:04:55
30501,33,33,733,711,2024-06-14 09:05:54
30502,27,27,599,610,2024-06-14 09:06:55
30503,29,29,650,641,2024-06-14 09:07:54
30504,29,29,681,680,2024-06-14 09:08:54
30505,27,28,637,645,2024-06-14 09:09:55
30506,27,27,680,661,2024-06-14 09:10:55
30507,27,27,711,715,2024-06-14 09:11:55
30508,27,27,698,686,2024-06-14 09:12:55
30509,27,27,730,724,2024-06-14 09:13:55
30510,27,27,658,670,2024-06-14 09:14:55
30511,27,27,629,627,2024-06-14 09:15:55
30512,27,27,669,665,2024-06-14 09:16:55
30513,29,30,669,673,2024-06-14 09:17:55
30514,26,27,658,637,2024-06-14 09:18:54
30515,27,27,694,695,2024-06-14 09:19:55
30516,27,27,709,716,2024-06-14 09:20:55
30517,27,27,701,706,2024-06-14 09:21:54
30518,27,27,735,730,2024-06-14 09:22:54
30519,27,27,665,659,2024-06-14 09:23:54
30520,30,30,749,754,2024-06-14 09:24:54
30521,27,27,756,736,2024-06-14 09:25:54
30522,32,32,745,734,2024-06-14 09:26:55
30523,27,27,645,627,2024-06-14 09:27:54
30524,27,27,562,535,2024-06-14 09:28:55
30525,27,27,602,590,2024-06-14 09:29:54
30526,27,27,615,634,2024-06-14 09:30:54
30527,27,27,644,646,2024-06-14 09:31:55
30528,27,27,622,607,2024-06-14 09:32:55
30529,27,27,694,689,2024-06-14 09:33:55
30530,29,29,714,695,2024-06-14 09:34:55
30531,26,27,686,701,2024-06-14 09:35:54
30532,27,27,630,665,2024-06-14 09:36:54
30533,28,29,587,599,2024-06-14 09:37:54
30534,27,27,567,562,2024-06-14 09:38:54
30535,27,27,620,644,2024-06-14 09:39:55
30536,27,27,673,680,2024-06-14 09:40:54
30537,27,27,615,607,2024-06-14 09:41:55
30538,27,27,745,754,2024-06-14 09:42:55
30539,30,30,725,708,2024-06-14 09:43:54
30540,28,28,719,705,2024-06-14 09:44:55
30541,27,27,746,754,2024-06-14 09:45:55
30542,27,27,584,592,2024-06-14 09:46:55
30543,27,27,705,704,2024-06-14 09:47:55
30544,26,27,673,649,2024-06-14 09:48:55
30545,28,29,675,685,2024-06-14 09:49:54
30546,27,27,557,574,2024-06-14 09:50:54
30547,27,27,527,499,2024-06-14 09:51:55
30548,31,31,761,759,2024-06-14 09:52:55
30549,27,28,730,748,2024-06-14 09:53:54
30550,27,27,650,678,2024-06-14 09:54:55
30551,27,27,640,655,2024-06-14 09:55:55
30552,27,27,627,560,2024-06-14 09:56:54
30553,40,40,359,355,2024-06-14 09:57:54
30554,30,31,457,492,2024-06-14 09:58:55
30555,16,17,-327,-335,2024-06-14 11:00:55
30556,17,17,-32,-15,2024-06-14 11:01:55
30557,24,25,29,40,2024-06-14 11:02:54
30558,24,25,37,80,2024-06-14 11:03:54
30559,18,18,0,-11,2024-06-14 11:04:55
30560,18,19,-44,-68,2024-06-14 11:05:55
30561,18,19,75,75,2024-06-14 11:06:54
30562,14,15,96,80,2024-06-14 11:07:54
30563,14,15,-75,-78,2024-06-14 11:08:55
30564,14,15,-202,-193,2024-06-14 11:09:54
30565,14,15,-88,-75,2024-06-14 11:10:54
30566,14,15,125,140,2024-06-14 11:11:55
30567,14,15,41,13,2024-06-14 11:12:54
30568,14,15,-215,-217,2024-06-14 11:13:55
30569,14,15,-282,-285,2024-06-14 11:14:54
30570,14,15,-60,-27,2024-06-14 11:15:54
30571,14,15,236,211,2024-06-14 11:16:55
30572,19,20,141,113,2024-06-14 11:17:55
30573,19,20,-221,-202,2024-06-14 11:18:55
30574,19,20,-120,-125,2024-06-14 11:19:54
30575,22,22,35,29,2024-06-14 11:20:55
30576,22,22,17,6,2024-06-14 11:21:54
30577,22,22,20,5,2024-06-14 11:22:54
30578,22,23,-146,-133,2024-06-14 11:23:54
30579,16,17,60,78,2024-06-14 11:24:54
30580,16,17,-10,-12,2024-06-14 11:25:55
30581,16,17,-232,-251,2024-06-14 11:26:54
30582,16,17,-123,-111,2024-06-14 11:27:54
30583,16,17,8,24,2024-06-14 11:28:54
30584,16,17,141,116,2024-06-14 11:29:55
30585,14,15,18,-18,2024-06-14 11:30:54
30586,14,15,-161,-172,2024-06-14 11:31:54
30587,14,15,-113,-108,2024-06-14 11:32:55
30588,17,17,-203,-230,2024-06-14 11:33:54
30589,17,17,-176,-197,2024-06-14 11:34:54
30590,17,17,-93,-106,2024-06-14 11:35:55
30591,17,17,-22,-32,2024-06-14 11:36:54
30592,17,17,103,108,2024-06-14 11:37:55
30593,17,17,80,80,2024-06-14 11:38:54
30594,17,17,-145,-163,2024-06-14 11:39:54
30595,17,17,-192,-185,2024-06-14 11:40:55
30596,17,17,17,15,2024-06-14 11:41:55
30597,17,17,118,111,2024-06-14 11:42:54
30598,17,17,-186,-207,2024-06-14 11:43:55
30599,17,17,-347,-342,2024-06-14 11:44:54
30600,17,17,-70,-68,2024-06-14 11:45:54
30601,17,18,337,342,2024-06-14 11:46:54
30602,17,18,145,123,2024-06-14 11:47:54
30603,17,17,-256,-241,2024-06-14 11:48:55
30604,17,17,-347,-342,2024-06-14 11:49:55
30605,17,17,-241,-255,2024-06-14 11:50:55
30606,17,17,158,180,2024-06-14 11:51:55
30607,18,18,141,138,2024-06-14 11:52:55
30608,18,19,-153,-168,2024-06-14 11:53:55
30609,18,18,-271,-272,2024-06-14 11:54:54
30610,18,18,-135,-83,2024-06-14 11:55:55
30611,18,18,-3,-15,2024-06-14 11:56:55
30612,18,18,-44,-55,2024-06-14 11:57:55
30613,18,18,-66,-65,2024-06-14 11:58:54
30614,15,16,70,78,2024-06-14 13:00:55
30615,15,16,64,35,2024-06-14 13:01:54
30616,15,16,100,85,2024-06-14 13:02:55
30617,15,16,100,81,2024-06-14 13:03:54
30618,15,16,44,61,2024-06-14 13:04:55
30619,15,16,-113,-131,2024-06-14 13:05:54
30620,15,16,-116,-118,2024-06-14 13:06:55
30621,15,16,2,20,2024-06-14 13:07:55
30622,15,16,39,37,2024-06-14 13:08:55
30623,15,16,-3,22,2024-06-14 13:09:55
30624,15,16,90,123,2024-06-14 13:10:54
30625,15,16,55,39,2024-06-14 13:11:55
30626,15,16,-12,-22,2024-06-14 13:12:55
30627,15,16,15,5,2024-06-14 13:13:55
30628,15,16,85,106,2024-06-14 13:14:54
30629,15,16,236,218,2024-06-14 13:15:55
30630,15,16,25,8,2024-06-14 13:16:54
30631,15,16,-160,-156,2024-06-14 13:17:55
30632,16,17,-78,-69,2024-06-14 13:18:54
30633,16,17,141,140,2024-06-14 13:19:54
30634,16,17,268,277,2024-06-14 13:20:55
30635,16,17,-12,-32,2024-06-14 13:21:55
30636,16,17,-180,-175,2024-06-14 13:22:55
30637,16,17,4,20,2024-06-14 13:23:54
30638,16,17,211,198,2024-06-14 13:24:54
30639,16,17,146,133,2024-06-14 13:25:55
30640,16,17,-121,-143,2024-06-14 13:26:55
30641,18,19,-103,-98,2024-06-14 13:27:54
30642,18,19,93,103,2024-06-14 13:28:54
30643,18,18,66,70,2024-06-14 13:29:55
30644,18,18,-83,-93,2024-06-14 13:30:54
30645,18,18,20,10,2024-06-14 13:31:55
30646,18,19,103,105,2024-06-14 13:32:55
30647,16,17,49,10,2024-06-14 13:33:55
30648,16,17,-37,-17,2024-06-14 13:34:54
30649,16,17,15,16,2024-06-14 13:35:55
30650,16,17,176,178,2024-06-14 13:36:55
30651,16,17,307,305,2024-06-14 13:37:54
30652,16,17,155,153,2024-06-14 13:38:55
30653,16,17,-187,-202,2024-06-14 13:39:55
30654,16,17,-227,-225,2024-06-14 13:40:55
30655,16,17,34,69,2024-06-14 13:41:54
30656,16,17,267,265,2024-06-14 13:42:55
30657,16,17,91,76,2024-06-14 13:43:55
30658,16,17,-41,-58,2024-06-14 13:44:54
30659,16,17,-81,-76,2024-06-14 13:45:54
30660,16,17,12,-20,2024-06-14 13:46:55
30661,16,17,93,105,2024-06-14 13:47:55
30662,16,17,151,161,2024-06-14 13:48:55
30663,16,17,70,39,2024-06-14 13:49:54
30664,16,17,-115,-118,2024-06-14 13:50:54
30665,16,17,-48,-20,2024-06-14 13:51:54
30666,16,17,111,113,2024-06-14 13:52:54
30667,16,17,75,68,2024-06-14 13:53:54
30668,16,17,-35,-43,2024-06-14 13:54:54
30669,16,17,-22,-22,2024-06-14 13:55:54
30670,16,17,64,56,2024-06-14 13:56:55
30671,16,17,60,25,2024-06-14 13:57:54
30672,16,17,-65,-101,2024-06-14 13:58:54
30673,16,17,153,146,2024-06-14 14:00:55
30674,16,17,96,101,2024-06-14 14:01:55
30675,16,17,-60,-73,2024-06-14 14:02:55
30676,16,17,-113,-108,2024-06-14 14:03:55
30677,16,17,200,231,2024-06-14 14:04:54
30678,16,17,205,190,2024-06-14 14:05:54
30679,16,17,-156,-175,2024-06-14 14:06:55
30680,16,17,-201,-187,2024-06-14 14:07:55
30681,16,17,60,95,2024-06-14 14:08:55
30682,16,17,220,215,2024-06-14 14:09:55
30683,16,17,-3,-8,2024-06-14 14:10:55
30684,16,17,-202,-191,2024-06-14 14:11:54
30685,16,17,-65,-59,2024-06-14 14:12:54
30686,16,17,165,163,2024-06-14 14:13:55
30687,16,17,115,98,2024-06-14 14:14:55
30688,16,17,-12,-22,2024-06-14 14:15:55
30689,16,17,-126,-116,2024-06-14 14:16:55
30690,16,17,4,17,2024-06-14 14:17:54
30691,16,17,156,158,2024-06-14 14:18:54
30692,16,17,3,-5,2024-06-14 14:19:55
30693,16,17,-151,-182,2024-06-14 14:20:55
30694,16,17,17,10,2024-06-14 14:21:55
30695,16,17,186,192,2024-06-14 14:22:55
30696,16,17,40,8,2024-06-14 14:23:55
30697,16,17,-168,-168,2024-06-14 14:24:54
30698,16,17,-69,-45,2024-06-14 14:25:55
30699,16,17,118,121,2024-06-14 14:26:54
30700,16,17,96,96,2024-06-14 14:27:54
30701,16,17,-103,-93,2024-06-14 14:28:54
30702,16,17,-18,-8,2024-06-14 14:29:54
30703,16,17,141,155,2024-06-14 14:30:55
30704,16,17,115,138,2024-06-14 14:31:54
30705,16,17,-29,-55,2024-06-14 14:32:54
30706,14,16,-37,-29,2024-06-14 14:33:54
30707,15,16,64,55,2024-06-14 14:34:55
30708,15,16,-18,-6,2024-06-14 14:35:54
30709,15,16,-61,-69,2024-06-14 14:36:54
30710,15,16,22,50,2024-06-14 14:37:54
30711,15,16,-44,-22,2024-06-14 14:38:55
30712,15,16,93,95,2024-06-14 14:39:54
30713,15,16,53,48,2024-06-14 14:40:54
30714,15,16,-12,-11,2024-06-14 14:41:54
30715,15,16,15,29,2024-06-14 14:42:55
30716,15,16,116,95,2024-06-14 14:43:55
30717,15,16,101,101,2024-06-14 14:44:55
30718,15,16,41,22,2024-06-14 14:45:54
30719,15,16,-88,-80,2024-06-14 14:46:54
30720,15,16,-148,-128,2024-06-14 14:47:55
30721,15,16,-74,-106,2024-06-14 14:48:54
30722,15,16,50,32,2024-06-14 14:49:54
30723,15,16,-20,-37,2024-06-14 14:50:54
30724,15,16,-50,-50,2024-06-14 14:51:54
30725,15,16,63,48,2024-06-14 14:52:55
30726,15,16,81,76,2024-06-14 14:53:54
30727,15,16,-115,-111,2024-06-14 14:54:54
30728,15,16,-113,-108,2024-06-14 14:55:54
30729,15,16,121,125,2024-06-14 14:56:54
30730,15,16,237,238,2024-06-14 14:57:55
30731,15,16,188,143,2024-06-14 14:58:54
30732,15,16,-130,-113,2024-06-14 15:00:55
30733,15,16,98,128,2024-06-14 15:01:54
30734,15,16,242,240,2024-06-14 15:02:55
30735,15,16,30,18,2024-06-14 15:03:55
30736,15,16,-175,-178,2024-06-14 15:04:54
30737,15,16,-123,-101,2024-06-14 15:05:54
30738,15,16,43,50,2024-06-14 15:06:54
30739,16,17,237,205,2024-06-14 15:07:54
30740,18,19,183,148,2024-06-14 15:08:54
30741,18,19,-35,-59,2024-06-14 15:09:55
30742,18,19,-175,-177,2024-06-14 15:10:55
30743,18,19,-35,-54,2024-06-14 15:11:54
30744,18,19,196,165,2024-06-14 15:12:55
30745,18,19,58,30,2024-06-14 15:13:54
30746,18,19,-45,-60,2024-06-14 15:14:54
30747,18,19,34,24,2024-06-14 15:15:54
30748,17,17,226,206,2024-06-14 15:16:54
30749,17,17,-340,-344,2024-06-14 15:17:54
30750,17,17,-260,-222,2024-06-14 15:18:55
30751,17,17,337,342,2024-06-14 15:19:54
30752,17,17,337,342,2024-06-14 15:20:55
30753,17,17,337,342,2024-06-14 15:21:55
30754,16,17,-6,-39,2024-06-14 15:22:54
30755,17,17,-96,-95,2024-06-14 15:23:55
30756,17,17,141,123,2024-06-14 15:24:54
30757,17,17,108,130,2024-06-14 15:25:54
30758,17,17,50,71,2024-06-14 15:26:54
30759,17,17,81,100,2024-06-14 15:27:54
30760,17,17,153,162,2024-06-14 15:28:55
30761,17,17,22,30,2024-06-14 15:29:54
30762,17,17,-88,-113,2024-06-14 15:30:55
30763,17,17,-20,0,2024-06-14 15:31:55
30764,17,17,180,195,2024-06-14 15:32:55
30765,15,16,183,180,2024-06-14 15:33:54
30766,15,16,141,145,2024-06-14 15:34:54
30767,15,16,81,74,2024-06-14 15:35:54
30768,15,16,125,118,2024-06-14 15:36:55
30769,15,16,278,278,2024-06-14 15:37:55
30770,15,16,223,231,2024-06-14 15:38:54
30771,15,16,2,25,2024-06-14 15:39:54
30772,15,16,-10,-8,2024-06-14 15:40:55
30773,15,16,167,167,2024-06-14 15:41:54
30774,15,16,275,277,2024-06-14 15:42:55
30775,15,16,12,-8,2024-06-14 15:43:55
30776,43,44,1790,1795,2024-06-14 15:44:55
30777,1,0,1793,1795,2024-06-14 15:45:54
30778,1,0,1791,1795,2024-06-14 15:46:55
30779,28,28,1363,1358,2024-06-14 15:47:55
30780,39,45,904,901,2024-06-14 15:48:54
30781,4,0,905,900,2024-06-14 15:49:54
30782,38,42,904,900,2024-06-14 15:50:55
30783,1,0,904,900,2024-06-14 15:51:55
30784,1,0,905,901,2024-06-14 15:52:54
30785,1,0,905,901,2024-06-14 15:53:54
30786,1,0,904,900,2024-06-14 15:54:54
30787,1,0,901,900,2024-06-14 15:55:54
30788,1,0,901,900,2024-06-14 15:56:54
30789,38,39,4,0,2024-06-14 15:57:55
30790,43,44,63,0,2024-06-14 15:58:54
30791,27,28,-51,-41,2024-06-14 16:00:54
30792,27,28,2,6,2024-06-14 16:01:54
30793,27,28,6,-5,2024-06-14 16:02:54
30794,27,28,-60,-45,2024-06-14 16:03:54
30795,27,28,-20,-13,2024-06-14 16:04:55
30796,27,28,-12,22,2024-06-14 16:05:54
30797,19,20,0,1,2024-06-14 16:06:54
30798,53,53,1321,1313,2024-06-14 16:07:55
30799,37,38,17,-2,2024-06-14 16:08:55
30800,21,22,337,342,2024-06-14 16:09:54
30801,21,22,337,342,2024-06-14 16:10:55
30802,21,22,146,120,2024-06-14 16:11:55
30803,18,18,-12,-27,2024-06-14 16:12:55
30804,18,18,70,86,2024-06-14 16:13:54
30805,16,17,96,83,2024-06-14 16:14:54
30806,16,17,98,90,2024-06-14 16:15:54
30807,16,17,138,125,2024-06-14 16:16:54
30808,16,17,180,151,2024-06-14 16:17:54
30809,19,20,233,233,2024-06-14 16:18:54
30810,19,20,332,342,2024-06-14 16:19:54
30811,19,20,265,230,2024-06-14 16:20:54
30812,19,20,-216,-220,2024-06-14 16:21:54
30813,19,20,-91,-85,2024-06-14 16:22:54
30814,19,20,113,118,2024-06-14 16:23:55
30815,19,20,325,308,2024-06-14 16:24:54
30816,19,20,12,-8,2024-06-14 16:25:54
30817,19,20,-138,-130,2024-06-14 16:26:55
30818,19,20,141,182,2024-06-14 16:27:54
30819,19,20,330,325,2024-06-14 16:28:55
30820,18,19,-113,-116,2024-06-14 16:29:54
30821,18,19,-128,-261,2024-06-14 16:30:55
30822,18,19,242,225,2024-06-14 16:31:54
30823,18,19,342,342,2024-06-14 16:32:55
30824,18,18,213,191,2024-06-14 16:33:54
30825,18,18,195,201,2024-06-14 16:34:54
30826,18,19,85,70,2024-06-14 16:35:54
30827,18,19,96,91,2024-06-14 16:36:55
30828,14,15,39,53,2024-06-14 16:37:55
30829,14,15,-6,22,2024-06-14 16:38:54
30830,14,15,143,116,2024-06-14 16:39:54
30831,14,15,345,342,2024-06-14 16:40:54
30832,14,15,320,306,2024-06-14 16:41:54
30833,14,15,182,167,2024-06-14 16:42:55
30834,14,15,182,170,2024-06-14 16:43:55
30835,14,15,181,202,2024-06-14 16:44:55
30836,1,0,895,898,2024-06-14 16:45:54
30837,16,17,133,131,2024-06-14 16:46:55
30838,51,51,883,898,2024-06-14 16:47:54
30839,28,28,15,25,2024-06-14 16:48:54
30840,28,28,143,143,2024-06-14 16:49:55
30841,18,19,5,0,2024-06-14 16:50:54
30842,18,18,-221,-221,2024-06-14 16:51:54
30843,18,19,-118,-108,2024-06-14 16:52:55
30844,18,19,261,262,2024-06-14 16:53:54
30845,18,19,158,148,2024-06-14 16:54:54
30846,18,18,-88,-90,2024-06-14 16:55:54
30847,17,17,-35,-11,2024-06-14 16:56:55
30848,16,17,108,120,2024-06-14 16:57:54
30849,16,17,262,272,2024-06-14 16:58:55
30850,16,17,4,-6,2024-06-14 17:00:55
30851,16,17,30,30,2024-06-14 17:01:54
30852,16,17,143,143,2024-06-14 17:02:54
30853,16,17,227,230,2024-06-14 17:03:55
30854,1,0,45,903,2024-06-14 17:04:54
30855,31,31,878,874,2024-06-14 17:05:54
30856,34,34,865,860,2024-06-14 17:06:54
30857,28,28,890,895,2024-06-14 17:07:54
30858,30,31,846,878,2024-06-14 17:08:54
30859,31,32,883,880,2024-06-14 17:09:54
30860,28,29,898,894,2024-06-14 17:10:54
30861,27,28,963,965,2024-06-14 17:11:54
30862,34,34,945,940,2024-06-14 17:12:54
30863,32,33,941,945,2024-06-14 17:13:54
30864,29,30,956,960,2024-06-14 17:14:54
30865,34,35,923,936,2024-06-14 17:15:55
30866,34,35,941,936,2024-06-14 17:16:55
30867,34,35,925,928,2024-06-14 17:17:55
30868,33,33,945,950,2024-06-14 17:18:54
30869,33,34,953,950,2024-06-14 17:19:55
30870,31,31,958,954,2024-06-14 17:20:55
30871,32,33,950,948,2024-06-14 17:21:54
30872,33,33,950,945,2024-06-14 17:22:54
30873,32,26,790,293,2024-06-14 17:23:55
30874,40,40,340,357,2024-06-14 17:24:54
30875,30,31,883,879,2024-06-14 17:25:54
30876,35,36,402,407,2024-06-14 17:26:55
30877,28,29,895,890,2024-06-14 17:27:55
30878,28,29,894,890,2024-06-14 17:28:55
30879,23,22,784,340,2024-06-14 17:29:54
30880,27,27,895,890,2024-06-14 17:30:55
30881,27,28,899,895,2024-06-14 17:31:55
30882,33,33,870,865,2024-06-14 17:32:54
30883,44,44,415,387,2024-06-14 17:33:54
30884,17,17,0,-2,2024-06-14 17:34:55
30885,17,17,-2,-4,2024-06-14 17:35:54
30886,17,17,-2,-4,2024-06-14 17:36:54
30887,16,17,-2,-4,2024-06-14 17:37:54
30888,25,27,880,866,2024-06-14 17:38:54
30889,13,15,447,898,2024-06-14 17:39:55
30890,21,22,22,0,2024-06-14 17:40:54
30891,19,20,76,73,2024-06-14 17:41:54
30892,18,19,301,342,2024-06-14 17:42:54
30893,22,23,25,15,2024-06-14 17:43:55
30894,22,22,-136,-136,2024-06-14 17:44:55
30895,22,22,53,54,2024-06-14 17:45:55
30896,22,22,-158,-143,2024-06-14 17:46:55
30897,13,14,208,255,2024-06-14 17:47:54
30898,13,14,340,342,2024-06-14 17:48:54
30899,13,14,340,342,2024-06-14 17:49:54
30900,13,14,340,342,2024-06-14 17:50:55
30901,13,14,340,342,2024-06-14 17:51:54
30902,13,14,340,342,2024-06-14 17:52:54
30903,13,14,340,342,2024-06-14 17:53:54
30904,13,14,340,342,2024-06-14 17:54:54
30905,24,25,340,342,2024-06-14 17:55:54
30906,24,25,340,342,2024-06-14 17:56:54
30907,24,25,-130,-116,2024-06-14 17:57:55
30908,24,25,-35,-22,2024-06-14 17:58:55
30909,16,17,106,78,2024-06-14 18:00:54
30910,1,0,895,895,2024-06-14 18:01:55
30911,1,0,895,898,2024-06-14 18:02:55
30912,1,0,895,898,2024-06-14 18:03:54
30913,1,0,895,898,2024-06-14 18:04:55
30914,1,0,895,895,2024-06-14 18:05:55
30915,1,0,896,895,2024-06-14 18:06:55
30916,36,37,283,258,2024-06-14 18:07:54
30917,48,49,261,257,2024-06-14 18:08:55
30918,12,37,3,-2,2024-06-14 18:09:54
30919,36,37,3,0,2024-06-14 18:10:54
30920,1,0,2,0,2024-06-14 18:11:54
30921,1,0,3,0,2024-06-14 18:12:54
30922,1,0,3,-2,2024-06-14 18:13:55
30923,1,0,879,898,2024-06-14 18:14:54
30924,16,17,108,108,2024-06-14 18:15:55
30925,16,17,138,126,2024-06-14 18:16:54
30926,16,17,-46,-65,2024-06-14 18:17:54
30927,16,17,-12,-24,2024-06-14 18:18:55
30928,16,17,25,11,2024-06-14 18:19:54
30929,16,17,-30,-34,2024-06-14 18:20:54
30930,16,17,-113,-103,2024-06-14 18:21:54
30931,16,17,-55,-55,2024-06-14 18:22:54
30932,1,0,8,0,2024-06-14 18:23:54
30933,21,22,896,898,2024-06-14 18:24:54
30934,22,22,895,898,2024-06-14 18:25:54
30935,1,0,895,898,2024-06-14 18:26:55
30936,24,25,895,900,2024-06-14 18:27:54
30937,40,41,896,898,2024-06-14 18:28:54
30938,38,38,895,898,2024-06-14 18:29:54
30939,31,31,5,0,2024-06-14 18:30:55
30940,42,42,894,895,2024-06-14 18:31:55
30941,22,22,-30,-2,2024-06-14 18:32:54
30942,22,22,59,98,2024-06-14 18:33:54
30943,22,22,141,141,2024-06-14 18:34:55
30944,17,18,-277,-290,2024-06-14 18:35:54
30945,16,17,-340,-342,2024-06-14 18:36:55
30946,16,17,-340,-332,2024-06-14 18:37:55
30947,16,17,141,151,2024-06-14 18:38:54
30948,16,17,340,342,2024-06-14 18:39:54
30949,16,17,32,50,2024-06-14 18:40:54
30950,16,17,340,342,2024-06-14 18:41:54
30951,16,17,340,342,2024-06-14 18:42:54
30952,16,17,311,312,2024-06-14 18:43:54
30953,16,17,201,168,2024-06-14 18:44:55
30954,16,17,55,55,2024-06-14 18:45:54
30955,14,15,98,70,2024-06-14 18:46:54
30956,12,13,287,277,2024-06-14 18:47:54
30957,1,0,442,1436,2024-06-14 18:48:54
30958,37,38,1245,212,2024-06-14 18:49:54
30959,37,0,4,0,2024-06-14 18:50:54
30960,14,15,632,637,2024-06-14 18:51:55
30961,1,0,896,898,2024-06-14 18:52:54
30962,13,14,895,895,2024-06-14 18:53:54
30963,35,42,895,895,2024-06-14 18:54:55
30964,29,30,-32,-162,2024-06-14 18:55:54
30965,26,27,-484,-485,2024-06-14 18:56:55
30966,26,0,895,898,2024-06-14 18:57:55
30967,32,33,895,898,2024-06-14 18:58:54
30968,0,0,-6,-2,2024-06-14 20:00:54
30969,0,0,-6,-4,2024-06-14 20:01:54
30970,0,0,-6,-2,2024-06-14 20:02:54
30971,0,0,-6,-4,2024-06-14 20:03:54
30972,0,0,-6,-4,2024-06-14 20:04:55
30973,0,0,-6,-4,2024-06-14 20:05:55
30974,0,0,-6,-4,2024-06-14 20:06:55
30975,0,0,-6,-4,2024-06-14 20:07:55
30976,0,0,-6,-4,2024-06-14 20:08:54
30977,0,0,-6,-2,2024-06-14 20:09:55
30978,0,0,-6,-4,2024-06-14 20:10:55
30979,0,0,-6,-2,2024-06-14 20:11:55
30980,0,0,-6,-4,2024-06-14 20:12:54
30981,0,0,-6,-2,2024-06-14 20:13:54
30982,0,0,-6,-4,2024-06-14 20:14:55
30983,0,0,-6,-2,2024-06-14 20:15:55
30984,0,0,-6,-4,2024-06-14 20:16:54
30985,0,0,-6,-2,2024-06-14 20:17:55
30986,0,0,-6,-2,2024-06-14 20:18:54
30987,0,0,-6,-2,2024-06-14 20:19:54
30988,0,0,-6,-4,2024-06-14 20:20:54
30989,0,0,-6,-2,2024-06-14 20:21:54
30990,0,0,-6,-2,2024-06-14 20:22:54
30991,0,0,-6,-2,2024-06-14 20:23:54
30992,0,0,-6,-4,2024-06-14 20:24:54
30993,0,0,-6,-4,2024-06-14 20:25:55
30994,0,0,-6,-2,2024-06-14 20:26:54
30995,0,0,-6,-4,2024-06-14 20:27:55
30996,0,0,-6,-4,2024-06-14 20:28:54
30997,0,0,-6,-2,2024-06-14 20:29:54
30998,0,0,-6,-4,2024-06-14 20:30:54
30999,0,0,-6,-4,2024-06-14 20:31:54
31000,0,0,-6,-2,2024-06-14 20:32:54
31001,0,0,-6,-4,2024-06-14 20:33:54
31002,0,0,-6,-2,2024-06-14 20:34:54
31003,0,0,-6,-2,2024-06-14 20:35:55
31004,0,0,-6,-2,2024-06-14 20:36:55
31005,0,0,-6,-4,2024-06-14 20:37:54
31006,0,0,-6,-4,2024-06-14 20:38:54
31007,0,0,-6,-2,2024-06-14 20:39:54
31008,0,0,-6,-4,2024-06-14 20:40:54
31009,0,0,-6,-4,2024-06-14 20:41:54
31010,0,0,-6,-2,2024-06-14 20:42:54
31011,0,0,-6,-4,2024-06-14 20:43:55
31012,0,0,-6,-4,2024-06-14 20:44:54
31013,0,0,-6,-4,2024-06-14 20:45:55
31014,0,0,-6,-2,2024-06-14 20:46:55
31015,0,0,-6,-4,2024-06-14 20:47:54
31016,0,0,-6,-4,2024-06-14 20:48:55
31017,0,0,-6,-4,2024-06-14 20:49:54
31018,0,0,-6,-4,2024-06-14 20:50:55
31019,0,0,-6,-4,2024-06-14 20:51:55
31020,0,0,-6,-4,2024-06-14 20:52:54
31021,0,0,-6,-2,2024-06-14 20:53:54
31022,0,0,-6,-2,2024-06-14 20:54:54
31023,0,0,-6,-2,2024-06-14 20:55:54
31024,0,0,-6,-2,2024-06-14 20:56:54
31025,0,0,-6,-4,2024-06-14 20:57:55
31026,0,0,-6,-4,2024-06-14 20:58:54
31027,0,0,-6,-4,2024-06-14 21:00:54
31028,0,0,-6,-2,2024-06-14 21:01:54
31029,0,0,-6,-2,2024-06-14 21:02:54
31030,0,0,-6,-4,2024-06-14 21:03:54
31031,0,0,-6,-4,2024-06-14 21:04:54
31032,0,0,-6,-4,2024-06-14 21:05:55
31033,0,0,-6,-2,2024-06-14 21:06:54
31034,0,0,-6,-4,2024-06-14 21:07:54
31035,0,0,-6,-4,2024-06-14 21:08:54
31036,0,0,-6,-2,2024-06-14 21:09:54
31037,0,0,-6,-4,2024-06-14 21:10:55
