,P1_25,csvTime,P1_24,P1_3,P1_2
20534,104,2024-06-05 20:07:56,1804,0,8
20535,109,2024-06-05 20:08:56,1802,0,0
20536,109,2024-06-05 20:09:56,1800,0,0
20537,107,2024-06-05 20:10:56,1802,0,0
20538,106,2024-06-05 20:11:56,1805,0,0
20539,108,2024-06-05 20:12:56,1802,0,0
20540,108,2024-06-05 20:13:56,1802,0,0
20541,108,2024-06-05 20:14:56,1802,0,0
20542,107,2024-06-05 20:15:56,1803,0,8
20543,107,2024-06-05 20:16:56,1803,0,8
20544,106,2024-06-05 20:17:56,1804,0,0
20545,105,2024-06-05 20:18:56,1803,0,0
20546,105,2024-06-05 20:19:56,1805,0,0
20547,105,2024-06-05 20:20:56,1804,0,0
20548,104,2024-06-05 20:21:56,1802,0,0
20549,103,2024-06-05 20:22:56,1802,0,0
20550,108,2024-06-05 20:23:56,1803,0,0
20551,107,2024-06-05 20:24:56,1800,0,0
20552,102,2024-06-05 20:25:56,1807,0,0
20553,101,2024-06-05 20:26:56,1802,0,0
20554,104,2024-06-05 20:27:56,1803,0,0
20555,106,2024-06-05 20:28:56,1804,0,0
20556,101,2024-06-05 20:29:56,1805,0,0
20557,106,2024-06-05 20:30:56,1803,0,0
20558,104,2024-06-05 20:31:56,1802,0,0
20559,104,2024-06-05 20:32:56,1803,0,0
20560,100,2024-06-05 20:33:56,1800,0,0
20561,104,2024-06-05 20:34:56,1804,0,0
20562,103,2024-06-05 20:35:56,1805,0,8
20563,105,2024-06-05 20:36:56,1802,0,8
20564,103,2024-06-05 20:37:56,1803,0,0
20565,106,2024-06-05 20:38:56,1807,0,0
20566,101,2024-06-05 20:39:56,1804,0,0
20567,101,2024-06-05 20:40:56,1803,0,0
20568,104,2024-06-05 20:41:56,1804,0,0
20569,102,2024-06-05 20:42:56,1805,0,0
20570,100,2024-06-05 20:43:56,1800,0,0
20571,100,2024-06-05 20:44:56,1802,0,0
20572,99,2024-06-05 20:45:56,1803,0,8
20573,100,2024-06-05 20:46:56,1806,0,0
20574,103,2024-06-05 20:47:56,1802,0,0
20575,104,2024-06-05 20:48:56,1802,0,0
20576,106,2024-06-05 20:49:56,1804,0,0
20577,105,2024-06-05 20:50:56,1802,0,0
20578,107,2024-06-05 20:51:56,1803,0,0
20579,107,2024-06-05 20:52:56,1802,0,0
20580,107,2024-06-05 20:53:56,1804,0,0
20581,107,2024-06-05 20:54:56,1801,0,0
20582,108,2024-06-05 20:55:56,1802,0,0
20583,108,2024-06-05 20:56:56,1802,0,0
20584,104,2024-06-05 20:57:56,1801,0,0
20585,104,2024-06-05 20:58:56,1802,0,0
20586,102,2024-06-05 20:59:56,1802,0,0
20587,106,2024-06-05 21:00:56,1801,0,0
20588,105,2024-06-05 21:01:56,1803,0,0
20589,106,2024-06-05 21:02:56,1802,0,0
20590,105,2024-06-05 21:03:56,1804,0,8
20591,102,2024-06-05 21:04:56,1805,0,0
20592,104,2024-06-05 21:05:56,1802,0,0
20593,102,2024-06-05 21:06:56,1803,0,0
20594,104,2024-06-05 21:07:56,1803,0,0
20595,106,2024-06-05 21:08:56,1803,0,0
20596,108,2024-06-05 21:09:56,1803,0,0
20597,104,2024-06-05 21:10:56,1806,0,0
20598,103,2024-06-05 21:11:56,1803,0,0
20599,101,2024-06-05 21:12:56,1802,0,0
20600,103,2024-06-05 21:13:56,1800,0,8
20601,104,2024-06-05 21:14:56,1803,0,0
20602,102,2024-06-05 21:15:56,1805,0,0
20603,102,2024-06-05 21:16:56,1802,0,0
20604,103,2024-06-05 21:17:56,1802,0,0
20605,104,2024-06-05 21:18:56,1802,0,0
20606,106,2024-06-05 21:19:56,1803,0,0
20607,106,2024-06-05 21:20:56,1803,0,0
20608,102,2024-06-05 21:21:56,1803,0,0
20609,101,2024-06-05 21:22:56,1804,0,0
20610,103,2024-06-05 21:23:56,1802,0,8
20611,102,2024-06-05 21:24:56,1805,0,0
20612,102,2024-06-05 21:25:56,1802,0,0
20613,102,2024-06-05 21:26:56,1802,0,0
20614,103,2024-06-05 21:27:56,1802,0,0
20615,103,2024-06-05 21:28:56,1802,0,0
20616,103,2024-06-05 21:29:56,1804,0,0
20617,103,2024-06-05 21:30:56,1802,0,0
20618,105,2024-06-05 21:31:55,1802,0,0
20619,102,2024-06-05 21:32:56,1806,0,8
20620,104,2024-06-05 21:33:56,1804,0,0
20621,106,2024-06-05 21:34:56,1802,0,0
20622,102,2024-06-05 21:35:56,1802,0,0
20623,105,2024-06-05 21:36:56,1802,0,0
20624,102,2024-06-05 21:37:56,1803,0,0
20625,100,2024-06-05 21:38:56,1803,0,0
20626,99,2024-06-05 21:39:56,1803,0,8
20627,100,2024-06-05 21:40:56,1800,0,0
20628,100,2024-06-05 21:41:56,1803,0,0
20629,100,2024-06-05 21:42:56,1802,0,0
20630,99,2024-06-05 21:43:56,1805,0,0
20631,102,2024-06-05 21:44:56,1803,0,0
20632,101,2024-06-05 21:45:56,1805,0,0
20633,102,2024-06-05 21:46:56,1805,0,0
20634,100,2024-06-05 21:47:56,1803,0,0
20635,101,2024-06-05 21:48:56,1803,0,8
20636,100,2024-06-05 21:49:56,1800,0,0
20637,101,2024-06-05 21:50:56,1800,0,0
20638,100,2024-06-05 21:51:56,1804,0,0
20639,101,2024-06-05 21:52:56,1804,0,0
20640,97,2024-06-05 21:53:56,1803,0,0
20641,102,2024-06-05 21:54:56,1805,0,0
20642,102,2024-06-05 21:55:56,1804,0,0
20643,102,2024-06-05 21:56:56,1804,0,0
20644,102,2024-06-05 21:57:55,1803,0,0
20645,102,2024-06-05 21:58:56,1804,0,8
20646,101,2024-06-05 21:59:56,1802,0,0
20647,101,2024-06-05 22:00:56,1800,0,0
20648,102,2024-06-05 22:01:56,1805,0,0
20649,99,2024-06-05 22:02:56,1803,0,0
20650,100,2024-06-05 22:03:56,1803,0,0
20651,99,2024-06-05 22:04:56,1803,0,0
20652,98,2024-06-05 22:05:56,1805,0,0
20653,100,2024-06-05 22:06:56,1803,0,0
20654,100,2024-06-05 22:07:56,1805,0,0
20655,100,2024-06-05 22:08:56,1800,0,0
20656,101,2024-06-05 22:09:56,1800,0,0
20657,99,2024-06-05 22:10:56,1806,0,0
20658,98,2024-06-05 22:11:56,1802,0,0
20659,102,2024-06-05 22:12:56,1804,0,0
20660,98,2024-06-05 22:13:56,1802,0,0
20661,104,2024-06-05 22:14:56,1806,0,0
20662,100,2024-06-05 22:15:56,1805,0,8
20663,100,2024-06-05 22:16:56,1802,0,8
20664,99,2024-06-05 22:17:56,1800,0,0
20665,102,2024-06-05 22:18:56,1800,0,0
20666,102,2024-06-05 22:19:56,1802,0,0
20667,100,2024-06-05 22:20:56,1803,0,0
20668,100,2024-06-05 22:21:56,1805,0,0
20669,100,2024-06-05 22:22:56,1803,0,0
20670,102,2024-06-05 22:23:56,1803,0,0
20671,96,2024-06-05 22:24:56,1803,0,0
20672,100,2024-06-05 22:25:56,1803,0,0
20673,100,2024-06-05 22:26:56,1806,0,0
20674,101,2024-06-05 22:27:56,1800,0,0
20675,102,2024-06-05 22:28:56,1800,0,0
20676,103,2024-06-05 22:29:56,1802,0,0
20677,100,2024-06-05 22:30:56,1805,0,0
20678,100,2024-06-05 22:31:56,1802,0,0
20679,103,2024-06-05 22:32:56,1806,0,0
20680,101,2024-06-05 22:33:56,1803,0,0
20681,99,2024-06-05 22:34:55,1806,0,0
20682,99,2024-06-05 22:35:56,1802,0,0
20683,98,2024-06-05 22:36:56,1804,0,0
20684,102,2024-06-05 22:37:56,1800,0,0
20685,104,2024-06-05 22:38:56,1804,0,0
20686,102,2024-06-05 22:39:56,1804,0,0
20687,102,2024-06-05 22:40:56,1805,0,0
20688,99,2024-06-05 22:41:56,1804,0,0
20689,98,2024-06-05 22:42:56,1804,0,0
20690,100,2024-06-05 22:43:56,1803,0,0
20691,97,2024-06-05 22:44:56,1804,0,8
20692,100,2024-06-05 22:45:56,1803,0,0
20693,103,2024-06-05 22:46:56,1802,0,0
20694,106,2024-06-05 22:47:56,1800,0,0
20695,101,2024-06-05 22:48:56,1800,0,0
20696,100,2024-06-05 22:49:56,1804,0,0
20697,101,2024-06-05 22:50:56,1803,0,0
20698,104,2024-06-05 22:51:56,1802,0,0
20699,101,2024-06-05 22:52:56,1803,0,0
20700,102,2024-06-05 22:53:56,1806,0,0
20701,100,2024-06-05 22:54:56,1803,0,8
20702,102,2024-06-05 22:55:56,1802,0,0
20703,102,2024-06-05 22:56:56,1800,0,0
20704,103,2024-06-05 22:57:56,1802,0,0
20705,103,2024-06-05 22:58:56,1802,0,0
20706,100,2024-06-05 22:59:56,1802,0,0
20707,101,2024-06-05 23:00:56,1805,0,0
20708,97,2024-06-05 23:01:56,1802,0,0
20709,102,2024-06-05 23:02:56,1804,0,0
20710,101,2024-06-05 23:03:56,1803,0,0
20711,101,2024-06-05 23:04:56,1805,0,0
20712,101,2024-06-05 23:05:56,1802,0,0
20713,98,2024-06-05 23:06:56,1802,0,0
20714,100,2024-06-05 23:07:56,1802,0,0
20715,101,2024-06-05 23:08:56,1802,0,0
20716,101,2024-06-05 23:09:56,1804,0,0
20717,100,2024-06-05 23:10:56,1804,0,0
20718,104,2024-06-05 23:11:56,1801,0,0
20719,101,2024-06-05 23:12:56,1800,0,0
20720,98,2024-06-05 23:13:56,1800,0,0
20721,100,2024-06-05 23:14:56,1803,0,8
20722,101,2024-06-05 23:15:56,1805,0,0
20723,98,2024-06-05 23:16:56,1802,0,0
20724,100,2024-06-05 23:17:56,1802,0,0
20725,97,2024-06-05 23:18:56,1802,0,0
20726,101,2024-06-05 23:19:56,1803,0,0
20727,99,2024-06-05 23:20:56,1806,0,0
20728,101,2024-06-05 23:21:56,1805,0,0
20729,100,2024-06-05 23:22:56,1800,0,0
20730,100,2024-06-05 23:23:56,1804,0,8
20731,100,2024-06-05 23:24:56,1803,0,8
20732,102,2024-06-05 23:25:56,1802,0,0
20733,106,2024-06-05 23:26:56,1802,0,0
20734,102,2024-06-05 23:27:56,1802,0,0
20735,99,2024-06-05 23:28:56,1802,0,0
20736,101,2024-06-05 23:29:56,1802,0,0
20737,108,2024-06-05 23:30:56,1804,0,0
20738,108,2024-06-05 23:31:56,1802,0,0
20739,110,2024-06-05 23:32:56,1803,0,8
20740,116,2024-06-05 23:33:56,1802,0,0
20741,149,2024-06-05 23:34:56,1796,0,0
20742,110,2024-06-05 23:35:56,1802,0,0
20743,109,2024-06-05 23:36:56,1802,0,0
20744,108,2024-06-05 23:37:56,1802,0,0
20745,108,2024-06-05 23:38:56,1800,0,0
20746,111,2024-06-05 23:39:56,1802,0,0
20747,112,2024-06-05 23:40:56,1802,0,0
20748,110,2024-06-05 23:41:56,1801,0,0
20749,107,2024-06-05 23:42:56,1800,0,8
20750,109,2024-06-05 23:43:56,1800,0,0
20751,108,2024-06-05 23:44:56,1802,0,0
20752,109,2024-06-05 23:45:56,1804,0,0
20753,109,2024-06-05 23:46:56,1803,0,0
20754,109,2024-06-05 23:47:56,1803,0,0
20755,109,2024-06-05 23:48:56,1802,0,0
20756,109,2024-06-05 23:49:56,1804,0,0
20757,108,2024-06-05 23:50:56,1802,0,0
20758,104,2024-06-05 23:51:56,1800,0,0
20759,106,2024-06-05 23:52:56,1800,0,8
20760,110,2024-06-05 23:53:56,1803,0,0
20761,109,2024-06-05 23:54:56,1802,0,0
20762,109,2024-06-05 23:55:56,1802,0,0
20763,108,2024-06-05 23:56:56,1803,0,0
20764,108,2024-06-05 23:57:56,1802,0,0
20765,109,2024-06-05 23:58:56,1802,0,0
20766,108,2024-06-05 23:59:56,1802,0,0
20767,108,2024-06-06 00:00:56,1804,0,0
20768,106,2024-06-06 00:01:56,1800,0,0
20769,108,2024-06-06 00:02:56,1802,0,0
20770,108,2024-06-06 00:03:56,1805,0,0
20771,106,2024-06-06 00:04:56,1803,0,0
20772,104,2024-06-06 00:05:56,1803,0,0
20773,103,2024-06-06 00:06:56,1802,0,0
20774,105,2024-06-06 00:07:56,1802,0,0
20775,104,2024-06-06 00:08:56,1802,0,0
20776,105,2024-06-06 00:09:56,1803,0,8
20777,104,2024-06-06 00:10:56,1800,0,0
20778,104,2024-06-06 00:11:56,1802,0,0
20779,105,2024-06-06 00:12:56,1803,0,0
20780,103,2024-06-06 00:13:56,1805,0,0
20781,105,2024-06-06 00:14:56,1802,0,0
20782,106,2024-06-06 00:15:56,1802,0,0
20783,106,2024-06-06 00:16:56,1802,0,0
20784,102,2024-06-06 00:17:56,1801,0,0
20785,105,2024-06-06 00:18:56,1805,0,8
20786,106,2024-06-06 00:19:56,1800,0,8
20787,102,2024-06-06 00:20:56,1801,0,0
20788,103,2024-06-06 00:21:56,1802,0,0
20789,100,2024-06-06 00:22:56,1803,0,0
20790,104,2024-06-06 00:23:56,1805,0,0
20791,104,2024-06-06 00:24:56,1803,0,0
20792,104,2024-06-06 00:25:56,1802,0,0
20793,106,2024-06-06 00:26:56,1802,0,0
20794,107,2024-06-06 00:27:56,1800,0,0
20795,105,2024-06-06 00:28:56,1802,0,0
20796,104,2024-06-06 00:29:56,1803,0,0
20797,106,2024-06-06 00:30:56,1802,0,0
20798,107,2024-06-06 00:31:56,1802,0,0
20799,104,2024-06-06 00:32:56,1801,0,0
20800,108,2024-06-06 00:33:56,1803,0,0
20801,108,2024-06-06 00:34:56,1802,0,0
20802,106,2024-06-06 00:35:56,1803,0,0
20803,106,2024-06-06 00:36:56,1802,0,8
20804,108,2024-06-06 00:37:56,1802,0,0
20805,104,2024-06-06 00:38:56,1800,0,0
20806,106,2024-06-06 00:39:56,1802,0,0
20807,108,2024-06-06 00:40:56,1802,0,0
20808,105,2024-06-06 00:41:56,1805,0,0
20809,106,2024-06-06 00:42:56,1804,0,0
20810,107,2024-06-06 00:43:56,1804,0,0
20811,104,2024-06-06 00:44:56,1803,0,0
20812,106,2024-06-06 00:45:56,1802,0,0
20813,108,2024-06-06 00:46:56,1803,0,8
20814,103,2024-06-06 00:47:56,1800,0,8
20815,106,2024-06-06 00:48:56,1804,0,0
20816,105,2024-06-06 00:49:56,1802,0,0
20817,107,2024-06-06 00:50:56,1802,0,0
20818,104,2024-06-06 00:51:56,1803,0,0
20819,103,2024-06-06 00:52:56,1803,0,0
20820,108,2024-06-06 00:53:56,1801,0,0
20821,108,2024-06-06 00:54:56,1802,0,0
20822,103,2024-06-06 00:55:56,1802,0,0
20823,107,2024-06-06 00:56:56,1800,0,8
20824,106,2024-06-06 00:57:56,1800,0,0
20825,106,2024-06-06 00:58:56,1802,0,0
20826,104,2024-06-06 00:59:56,1804,0,0
20827,104,2024-06-06 01:00:56,1803,0,0
20828,106,2024-06-06 01:01:56,1801,0,0
20829,106,2024-06-06 01:02:56,1802,0,0
20830,109,2024-06-06 01:03:56,1803,0,0
20831,109,2024-06-06 01:04:56,1802,0,0
20832,102,2024-06-06 01:05:56,1802,0,0
20833,105,2024-06-06 01:06:56,1800,0,8
20834,106,2024-06-06 01:07:56,1800,0,0
20835,105,2024-06-06 01:08:56,1802,0,0
20836,106,2024-06-06 01:09:56,1802,0,0
20837,106,2024-06-06 01:10:55,1802,0,0
20838,102,2024-06-06 01:11:56,1801,0,0
20839,105,2024-06-06 01:12:56,1801,0,0
20840,109,2024-06-06 01:13:56,1802,0,0
20841,102,2024-06-06 01:14:56,1806,0,0
20842,108,2024-06-06 01:15:56,1801,0,0
20843,104,2024-06-06 01:16:56,1802,0,0
20844,105,2024-06-06 01:17:56,1800,0,0
20845,107,2024-06-06 01:18:56,1802,0,8
20846,104,2024-06-06 01:19:56,1800,0,0
20847,104,2024-06-06 01:20:56,1802,0,0
20848,106,2024-06-06 01:21:56,1802,0,0
20849,105,2024-06-06 01:22:56,1800,0,0
20850,105,2024-06-06 01:23:56,1801,0,0
20851,103,2024-06-06 01:24:56,1802,0,0
20852,103,2024-06-06 01:25:56,1800,0,8
20853,107,2024-06-06 01:26:55,1802,0,8
20854,107,2024-06-06 01:27:56,1801,0,0
20855,106,2024-06-06 01:28:56,1800,0,0
20856,105,2024-06-06 01:29:56,1802,0,0
20857,106,2024-06-06 01:30:56,1800,0,0
20858,105,2024-06-06 01:31:56,1802,0,0
20859,107,2024-06-06 01:32:56,1802,0,0
20860,107,2024-06-06 01:33:56,1801,0,0
20861,100,2024-06-06 01:34:56,1802,0,0
20862,103,2024-06-06 01:35:56,1804,0,0
20863,104,2024-06-06 01:36:56,1804,0,0
20864,106,2024-06-06 01:37:56,1801,0,0
20865,101,2024-06-06 01:38:56,1803,0,0
20866,105,2024-06-06 01:39:56,1802,0,0
20867,103,2024-06-06 01:40:56,1802,0,0
20868,102,2024-06-06 01:41:56,1800,0,0
20869,102,2024-06-06 01:42:56,1802,0,0
20870,101,2024-06-06 01:43:56,1801,0,0
20871,100,2024-06-06 01:44:56,1804,0,0
20872,97,2024-06-06 01:45:56,1802,0,0
20873,101,2024-06-06 01:46:56,1802,0,0
20874,104,2024-06-06 01:47:56,1802,0,0
20875,105,2024-06-06 01:48:56,1800,0,0
20876,107,2024-06-06 01:49:56,1802,0,0
20877,107,2024-06-06 01:50:56,1803,0,0
20878,105,2024-06-06 01:51:56,1801,0,0
20879,105,2024-06-06 01:52:56,1801,0,0
20880,108,2024-06-06 01:53:56,1802,0,0
20881,106,2024-06-06 01:54:56,1800,0,0
20882,105,2024-06-06 01:55:56,1802,0,8
20883,105,2024-06-06 01:56:56,1802,0,0
20884,105,2024-06-06 01:57:56,1800,0,8
20885,103,2024-06-06 01:58:56,1800,0,0
20886,106,2024-06-06 01:59:56,1803,0,0
20887,106,2024-06-06 02:00:56,1802,0,0
20888,106,2024-06-06 02:01:56,1801,0,0
20889,108,2024-06-06 02:02:56,1802,0,0
20890,106,2024-06-06 02:03:56,1803,0,0
20891,108,2024-06-06 02:04:56,1803,0,8
20892,107,2024-06-06 02:05:56,1802,0,0
20893,106,2024-06-06 02:06:56,1802,0,0
20894,107,2024-06-06 02:07:56,1800,0,0
20895,103,2024-06-06 02:08:56,1802,0,0
20896,104,2024-06-06 02:09:56,1802,0,0
20897,105,2024-06-06 02:10:56,1803,0,0
20898,103,2024-06-06 02:11:56,1802,0,0
20899,105,2024-06-06 02:12:56,1802,0,0
20900,104,2024-06-06 02:13:56,1802,0,8
20901,106,2024-06-06 02:14:56,1803,0,0
20902,108,2024-06-06 02:15:56,1802,0,0
20903,106,2024-06-06 02:16:56,1800,0,0
20904,107,2024-06-06 02:17:56,1802,0,0
20905,101,2024-06-06 02:18:56,1805,0,0
20906,103,2024-06-06 02:19:56,1803,0,0
20907,101,2024-06-06 02:20:56,1802,0,0
20908,102,2024-06-06 02:21:56,1802,0,0
20909,101,2024-06-06 02:22:56,1803,0,8
20910,102,2024-06-06 02:23:56,1802,0,0
20911,102,2024-06-06 02:24:56,1803,0,0
20912,103,2024-06-06 02:25:56,1804,0,0
20913,100,2024-06-06 02:26:56,1800,0,0
20914,100,2024-06-06 02:27:56,1800,0,0
20915,109,2024-06-06 02:28:56,1803,0,0
20916,105,2024-06-06 02:29:56,1801,0,0
20917,107,2024-06-06 02:30:56,1802,0,0
20918,106,2024-06-06 02:31:56,1803,0,0
20919,106,2024-06-06 02:32:55,1807,0,8
20920,108,2024-06-06 02:33:56,1807,0,0
20921,106,2024-06-06 02:34:56,1802,0,8
20922,103,2024-06-06 02:35:56,1800,0,0
20923,104,2024-06-06 02:36:56,1804,0,0
20924,107,2024-06-06 02:37:56,1804,0,0
20925,107,2024-06-06 02:38:56,1804,0,0
20926,102,2024-06-06 02:39:55,1804,0,0
20927,108,2024-06-06 02:40:56,1803,0,0
20928,105,2024-06-06 02:41:56,1804,0,0
20929,106,2024-06-06 02:42:56,1802,0,8
20930,102,2024-06-06 02:43:56,1804,0,0
20931,105,2024-06-06 02:44:56,1803,0,0
20932,105,2024-06-06 02:45:56,1800,0,0
20933,106,2024-06-06 02:46:56,1800,0,0
20934,106,2024-06-06 02:47:56,1802,0,0
20935,105,2024-06-06 02:48:56,1802,0,0
20936,107,2024-06-06 02:49:56,1802,0,0
20937,105,2024-06-06 02:50:56,1802,0,0
20938,107,2024-06-06 02:51:56,1803,0,0
20939,104,2024-06-06 02:52:56,1802,0,8
20940,105,2024-06-06 02:53:56,1802,0,0
20941,102,2024-06-06 02:54:56,1802,0,0
20942,97,2024-06-06 02:55:56,1800,0,0
20943,100,2024-06-06 02:56:56,1800,0,0
20944,96,2024-06-06 02:57:56,1803,0,0
20945,103,2024-06-06 02:58:56,1803,0,0
20946,102,2024-06-06 02:59:56,1802,0,0
20947,100,2024-06-06 03:00:56,1805,0,0
20948,96,2024-06-06 03:01:56,1805,0,0
20949,100,2024-06-06 03:02:56,1805,0,8
20950,102,2024-06-06 03:03:56,1802,0,0
20951,99,2024-06-06 03:04:56,1802,0,8
20952,104,2024-06-06 03:05:56,1800,0,0
20953,106,2024-06-06 03:06:56,1800,0,0
20954,108,2024-06-06 03:07:56,1803,0,0
20955,107,2024-06-06 03:08:56,1803,0,0
20956,106,2024-06-06 03:09:56,1802,0,0
20957,106,2024-06-06 03:10:56,1803,0,0
20958,107,2024-06-06 03:11:56,1803,0,0
20959,105,2024-06-06 03:12:56,1805,0,8
20960,103,2024-06-06 03:13:56,1803,0,0
20961,106,2024-06-06 03:14:56,1803,0,0
20962,102,2024-06-06 03:15:56,1800,0,0
20963,102,2024-06-06 03:16:56,1804,0,0
20964,103,2024-06-06 03:17:56,1805,0,0
20965,102,2024-06-06 03:18:56,1805,0,0
20966,100,2024-06-06 03:19:56,1804,0,0
20967,102,2024-06-06 03:20:56,1803,0,0
20968,105,2024-06-06 03:21:56,1807,0,0
20969,104,2024-06-06 03:22:56,1802,0,0
20970,102,2024-06-06 03:23:56,1802,0,0
20971,106,2024-06-06 03:24:56,1803,0,0
20972,104,2024-06-06 03:25:56,1803,0,0
20973,102,2024-06-06 03:26:56,1803,0,0
20974,103,2024-06-06 03:27:56,1802,0,0
20975,102,2024-06-06 03:28:56,1804,0,0
20976,103,2024-06-06 03:29:56,1802,0,0
20977,100,2024-06-06 03:30:56,1804,0,0
20978,102,2024-06-06 03:31:56,1803,0,8
20979,100,2024-06-06 03:32:56,1804,0,0
20980,100,2024-06-06 03:33:56,1803,0,0
20981,99,2024-06-06 03:34:56,1803,0,0
20982,100,2024-06-06 03:35:56,1803,0,0
20983,100,2024-06-06 03:36:56,1803,0,0
20984,98,2024-06-06 03:37:56,1807,0,0
20985,100,2024-06-06 03:38:56,1805,0,0
20986,102,2024-06-06 03:39:56,1803,0,0
20987,103,2024-06-06 03:40:56,1800,0,0
20988,100,2024-06-06 03:41:56,1807,0,0
20989,100,2024-06-06 03:42:56,1802,0,0
20990,99,2024-06-06 03:43:56,1804,0,0
20991,103,2024-06-06 03:44:56,1803,0,0
20992,104,2024-06-06 03:45:56,1802,0,0
20993,103,2024-06-06 03:46:56,1803,0,0
20994,102,2024-06-06 03:47:56,1802,0,0
20995,102,2024-06-06 03:48:56,1802,0,0
20996,102,2024-06-06 03:49:56,1800,0,8
20997,103,2024-06-06 03:50:56,1803,0,0
20998,103,2024-06-06 03:51:56,1803,0,0
20999,103,2024-06-06 03:52:56,1804,0,0
21000,104,2024-06-06 03:53:56,1804,0,0
21001,98,2024-06-06 03:54:56,1802,0,0
21002,102,2024-06-06 03:55:56,1805,0,0
21003,103,2024-06-06 03:56:56,1802,0,0
21004,101,2024-06-06 03:57:55,1803,0,0
21005,102,2024-06-06 03:58:56,1800,0,0
21006,102,2024-06-06 03:59:56,1800,0,0
21007,99,2024-06-06 04:00:56,1804,0,0
21008,103,2024-06-06 04:01:56,1803,0,0
21009,103,2024-06-06 04:02:56,1803,0,8
21010,102,2024-06-06 04:03:56,1805,0,0
21011,103,2024-06-06 04:04:55,1803,0,0
21012,102,2024-06-06 04:05:56,1803,0,0
21013,100,2024-06-06 04:06:56,1804,0,0
21014,100,2024-06-06 04:07:56,1803,0,0
21015,97,2024-06-06 04:08:56,1800,0,0
21016,99,2024-06-06 04:09:56,1803,0,8
21017,101,2024-06-06 04:10:56,1805,0,0
21018,99,2024-06-06 04:11:56,1804,0,0
21019,101,2024-06-06 04:12:56,1805,0,0
21020,106,2024-06-06 04:13:56,1805,0,0
21021,104,2024-06-06 04:14:56,1802,0,0
21022,102,2024-06-06 04:15:56,1802,0,0
21023,105,2024-06-06 04:16:56,1805,0,0
21024,105,2024-06-06 04:17:56,1802,0,0
21025,104,2024-06-06 04:18:56,1800,0,0
21026,104,2024-06-06 04:19:56,1802,0,8
21027,103,2024-06-06 04:20:56,1803,0,8
21028,104,2024-06-06 04:21:56,1803,0,0
21029,102,2024-06-06 04:22:55,1802,0,0
21030,105,2024-06-06 04:23:56,1802,0,0
21031,105,2024-06-06 04:24:55,1802,0,0
21032,104,2024-06-06 04:25:56,1804,0,0
21033,101,2024-06-06 04:26:56,1803,0,0
21034,114,2024-06-06 04:27:56,1805,0,0
21035,114,2024-06-06 04:28:56,1800,0,0
21036,118,2024-06-06 04:29:56,1805,0,0
21037,116,2024-06-06 04:30:56,1801,0,0
21038,114,2024-06-06 04:31:56,1802,0,0
21039,102,2024-06-06 04:32:56,1804,0,0
21040,103,2024-06-06 04:33:56,1805,0,0
21041,103,2024-06-06 04:34:56,1805,0,0
21042,104,2024-06-06 04:35:56,1803,0,0
21043,104,2024-06-06 04:36:55,1805,0,0
21044,101,2024-06-06 04:37:56,1806,0,0
21045,108,2024-06-06 04:38:56,1805,0,8
21046,99,2024-06-06 04:39:56,1805,0,0
21047,99,2024-06-06 04:40:56,1805,0,0
21048,97,2024-06-06 04:41:56,1802,0,0
21049,99,2024-06-06 04:42:56,1804,0,0
21050,99,2024-06-06 04:43:56,1804,0,0
21051,97,2024-06-06 04:44:56,1805,0,0
21052,98,2024-06-06 04:45:56,1806,0,0
21053,98,2024-06-06 04:46:56,1803,0,0
21054,101,2024-06-06 04:47:56,1802,0,8
21055,97,2024-06-06 04:48:56,1802,0,0
21056,99,2024-06-06 04:49:56,1805,0,0
21057,102,2024-06-06 04:50:56,1803,0,0
21058,102,2024-06-06 04:51:56,1806,0,0
21059,101,2024-06-06 04:52:56,1804,0,0
21060,105,2024-06-06 04:53:56,1803,0,0
21061,100,2024-06-06 04:54:56,1800,0,0
21062,103,2024-06-06 04:55:56,1802,0,8
21063,100,2024-06-06 04:56:56,1802,0,0
21064,103,2024-06-06 04:57:56,1805,0,0
21065,102,2024-06-06 04:58:55,1802,0,0
21066,102,2024-06-06 04:59:56,1803,0,0
21067,98,2024-06-06 06:00:56,1804,0,0
21068,100,2024-06-06 06:01:56,1805,0,0
21069,102,2024-06-06 06:02:55,1803,0,0
21070,98,2024-06-06 06:03:56,1803,0,0
21071,102,2024-06-06 06:04:55,1803,0,0
21072,103,2024-06-06 06:05:56,1802,0,0
21073,100,2024-06-06 06:06:56,1805,0,0
21074,103,2024-06-06 06:07:56,1800,0,0
21075,104,2024-06-06 06:08:56,1806,0,0
21076,103,2024-06-06 06:09:56,1803,0,0
21077,102,2024-06-06 06:10:56,1804,0,0
21078,102,2024-06-06 06:11:56,1804,0,0
21079,102,2024-06-06 06:12:56,1804,0,0
21080,102,2024-06-06 06:13:56,1803,0,0
21081,102,2024-06-06 06:14:56,1803,0,0
21082,100,2024-06-06 06:15:56,1804,0,0
21083,103,2024-06-06 06:16:56,1803,0,0
21084,101,2024-06-06 06:17:56,1800,0,0
21085,102,2024-06-06 06:18:56,1800,0,0
21086,103,2024-06-06 06:19:56,1803,0,0
21087,128,2024-06-06 06:20:56,1801,0,8
21088,130,2024-06-06 06:21:56,1805,0,0
21089,121,2024-06-06 06:22:56,1802,0,0
21090,155,2024-06-06 06:23:56,1798,0,0
21091,103,2024-06-06 06:24:56,1802,0,0
