Unnamed: 0,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v,status,action,work_status
50062,6965,6960,6971,0.0,0.0,0.0,0.0,100.0,4,5994,0.0,0.0,2024-07-02 10:54:42,0.0,0.0,False,False,未工作
50063,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,6,5995,0.0,0.0,2024-07-02 10:55:42,0.0,0.0,False,False,未工作
50064,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,13,5995,0.0,0.0,2024-07-02 10:56:44,0.0,0.0,False,False,未工作
50065,6962,6955,6970,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 10:57:44,0.0,0.0,False,False,未工作
50066,6962,6956,6969,0.0,0.0,0.0,0.0,100.0,11,5995,0.0,0.0,2024-07-02 10:58:44,0.0,0.0,False,False,未工作
50067,6963,6955,6970,0.0,0.0,0.0,0.0,100.0,15,5995,0.0,0.0,2024-07-02 11:00:44,0.0,0.0,False,False,未工作
50068,6962,6955,6969,0.0,0.0,0.0,0.0,100.0,12,5994,0.0,0.0,2024-07-02 11:01:43,0.0,0.0,False,False,未工作
50069,6962,6956,6969,0.0,0.0,0.0,0.0,100.0,5,5995,0.0,0.0,2024-07-02 11:02:43,0.0,0.0,False,False,未工作
50070,6963,6957,6970,0.0,0.0,0.0,0.0,100.0,14,5995,0.0,0.0,2024-07-02 11:03:43,0.0,0.0,False,False,未工作
50071,6964,6957,6970,0.0,0.0,0.0,0.0,100.0,6,5995,0.0,0.0,2024-07-02 11:04:45,0.0,0.0,False,False,未工作
50072,6963,6956,6970,0.0,0.0,0.0,0.0,100.0,14,5995,0.0,0.0,2024-07-02 11:05:44,0.0,0.0,False,False,未工作
50073,6964,6957,6970,0.0,0.0,0.0,0.0,100.0,10,5995,0.0,0.0,2024-07-02 11:06:44,0.0,0.0,False,False,未工作
50074,6963,6957,6970,0.0,0.0,0.0,0.0,100.0,14,5995,0.0,0.0,2024-07-02 11:07:46,0.0,0.0,False,False,未工作
50075,6963,6957,6970,0.0,0.0,0.0,0.0,100.0,12,5995,0.0,0.0,2024-07-02 11:08:46,0.0,0.0,False,False,未工作
50076,6965,6959,6971,0.0,0.0,0.0,0.0,100.0,5,5997,0.0,0.0,2024-07-02 11:09:46,0.0,0.0,False,False,未工作
50077,6963,6957,6970,0.0,0.0,0.0,0.0,100.0,15,5997,0.0,0.0,2024-07-02 11:10:46,0.0,0.0,False,False,未工作
50078,6964,6957,6970,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 11:11:46,0.0,0.0,False,False,未工作
50079,6963,6956,6970,0.0,0.0,0.0,0.0,100.0,10,5996,0.0,0.0,2024-07-02 11:12:45,0.0,0.0,False,False,未工作
50080,6964,6957,6971,0.0,0.0,0.0,0.0,100.0,8,5995,0.0,0.0,2024-07-02 11:13:45,0.0,0.0,False,False,未工作
50081,6963,6956,6970,0.0,0.0,0.0,0.0,100.0,14,5996,0.0,0.0,2024-07-02 11:14:45,0.0,0.0,False,False,未工作
50082,6963,6956,6969,0.0,0.0,0.0,0.0,100.0,11,5995,0.0,0.0,2024-07-02 11:15:47,0.0,0.0,False,False,未工作
50083,6962,6955,6968,0.0,0.0,0.0,0.0,100.0,15,5995,0.0,0.0,2024-07-02 11:16:47,0.0,0.0,False,False,未工作
50084,6962,6956,6969,0.0,0.0,0.0,0.0,100.0,15,5995,0.0,0.0,2024-07-02 11:17:46,0.0,0.0,False,False,未工作
50085,6963,6956,6969,0.0,0.0,0.0,0.0,100.0,7,5995,0.0,0.0,2024-07-02 11:18:46,0.0,0.0,False,False,未工作
50086,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,10,5997,0.0,0.0,2024-07-02 11:19:48,0.0,0.0,False,False,未工作
50087,6958,6952,6965,0.0,0.0,0.0,0.0,100.0,6,5996,0.0,0.0,2024-07-02 11:20:48,0.0,0.0,False,False,未工作
50088,6963,6956,6970,0.0,0.0,0.0,0.0,100.0,9,5997,0.0,0.0,2024-07-02 11:21:47,0.0,0.0,False,False,未工作
50089,6963,6956,6969,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 11:22:47,0.0,0.0,False,False,未工作
50090,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,12,5995,0.0,0.0,2024-07-02 11:23:49,0.0,0.0,False,False,未工作
50091,6962,6956,6968,0.0,0.0,0.0,0.0,100.0,5,5995,0.0,0.0,2024-07-02 11:24:49,0.0,0.0,False,False,未工作
50092,6962,6956,6967,0.0,0.0,0.0,0.0,100.0,13,5996,0.0,0.0,2024-07-02 11:25:49,0.0,0.0,False,False,未工作
50093,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 11:26:49,0.0,0.0,False,False,未工作
50094,6962,6956,6968,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 11:27:49,0.0,0.0,False,False,未工作
50095,6963,6958,6969,0.0,0.0,0.0,0.0,100.0,6,5995,0.0,0.0,2024-07-02 11:28:49,0.0,0.0,False,False,未工作
50096,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,9,5996,0.0,0.0,2024-07-02 11:29:49,0.0,0.0,False,False,未工作
50097,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,6,5997,0.0,0.0,2024-07-02 11:30:49,0.0,0.0,False,False,未工作
50098,6963,6959,6968,0.0,0.0,0.0,0.0,100.0,3,5995,0.0,0.0,2024-07-02 11:31:49,0.0,0.0,False,False,未工作
50099,6964,6958,6968,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 11:32:49,0.0,0.0,False,False,未工作
50100,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,9,5997,0.0,0.0,2024-07-02 11:33:49,0.0,0.0,False,False,未工作
50101,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 11:34:49,0.0,0.0,False,False,未工作
50102,6963,6958,6967,0.0,0.0,0.0,0.0,100.0,9,5996,0.0,0.0,2024-07-02 11:35:49,0.0,0.0,False,False,未工作
50103,6964,6959,6968,0.0,0.0,0.0,0.0,100.0,9,5996,0.0,0.0,2024-07-02 11:36:49,0.0,0.0,False,False,未工作
50104,6963,6959,6968,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 11:37:48,0.0,0.0,False,False,未工作
50105,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,2,5995,0.0,0.0,2024-07-02 11:38:50,0.0,0.0,False,False,未工作
50106,6968,6964,6972,0.0,0.0,0.0,0.0,100.0,2,6000,0.0,0.0,2024-07-02 11:39:50,0.0,0.0,False,False,未工作
50107,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,10,5996,0.0,0.0,2024-07-02 11:40:50,0.0,0.0,False,False,未工作
50108,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,0,5996,0.0,0.0,2024-07-02 11:41:49,0.0,0.0,False,False,未工作
50109,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,0,5995,0.0,0.0,2024-07-02 11:42:49,0.0,0.0,False,False,未工作
50110,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,2,5995,0.0,0.0,2024-07-02 11:43:51,0.0,0.0,False,False,未工作
50111,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 11:44:51,0.0,0.0,False,False,未工作
50112,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 11:45:51,0.0,0.0,False,False,未工作
50113,6960,6956,6965,0.0,0.0,0.0,0.0,100.0,6,5995,0.0,0.0,2024-07-02 11:46:51,0.0,0.0,False,False,未工作
50114,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 11:47:51,0.0,0.0,False,False,未工作
50115,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 11:48:51,0.0,0.0,False,False,未工作
50116,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,12,5995,0.0,0.0,2024-07-02 11:49:51,0.0,0.0,False,False,未工作
50117,6950,6945,6954,0.0,0.0,0.0,0.0,100.0,12,5989,0.0,0.0,2024-07-02 11:50:51,0.0,0.0,False,False,未工作
50118,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,2,5995,0.0,0.0,2024-07-02 11:51:51,0.0,0.0,False,False,未工作
50119,6963,6958,6968,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 11:52:50,0.0,0.0,False,False,未工作
50120,6963,6959,6968,0.0,0.0,0.0,0.0,100.0,2,5996,0.0,0.0,2024-07-02 11:53:50,0.0,0.0,False,False,未工作
50121,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,3,5995,0.0,0.0,2024-07-02 11:54:50,0.0,0.0,False,False,未工作
50122,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,6,5997,0.0,0.0,2024-07-02 11:55:50,0.0,0.0,False,False,未工作
50123,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 11:56:52,0.0,0.0,False,False,未工作
50124,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,12,5997,0.0,0.0,2024-07-02 11:57:51,0.0,0.0,False,False,未工作
50125,6963,6959,6968,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 11:58:51,0.0,0.0,False,False,未工作
50126,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,11,5995,0.0,0.0,2024-07-02 12:00:53,0.0,0.0,False,False,未工作
50127,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,5,5994,0.0,0.0,2024-07-02 12:01:53,0.0,0.0,False,False,未工作
50128,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 12:02:53,0.0,0.0,False,False,未工作
50129,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,9,5995,0.0,0.0,2024-07-02 12:03:52,0.0,0.0,False,False,未工作
50130,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 12:04:52,0.0,0.0,False,False,未工作
50131,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,9,5995,0.0,0.0,2024-07-02 12:05:52,0.0,0.0,False,False,未工作
50132,6960,6956,6965,0.0,0.0,0.0,0.0,100.0,11,5993,0.0,0.0,2024-07-02 12:06:52,0.0,0.0,False,False,未工作
50133,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,11,5993,0.0,0.0,2024-07-02 12:07:52,0.0,0.0,False,False,未工作
50134,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,10,5992,0.0,0.0,2024-07-02 12:08:52,0.0,0.0,False,False,未工作
50135,6963,6959,6966,0.0,0.0,0.0,0.0,100.0,0,5993,0.0,0.0,2024-07-02 12:09:54,0.0,0.0,False,False,未工作
50136,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,6,5993,0.0,0.0,2024-07-02 12:10:54,0.0,0.0,False,False,未工作
50137,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,6,5993,0.0,0.0,2024-07-02 12:11:54,0.0,0.0,False,False,未工作
50138,6961,6958,6965,0.0,0.0,0.0,0.0,100.0,3,5993,0.0,0.0,2024-07-02 12:12:54,0.0,0.0,False,False,未工作
50139,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,6,5994,0.0,0.0,2024-07-02 12:13:54,0.0,0.0,False,False,未工作
50140,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,11,5994,0.0,0.0,2024-07-02 12:14:54,0.0,0.0,False,False,未工作
50141,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,10,5994,0.0,0.0,2024-07-02 12:15:53,0.0,0.0,False,False,未工作
50142,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,9,5995,0.0,0.0,2024-07-02 12:16:53,0.0,0.0,False,False,未工作
50143,6961,6958,6965,0.0,0.0,0.0,0.0,100.0,0,5995,0.0,0.0,2024-07-02 12:17:53,0.0,0.0,False,False,未工作
50144,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,0,5995,0.0,0.0,2024-07-02 12:18:55,0.0,0.0,False,False,未工作
50145,6963,6958,6967,0.0,0.0,0.0,0.0,100.0,11,5995,0.0,0.0,2024-07-02 12:19:55,0.0,0.0,False,False,未工作
50146,6963,6958,6967,0.0,0.0,0.0,0.0,100.0,9,5997,0.0,0.0,2024-07-02 12:20:55,0.0,0.0,False,False,未工作
50147,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,11,5997,0.0,0.0,2024-07-02 12:21:54,0.0,0.0,False,False,未工作
50148,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,9,5996,0.0,0.0,2024-07-02 12:22:56,0.0,0.0,False,False,未工作
50149,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 12:23:56,0.0,0.0,False,False,未工作
50150,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,2,5996,0.0,0.0,2024-07-02 12:24:56,0.0,0.0,False,False,未工作
50151,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,3,5994,0.0,0.0,2024-07-02 12:25:55,0.0,0.0,False,False,未工作
50152,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,5,5995,0.0,0.0,2024-07-02 12:26:55,0.0,0.0,False,False,未工作
50153,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,10,5995,0.0,0.0,2024-07-02 12:27:55,0.0,0.0,False,False,未工作
50154,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 12:28:57,0.0,0.0,False,False,未工作
50155,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 12:29:57,0.0,0.0,False,False,未工作
50156,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,0,5995,0.0,0.0,2024-07-02 12:30:57,0.0,0.0,False,False,未工作
50157,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,10,5995,0.0,0.0,2024-07-02 12:31:56,0.0,0.0,False,False,未工作
50158,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,6,5997,0.0,0.0,2024-07-02 12:32:56,0.0,0.0,False,False,未工作
50159,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 12:33:56,0.0,0.0,False,False,未工作
50160,6964,6959,6968,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 12:34:56,0.0,0.0,False,False,未工作
50161,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,0,5995,0.0,0.0,2024-07-02 12:35:56,0.0,0.0,False,False,未工作
50162,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 12:36:56,0.0,0.0,False,False,未工作
50163,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 12:37:56,0.0,0.0,False,False,未工作
50164,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 12:38:57,0.0,0.0,False,False,未工作
50165,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,5,5997,0.0,0.0,2024-07-02 12:39:56,0.0,0.0,False,False,未工作
50166,6963,6958,6969,0.0,0.0,0.0,0.0,100.0,10,5996,0.0,0.0,2024-07-02 12:40:56,0.0,0.0,False,False,未工作
50167,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,13,5996,0.0,0.0,2024-07-02 12:41:56,0.0,0.0,False,False,未工作
50168,6961,6956,6966,0.0,0.0,0.0,0.0,100.0,12,5995,0.0,0.0,2024-07-02 12:42:56,0.0,0.0,False,False,未工作
50169,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,9,5995,0.0,0.0,2024-07-02 12:43:58,0.0,0.0,False,False,未工作
50170,6962,6956,6967,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 12:44:58,0.0,0.0,False,False,未工作
50171,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 12:45:58,0.0,0.0,False,False,未工作
50172,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 12:46:58,0.0,0.0,False,False,未工作
50173,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,6,5995,0.0,0.0,2024-07-02 12:47:58,0.0,0.0,False,False,未工作
50174,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,10,5996,0.0,0.0,2024-07-02 12:48:58,0.0,0.0,False,False,未工作
50175,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,7,5996,0.0,0.0,2024-07-02 12:49:58,0.0,0.0,False,False,未工作
50176,6963,6957,6968,0.0,0.0,0.0,0.0,100.0,8,5997,0.0,0.0,2024-07-02 12:50:57,0.0,0.0,False,False,未工作
50177,6962,6956,6967,0.0,0.0,0.0,0.0,100.0,10,5996,0.0,0.0,2024-07-02 12:51:57,0.0,0.0,False,False,未工作
50178,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 12:52:57,0.0,0.0,False,False,未工作
50179,6964,6958,6970,0.0,0.0,0.0,0.0,100.0,15,5995,0.0,0.0,2024-07-02 12:53:59,0.0,0.0,False,False,未工作
50180,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 12:54:59,0.0,0.0,False,False,未工作
50181,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 12:55:59,0.0,0.0,False,False,未工作
50182,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 12:56:59,0.0,0.0,False,False,未工作
50183,6964,6958,6969,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 12:57:58,0.0,0.0,False,False,未工作
50184,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,14,5997,0.0,0.0,2024-07-02 13:00:00,0.0,0.0,False,False,未工作
50185,6963,6958,6969,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 13:01:00,0.0,0.0,False,False,未工作
50186,6963,6958,6969,0.0,0.0,0.0,0.0,100.0,9,5996,0.0,0.0,2024-07-02 13:02:00,0.0,0.0,False,False,未工作
50187,6964,6958,6969,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 13:02:59,0.0,0.0,False,False,未工作
50188,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,14,5996,0.0,0.0,2024-07-02 13:03:59,0.0,0.0,False,False,未工作
50189,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 13:04:59,0.0,0.0,False,False,未工作
50190,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,13,5995,0.0,0.0,2024-07-02 13:06:01,0.0,0.0,False,False,未工作
50191,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 13:07:00,0.0,0.0,False,False,未工作
50192,6963,6958,6968,0.0,0.0,0.0,0.0,100.0,6,5996,0.0,0.0,2024-07-02 13:08:00,0.0,0.0,False,False,未工作
50193,6963,6959,6967,0.0,0.0,0.0,0.0,100.0,0,5996,0.0,0.0,2024-07-02 13:09:02,0.0,0.0,False,False,未工作
50194,6963,6958,6967,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 13:10:02,0.0,0.0,False,False,未工作
50195,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,12,5995,0.0,0.0,2024-07-02 13:11:02,0.0,0.0,False,False,未工作
50196,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 13:12:02,0.0,0.0,False,False,未工作
50197,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,2,5995,0.0,0.0,2024-07-02 13:13:01,0.0,0.0,False,False,未工作
50198,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,11,5994,0.0,0.0,2024-07-02 13:14:03,0.0,0.0,False,False,未工作
50199,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,4,5995,0.0,0.0,2024-07-02 13:15:03,0.0,0.0,False,False,未工作
50200,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,5,5995,0.0,0.0,2024-07-02 13:16:03,0.0,0.0,False,False,未工作
50201,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 13:17:02,0.0,0.0,False,False,未工作
50202,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,10,5997,0.0,0.0,2024-07-02 13:18:02,0.0,0.0,False,False,未工作
50203,6963,6958,6968,0.0,0.0,0.0,0.0,100.0,3,5997,0.0,0.0,2024-07-02 13:19:02,0.0,0.0,False,False,未工作
50204,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 13:20:03,0.0,0.0,False,False,未工作
50205,6963,6957,6968,0.0,0.0,0.0,0.0,100.0,8,5996,0.0,0.0,2024-07-02 13:21:02,0.0,0.0,False,False,未工作
50206,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,5,5997,0.0,0.0,2024-07-02 13:22:03,0.0,0.0,False,False,未工作
50207,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,13,5995,0.0,0.0,2024-07-02 13:23:02,0.0,0.0,False,False,未工作
50208,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,7,5996,0.0,0.0,2024-07-02 13:24:02,0.0,0.0,False,False,未工作
50209,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 13:25:02,0.0,0.0,False,False,未工作
50210,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,12,5997,0.0,0.0,2024-07-02 13:26:02,0.0,0.0,False,False,未工作
50211,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 13:27:02,0.0,0.0,False,False,未工作
50212,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,4,5997,0.0,0.0,2024-07-02 13:28:04,0.0,0.0,False,False,未工作
50213,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 13:29:04,0.0,0.0,False,False,未工作
50214,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,4,5997,0.0,0.0,2024-07-02 13:30:04,0.0,0.0,False,False,未工作
50215,6961,6956,6966,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 13:31:06,0.0,0.0,False,False,未工作
50216,6961,6956,6966,0.0,0.0,0.0,0.0,100.0,12,5996,0.0,0.0,2024-07-02 13:32:06,0.0,0.0,False,False,未工作
50217,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 13:33:06,0.0,0.0,False,False,未工作
50218,6960,6955,6964,0.0,0.0,0.0,0.0,100.0,2,5996,0.0,0.0,2024-07-02 13:34:06,0.0,0.0,False,False,未工作
50219,6961,6956,6966,0.0,0.0,0.0,0.0,100.0,9,5995,0.0,0.0,2024-07-02 13:35:06,0.0,0.0,False,False,未工作
50220,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,14,5995,0.0,0.0,2024-07-02 13:36:06,0.0,0.0,False,False,未工作
50221,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 13:37:06,0.0,0.0,False,False,未工作
50222,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 13:38:05,0.0,0.0,False,False,未工作
50223,6963,6958,6968,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 13:39:05,0.0,0.0,False,False,未工作
50224,6963,6957,6969,0.0,0.0,0.0,0.0,100.0,13,5997,0.0,0.0,2024-07-02 13:40:05,0.0,0.0,False,False,未工作
50225,6963,6957,6968,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 13:41:07,0.0,0.0,False,False,未工作
50226,6963,6957,6968,0.0,0.0,0.0,0.0,100.0,12,5997,0.0,0.0,2024-07-02 13:42:07,0.0,0.0,False,False,未工作
50227,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,13,5997,0.0,0.0,2024-07-02 13:43:07,0.0,0.0,False,False,未工作
50228,6961,6956,6967,0.0,0.0,0.0,0.0,100.0,9,5995,0.0,0.0,2024-07-02 13:44:07,0.0,0.0,False,False,未工作
50229,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 13:45:06,0.0,0.0,False,False,未工作
50230,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,3,5995,0.0,0.0,2024-07-02 13:46:06,0.0,0.0,False,False,未工作
50231,6963,6958,6968,0.0,0.0,0.0,0.0,100.0,3,5997,0.0,0.0,2024-07-02 13:47:08,0.0,0.0,False,False,未工作
50232,6962,6957,6968,0.0,0.0,0.0,0.0,100.0,4,5996,0.0,0.0,2024-07-02 13:48:08,0.0,0.0,False,False,未工作
50233,6963,6958,6968,0.0,0.0,0.0,0.0,100.0,10,5997,0.0,0.0,2024-07-02 13:49:08,0.0,0.0,False,False,未工作
50234,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,11,5996,0.0,0.0,2024-07-02 13:50:07,0.0,0.0,False,False,未工作
50235,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,3,5996,0.0,0.0,2024-07-02 13:51:07,0.0,0.0,False,False,未工作
50236,6961,6957,6966,0.0,0.0,0.0,0.0,100.0,10,5995,0.0,0.0,2024-07-02 13:52:09,0.0,0.0,False,False,未工作
50237,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,11,5995,0.0,0.0,2024-07-02 13:53:09,0.0,0.0,False,False,未工作
50238,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,5,5996,0.0,0.0,2024-07-02 13:54:09,0.0,0.0,False,False,未工作
50239,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,2,5997,0.0,0.0,2024-07-02 13:55:08,0.0,0.0,False,False,未工作
50240,6962,6958,6966,0.0,0.0,0.0,0.0,100.0,7,5995,0.0,0.0,2024-07-02 13:56:10,0.0,0.0,False,False,未工作
50241,6961,6958,6965,0.0,0.0,0.0,0.0,100.0,0,5997,0.0,0.0,2024-07-02 13:57:10,0.0,0.0,False,False,未工作
50242,6962,6957,6967,0.0,0.0,0.0,0.0,100.0,6,5996,0.0,0.0,2024-07-02 13:58:10,0.0,0.0,False,False,未工作
50243,6963,6958,6967,0.0,0.0,0.0,0.0,100.0,4,5993,0.0,0.0,2024-07-02 14:00:09,0.0,0.0,False,False,未工作
50244,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,8,5993,0.0,0.0,2024-07-02 14:01:09,0.0,0.0,False,False,未工作
50245,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,3,5993,0.0,0.0,2024-07-02 14:02:09,0.0,0.0,False,False,未工作
50246,6962,6958,6967,0.0,0.0,0.0,0.0,100.0,5,5992,0.0,0.0,2024-07-02 14:03:09,0.0,0.0,False,False,未工作
50247,6962,6957,6966,0.0,0.0,0.0,0.0,100.0,3,5994,0.0,0.0,2024-07-02 14:04:09,0.0,0.0,False,False,未工作
50248,6961,6957,6965,0.0,0.0,0.0,0.0,100.0,6,5993,0.0,0.0,2024-07-02 14:05:09,0.0,0.0,False,False,未工作
