index,13-2-11_v,13-2-10_v,13-2-13_v,13-2-12_v,13-2-6_v,13-2-5_v,13-2-4_v,13-2-3_v,13-2-2_v,13-2-1_v,13-2-0_v,13-2-9_v,13-2-8_v,csvTime,13-2-7_v
41272,15,5993,0.0,3033,8,5,8.0,9,6964,6956,6948,94,8.0,2024-06-25 01:38:40,2
41273,15,5995,0.0,3079,8,5,8.0,9,6967,6960,6952,94,8.0,2024-06-25 01:39:40,2
41274,17,6001,0.0,1488,11,10,12.0,14,6970,6962,6954,95,12.0,2024-06-25 01:40:41,3
41275,14,6000,0.0,3400,7,4,7.0,8,6966,6958,6950,93,8.0,2024-06-25 01:41:42,2
41276,8,6002,0.0,1235,15,16,18.0,19,6967,6959,6952,96,15.0,2024-06-25 01:42:42,4
41277,15,6012,0.0,3526,7,1,7.0,8,6967,6959,6951,92,7.0,2024-06-25 01:43:42,2
41278,15,5993,0.0,1424,11,11,13.0,14,6967,6959,6951,96,12.0,2024-06-25 01:44:43,3
41279,17,5995,0.0,1846,10,8,11.0,12,6964,6957,6949,95,11.0,2024-06-25 01:45:43,3
41280,9,5997,0.0,1276,14,14,16.0,18,6966,6959,6951,96,14.0,2024-06-25 01:46:44,4
41281,7,6009,0.0,1124,16,17,19.0,21,6968,6960,6953,96,17.0,2024-06-25 01:47:44,4
41282,17,5999,0.0,1076,14,14,16.0,17,6967,6959,6951,96,14.0,2024-06-25 01:48:44,3
41283,10,5997,0.0,2604,9,6,9.0,10,6966,6958,6951,95,10.0,2024-06-25 01:49:45,2
41284,13,6000,0.0,2790,8,5,8.0,9,6965,6957,6949,94,9.0,2024-06-25 01:50:45,2
41285,17,6003,0.0,1039,15,16,18.0,19,6967,6959,6951,96,16.0,2024-06-25 01:51:45,4
41286,17,5999,0.0,2973,8,6,8.0,10,6965,6957,6950,95,9.0,2024-06-25 01:52:46,2
41287,11,5998,0.0,1572,11,9,11.0,13,6967,6959,6951,96,12.0,2024-06-25 01:53:47,3
41288,17,5991,0.0,2906,8,5,8.0,9,6967,6959,6951,95,9.0,2024-06-25 01:54:47,2
41289,14,6006,0.0,1742,12,11,13.0,15,6965,6957,6949,96,12.0,2024-06-25 01:55:48,3
41290,18,6006,0.0,1103,15,15,17.0,18,6967,6959,6951,96,15.0,2024-06-25 01:56:48,4
41291,15,6003,0.0,1250,12,12,14.0,15,6967,6959,6950,96,13.0,2024-06-25 01:57:49,3
41292,18,6000,0.0,2432,10,6,9.0,10,6966,6959,6951,95,10.0,2024-06-25 01:58:49,2
156098,6,6006,0.0,2757,9,6,8.0,10,6966,6959,6953,95,9.0,2024-06-25 02:00:50,2
156099,12,6006,0.0,1317,11,11,13.0,14,6969,6961,6953,96,12.0,2024-06-25 02:01:51,3
156102,6,6008,0.0,2068,10,7,10.0,11,6967,6960,6952,95,11.0,2024-06-25 02:02:51,3
156104,14,6001,0.0,2589,9,6,9.0,10,6967,6959,6952,95,9.0,2024-06-25 02:03:51,2
156106,11,6002,0.0,2667,9,6,9.0,10,6967,6959,6951,95,10.0,2024-06-25 02:04:51,2
156108,14,6003,0.0,2279,10,7,10.0,11,6966,6958,6950,95,10.0,2024-06-25 02:05:52,3
156110,17,6007,0.0,10000,6,0,6.0,7,6969,6961,6952,100,7.0,2024-06-25 02:06:52,2
156116,16,6013,0.0,2913,8,5,8.0,9,6968,6960,6952,94,9.0,2024-06-25 02:07:53,2
156117,8,5996,0.0,909,17,17,20.0,21,6967,6959,6950,96,17.0,2024-06-25 02:08:53,4
156121,10,6001,0.0,2509,9,6,9.0,10,6965,6957,6950,95,10.0,2024-06-25 02:09:54,2
156126,17,5997,0.0,1446,13,12,15.0,16,6965,6957,6949,96,14.0,2024-06-25 02:10:54,3
156128,15,5999,0.0,2288,10,7,9.0,10,6965,6958,6950,95,10.0,2024-06-25 02:11:55,2
156129,9,6001,0.0,2293,10,8,10.0,11,6965,6957,6949,95,10.0,2024-06-25 02:12:55,3
156130,17,5997,0.0,3096,8,5,8.0,9,6968,6960,6952,94,8.0,2024-06-25 02:13:55,2
156131,12,6002,0.0,2545,9,7,9.0,10,6967,6959,6951,95,10.0,2024-06-25 02:14:56,3
156132,7,6001,0.0,1102,13,13,14.0,16,6968,6960,6953,96,13.0,2024-06-25 02:15:56,3
156135,15,6002,0.0,2588,9,6,9.0,10,6966,6958,6950,95,10.0,2024-06-25 02:16:57,3
156138,10,6001,0.0,998,15,16,18.0,20,6966,6958,6950,96,16.0,2024-06-25 02:17:57,4
156139,17,6002,0.0,2522,9,6,9.0,10,6966,6958,6949,95,9.0,2024-06-25 02:18:57,2
156140,8,6001,0.0,10000,6,0,6.0,7,6967,6959,6951,100,7.0,2024-06-25 02:19:58,2
156144,13,6006,0.0,2407,9,7,9.0,11,6966,6958,6950,96,10.0,2024-06-25 02:20:59,3
156145,16,5988,0.0,2812,8,5,8.0,9,6968,6960,6952,95,9.0,2024-06-25 02:21:59,2
156146,10,5997,0.0,2786,8,6,8.0,10,6966,6958,6950,94,9.0,2024-06-25 02:22:59,2
156147,15,6004,0.0,2759,9,6,8.0,10,6967,6959,6951,95,9.0,2024-06-25 02:24:00,2
156148,17,5996,0.0,2647,9,6,9.0,10,6964,6956,6948,95,10.0,2024-06-25 02:25:00,2
156154,9,5994,0.0,2822,9,6,9.0,10,6966,6958,6950,95,9.0,2024-06-25 02:26:00,2
156156,16,6003,0.0,3294,7,4,7.0,8,6966,6958,6949,93,8.0,2024-06-25 02:27:01,2
156157,10,6008,0.0,1790,11,9,11.0,12,6966,6958,6949,96,11.0,2024-06-25 02:28:02,3
156162,18,6010,0.0,2320,10,7,9.0,11,6967,6959,6950,95,10.0,2024-06-25 02:29:02,3
156173,6,5998,0.0,1717,11,9,11.0,12,6966,6959,6951,96,11.0,2024-06-25 02:30:02,3
156179,12,6004,0.0,3418,7,4,7.0,8,6967,6959,6951,93,8.0,2024-06-25 02:31:03,2
156180,18,5999,0.0,2342,10,8,10.0,11,6967,6958,6950,96,10.0,2024-06-25 02:32:03,3
156181,19,5997,0.0,3533,7,4,7.0,8,6966,6958,6949,93,7.0,2024-06-25 02:33:03,2
156182,11,5993,0.0,1863,10,9,11.0,12,6967,6959,6951,95,11.0,2024-06-25 02:34:04,3
156183,13,5996,0.0,2957,8,5,8.0,9,6965,6957,6949,94,9.0,2024-06-25 02:35:04,2
156184,17,6008,0.0,2989,8,5,8.0,9,6967,6959,6951,94,9.0,2024-06-25 02:36:05,2
156185,17,5999,0.0,2286,10,7,10.0,11,6964,6957,6949,95,10.0,2024-06-25 02:37:05,3
156186,19,6002,0.0,1420,12,12,14.0,15,6965,6957,6948,95,12.0,2024-06-25 02:38:06,3
156187,8,6001,0.0,3132,8,5,8.0,9,6966,6959,6951,94,8.0,2024-06-25 02:39:06,2
156188,17,5991,0.0,2461,9,7,9.0,10,6967,6959,6951,95,10.0,2024-06-25 02:40:06,3
156189,18,6007,0.0,1722,11,9,11.0,13,6965,6957,6949,95,11.0,2024-06-25 02:41:07,3
156190,12,5996,0.0,2866,8,5,8.0,9,6966,6958,6950,94,9.0,2024-06-25 02:42:07,2
156191,16,6004,0.0,2039,11,9,12.0,13,6968,6960,6953,96,11.0,2024-06-25 02:43:08,3
156193,11,6000,0.0,2407,9,7,9.0,10,6966,6958,6951,95,10.0,2024-06-25 02:44:08,3
156194,12,6010,0.0,3014,8,5,8.0,9,6966,6958,6950,94,9.0,2024-06-25 02:45:09,2
156195,12,6006,0.0,1353,13,13,15.0,16,6965,6958,6951,96,13.0,2024-06-25 02:46:09,3
156196,8,6003,0.0,2369,10,7,10.0,11,6965,6958,6950,96,10.0,2024-06-25 02:47:10,3
156204,10,6003,0.0,1475,13,13,15.0,17,6964,6956,6948,96,14.0,2024-06-25 02:48:10,4
156205,10,6006,0.0,2938,8,5,8.0,9,6967,6960,6953,95,9.0,2024-06-25 02:49:10,2
156206,18,6000,0.0,2480,9,6,9.0,10,6968,6960,6952,95,9.0,2024-06-25 02:50:11,2
156207,8,6005,0.0,2730,9,6,8.0,10,6968,6960,6953,95,9.0,2024-06-25 02:51:11,2
156209,10,5994,0.0,2563,9,7,9.0,11,6964,6957,6949,95,10.0,2024-06-25 02:52:12,3
156211,15,6005,0.0,1931,11,9,11.0,12,6967,6959,6951,96,11.0,2024-06-25 02:53:12,3
156212,16,5999,0.0,3071,8,5,8.0,9,6966,6958,6950,94,8.0,2024-06-25 02:54:12,2
156213,16,6003,0.0,2613,9,6,9.0,10,6966,6958,6950,95,10.0,2024-06-25 02:55:13,3
156214,11,5994,0.0,2810,9,6,8.0,10,6966,6959,6951,95,9.0,2024-06-25 02:56:13,2
156215,8,6004,0.0,2871,9,6,8.0,10,6966,6958,6950,95,9.0,2024-06-25 02:57:14,2
156227,7,6003,0.0,2483,9,7,9.0,10,6968,6960,6953,95,10.0,2024-06-25 02:58:14,2
41293,8,6001,0.0,1004,13,13,15.0,16,6968,6960,6953,96,14.0,2024-06-25 03:00:15,3
41294,13,5998,0.0,2463,9,7,9.0,11,6964,6956,6948,96,10.0,2024-06-25 03:01:16,3
41295,13,6007,0.0,1289,14,14,17.0,18,6966,6959,6951,96,15.0,2024-06-25 03:02:16,4
41296,8,6008,0.0,2860,9,6,8.0,10,6967,6960,6952,95,9.0,2024-06-25 03:03:17,2
41297,18,5996,0.0,3260,7,5,7.0,9,6967,6959,6951,95,8.0,2024-06-25 03:04:17,2
41298,15,6003,0.0,2825,9,6,8.0,10,6964,6956,6948,95,9.0,2024-06-25 03:05:18,2
41299,11,5990,0.0,1601,12,11,13.0,14,6967,6959,6952,95,12.0,2024-06-25 03:06:18,3
41300,7,5997,0.0,2465,9,7,9.0,10,6966,6958,6951,95,10.0,2024-06-25 03:07:18,2
41301,8,6006,0.0,3160,8,5,7.0,9,6966,6958,6950,94,8.0,2024-06-25 03:08:19,2
41302,14,5991,0.0,2422,9,7,9.0,11,6966,6958,6951,96,10.0,2024-06-25 03:09:19,3
41303,11,5991,0.0,2040,10,8,10.0,11,6965,6957,6949,95,10.0,2024-06-25 03:10:19,3
41304,7,6000,0.0,2393,9,6,9.0,10,6966,6958,6950,95,10.0,2024-06-25 03:11:20,2
41305,17,5999,0.0,1694,11,9,11.0,12,6966,6958,6950,96,11.0,2024-06-25 03:12:21,3
41306,16,6000,0.0,2187,10,8,10.0,12,6967,6959,6951,95,11.0,2024-06-25 03:13:21,3
41307,8,5999,0.0,1324,12,12,14.0,16,6967,6959,6951,96,13.0,2024-06-25 03:14:21,3
41308,15,5997,0.0,2815,9,6,8.0,10,6965,6958,6950,95,9.0,2024-06-25 03:15:21,2
41309,9,6003,0.0,1839,11,9,11.0,12,6967,6960,6952,96,11.0,2024-06-25 03:16:22,3
41310,12,6002,0.0,2498,9,6,9.0,10,6968,6961,6953,95,10.0,2024-06-25 03:17:22,2
41311,13,6002,0.0,1981,10,8,10.0,12,6969,6961,6953,96,11.0,2024-06-25 03:18:22,3
41312,9,6009,0.0,3230,8,5,7.0,9,6966,6958,6951,93,8.0,2024-06-25 03:19:23,2
41313,6,5998,0.0,3383,7,4,7.0,8,6965,6958,6951,93,8.0,2024-06-25 03:20:23,2
41314,16,6002,0.0,2637,9,6,9.0,10,6967,6959,6951,95,10.0,2024-06-25 03:21:24,2
41315,16,6010,0.0,3394,7,2,7.0,8,6967,6959,6950,91,8.0,2024-06-25 03:22:24,2
41316,15,6004,0.0,2513,9,7,9.0,11,6969,6961,6953,95,10.0,2024-06-25 03:23:24,2
41317,15,6005,0.0,2496,9,6,9.0,10,6966,6958,6950,95,10.0,2024-06-25 03:24:25,2
41318,18,6006,0.0,2166,10,7,10.0,11,6967,6959,6951,95,11.0,2024-06-25 03:25:25,3
41319,13,5998,0.0,2059,11,9,11.0,13,6968,6960,6952,96,11.0,2024-06-25 03:26:26,3
41320,17,6002,0.0,2020,10,8,10.0,11,6966,6958,6950,96,11.0,2024-06-25 03:27:26,3
41321,9,5997,0.0,1629,11,9,11.0,12,6966,6958,6950,96,11.0,2024-06-25 03:28:27,3
41322,16,6006,0.0,2602,9,6,9.0,10,6965,6958,6950,95,10.0,2024-06-25 03:29:27,2
41323,9,5994,0.0,2505,9,7,9.0,10,6966,6959,6951,95,10.0,2024-06-25 03:30:28,3
41324,12,6003,0.0,10000,6,0,6.0,7,6967,6959,6951,100,7.0,2024-06-25 03:31:28,2
41325,16,6003,0.0,1086,14,14,16.0,17,6966,6958,6950,96,14.0,2024-06-25 03:32:29,4
41326,8,6007,0.0,10000,7,0,7.0,8,6968,6960,6953,92,7.0,2024-06-25 03:33:30,2
41327,9,5999,0.0,1336,11,10,12.0,13,6970,6962,6954,96,12.0,2024-06-25 03:34:30,3
41328,15,6002,0.0,1135,13,13,15.0,16,6966,6959,6951,96,14.0,2024-06-25 03:35:30,3
41329,14,6002,0.0,1897,11,9,11.0,12,6968,6960,6952,95,11.0,2024-06-25 03:36:31,3
41330,13,6006,0.0,1293,13,13,15.0,16,6965,6958,6950,96,13.0,2024-06-25 03:37:31,3
41331,10,5999,0.0,2753,9,6,8.0,10,6966,6958,6951,95,9.0,2024-06-25 03:38:31,2
41332,10,6002,0.0,1968,11,9,12.0,13,6966,6959,6951,96,11.0,2024-06-25 03:39:32,3
41333,11,6005,0.0,2978,8,4,7.0,8,6966,6959,6951,93,8.0,2024-06-25 03:40:32,2
41334,17,6001,0.0,2478,9,7,9.0,11,6967,6959,6951,96,10.0,2024-06-25 03:41:32,2
41335,17,6003,0.0,1067,13,14,15.0,17,6968,6960,6952,96,14.0,2024-06-25 03:42:33,3
41336,8,5999,0.0,1913,10,9,11.0,12,6965,6957,6949,95,11.0,2024-06-25 03:43:33,3
41337,18,6002,0.0,1531,12,10,12.0,13,6967,6959,6951,96,12.0,2024-06-25 03:44:34,3
41338,9,6001,0.0,3066,8,5,8.0,9,6967,6960,6952,94,8.0,2024-06-25 03:45:34,2
41339,10,6000,0.0,2983,8,5,8.0,9,6965,6957,6950,95,9.0,2024-06-25 03:46:34,2
41340,11,6003,0.0,2403,9,7,9.0,10,6966,6958,6950,95,10.0,2024-06-25 03:47:34,2
41341,6,6006,0.0,2475,9,6,9.0,10,6967,6959,6952,95,10.0,2024-06-25 03:48:35,2
41342,17,6009,0.0,2745,8,5,8.0,9,6967,6959,6951,94,9.0,2024-06-25 03:49:35,2
41343,17,6000,0.0,1908,11,10,12.0,14,6967,6960,6952,95,12.0,2024-06-25 03:50:36,3
41344,8,6001,0.0,3290,7,5,7.0,8,6968,6960,6952,93,8.0,2024-06-25 03:51:36,2
41345,16,6002,0.0,2333,10,7,9.0,10,6966,6958,6951,95,10.0,2024-06-25 03:52:37,2
41346,17,6001,0.0,2720,9,6,8.0,10,6969,6961,6953,94,9.0,2024-06-25 03:53:37,2
41347,18,6005,0.0,2978,8,5,8.0,9,6967,6959,6951,95,9.0,2024-06-25 03:54:38,2
41348,13,6004,0.0,3246,7,5,7.0,8,6967,6960,6952,94,8.0,2024-06-25 03:55:38,2
41349,8,6009,0.0,1294,13,13,14.0,16,6968,6960,6953,96,13.0,2024-06-25 03:56:38,3
41350,12,6004,0.0,1479,13,13,15.0,17,6967,6960,6952,96,14.0,2024-06-25 03:57:39,3
41351,17,5994,0.0,2328,10,8,10.0,11,6968,6960,6952,95,10.0,2024-06-25 03:58:39,3
41352,17,6005,0.0,3195,8,5,7.0,9,6970,6961,6953,94,8.0,2024-06-25 04:00:40,2
41353,8,6007,0.0,698,18,19,21.0,22,6965,6958,6950,96,18.0,2024-06-25 04:01:40,4
41354,8,6002,0.0,1219,14,14,16.0,18,6967,6959,6951,96,14.0,2024-06-25 04:02:41,4
41355,9,6005,0.0,2466,10,7,10.0,11,6966,6959,6951,96,10.0,2024-06-25 04:03:41,3
41356,7,6000,0.0,2780,9,6,8.0,10,6966,6958,6951,95,9.0,2024-06-25 04:04:42,2
41357,11,6005,0.0,2335,9,7,9.0,10,6966,6958,6950,95,10.0,2024-06-25 04:05:43,2
41358,12,6008,0.0,2390,9,6,9.0,10,6966,6959,6952,95,10.0,2024-06-25 04:06:43,2
41359,16,5996,0.0,2859,9,6,8.0,10,6967,6960,6953,95,9.0,2024-06-25 04:07:43,2
41360,15,6001,0.0,2916,8,5,8.0,9,6968,6960,6952,95,9.0,2024-06-25 04:08:44,2
41361,16,6007,0.0,2869,8,5,8.0,9,6967,6960,6952,94,9.0,2024-06-25 04:09:45,2
41362,12,6005,0.0,2479,10,6,9.0,10,6968,6960,6952,95,10.0,2024-06-25 04:10:45,2
41363,17,6005,0.0,1843,11,10,12.0,13,6968,6960,6952,96,12.0,2024-06-25 04:11:46,3
41364,8,6004,0.0,1359,13,11,13.0,14,6966,6959,6951,96,13.0,2024-06-25 04:12:46,3
41365,8,6006,0.0,2628,9,6,9.0,10,6967,6960,6952,95,10.0,2024-06-25 04:13:46,2
41366,11,5999,0.0,1055,15,16,18.0,19,6967,6960,6952,96,15.0,2024-06-25 04:14:47,4
41367,15,5993,0.0,2196,10,8,10.0,11,6967,6959,6951,96,10.0,2024-06-25 04:15:47,3
41368,9,5997,0.0,3016,8,5,8.0,9,6967,6959,6951,95,9.0,2024-06-25 04:16:48,2
41369,15,6000,0.0,2496,9,6,9.0,10,6967,6959,6951,95,10.0,2024-06-25 04:17:48,3
41370,18,6004,0.0,1922,11,9,11.0,13,6967,6959,6952,96,12.0,2024-06-25 04:18:49,3
41371,17,6010,0.0,2177,9,6,9.0,10,6968,6960,6952,95,10.0,2024-06-25 04:19:49,2
41372,9,6003,0.0,3552,7,1,7.0,8,6967,6960,6952,93,7.0,2024-06-25 04:20:49,2
41373,8,6003,0.0,2276,10,7,9.0,11,6966,6959,6951,95,10.0,2024-06-25 04:21:49,2
41374,10,6002,0.0,1500,11,10,12.0,14,6968,6960,6952,95,12.0,2024-06-25 04:22:50,3
41375,7,6004,0.0,2723,9,6,8.0,10,6966,6959,6952,94,9.0,2024-06-25 04:23:50,2
41376,17,6007,0.0,1530,11,10,12.0,14,6968,6960,6952,96,12.0,2024-06-25 04:24:51,3
41377,11,6008,0.0,2509,9,7,9.0,11,6967,6959,6951,95,10.0,2024-06-25 04:25:51,2
41378,17,6011,0.0,2102,11,8,10.0,11,6968,6960,6952,95,11.0,2024-06-25 04:26:52,3
41379,11,6001,0.0,3128,7,5,8.0,9,6968,6959,6951,94,8.0,2024-06-25 04:27:52,2
41380,8,6003,0.0,2416,9,7,9.0,10,6966,6958,6950,95,10.0,2024-06-25 04:28:52,2
41381,7,6002,0.0,3048,8,5,8.0,9,6966,6958,6951,94,8.0,2024-06-25 04:29:53,2
41382,18,6008,0.0,2725,8,5,8.0,9,6970,6962,6953,93,8.0,2024-06-25 04:30:53,3
41383,16,6008,0.0,2547,9,6,9.0,10,6966,6958,6950,95,10.0,2024-06-25 04:31:53,2
41384,18,6012,0.0,1947,10,8,10.0,12,6967,6959,6951,96,11.0,2024-06-25 04:32:54,3
41385,13,6008,0.0,2986,8,5,8.0,9,6968,6960,6952,95,9.0,2024-06-25 04:33:54,2
41386,9,6005,0.0,3041,8,5,8.0,9,6966,6958,6950,93,9.0,2024-06-25 04:34:55,2
41387,17,6005,0.0,2494,9,6,9.0,11,6967,6959,6951,95,10.0,2024-06-25 04:35:55,2
41388,16,6009,0.0,2752,8,6,8.0,9,6967,6959,6951,94,8.0,2024-06-25 04:36:55,2
41389,14,6002,0.0,2644,9,6,9.0,10,6967,6959,6951,95,10.0,2024-06-25 04:37:56,2
41390,6,6010,0.0,1782,11,9,11.0,12,6966,6959,6951,96,11.0,2024-06-25 04:38:56,3
41391,15,6003,0.0,3277,7,4,7.0,8,6965,6957,6949,94,8.0,2024-06-25 04:39:57,2
41392,8,6011,0.0,10000,6,0,6.0,7,6966,6959,6951,100,7.0,2024-06-25 04:40:57,2
41393,11,6008,0.0,2611,9,6,9.0,10,6969,6961,6953,95,10.0,2024-06-25 04:41:57,2
41394,10,6012,0.0,1222,15,16,18.0,19,6967,6959,6951,96,16.0,2024-06-25 04:42:58,4
41395,13,6004,0.0,2702,9,6,8.0,10,6966,6959,6951,95,9.0,2024-06-25 04:43:58,2
41396,10,6001,0.0,2906,8,5,8.0,9,6967,6959,6952,95,9.0,2024-06-25 04:44:58,2
41397,11,6003,0.0,3002,8,5,8.0,9,6967,6959,6951,95,9.0,2024-06-25 04:45:59,2
41398,18,5995,0.0,1525,12,12,15.0,16,6966,6958,6949,95,13.0,2024-06-25 04:46:59,3
41399,9,6003,0.0,2601,9,7,9.0,11,6967,6959,6951,95,10.0,2024-06-25 04:47:59,2
41400,13,6006,0.0,1398,14,14,16.0,18,6970,6962,6953,96,15.0,2024-06-25 04:48:59,4
41401,14,6000,0.0,1812,11,9,11.0,12,6967,6959,6951,95,11.0,2024-06-25 04:50:00,3
41402,14,6005,0.0,737,18,19,21.0,22,6967,6959,6950,96,18.0,2024-06-25 04:51:00,4
41403,8,5996,0.0,2020,10,8,10.0,12,6968,6961,6953,96,11.0,2024-06-25 04:52:01,3
41404,9,5998,0.0,2354,9,6,8.0,9,6967,6960,6952,94,9.0,2024-06-25 04:53:01,2
41405,9,6004,0.0,2132,10,8,10.0,12,6966,6959,6951,95,11.0,2024-06-25 04:54:02,3
41406,10,5997,0.0,2007,10,8,11.0,12,6967,6960,6952,96,11.0,2024-06-25 04:55:02,3
41407,8,5997,0.0,2283,9,7,9.0,10,6969,6961,6954,95,10.0,2024-06-25 04:56:02,2
41408,11,5999,0.0,1941,10,8,10.0,12,6967,6959,6952,96,11.0,2024-06-25 04:57:03,3
41409,13,6009,0.0,2782,9,6,8.0,10,6968,6960,6952,95,9.0,2024-06-25 04:58:03,2
41410,8,6008,0.0,2119,11,9,11.0,13,6967,6959,6952,96,11.0,2024-06-25 05:00:04,3
41411,12,6008,0.0,1570,11,10,12.0,13,6966,6958,6950,96,12.0,2024-06-25 05:01:04,3
41412,16,6008,0.0,1648,12,12,14.0,15,6969,6960,6952,95,12.0,2024-06-25 05:02:04,3
41413,12,6005,0.0,1164,13,14,16.0,17,6968,6961,6954,96,14.0,2024-06-25 05:03:05,3
41414,10,6002,0.0,2198,10,8,10.0,12,6965,6958,6951,95,11.0,2024-06-25 05:04:05,3
41415,19,6004,0.0,10000,7,2,7.0,8,6969,6961,6953,93,7.0,2024-06-25 05:05:05,2
41416,16,6008,0.0,1770,11,9,11.0,13,6969,6961,6953,96,11.0,2024-06-25 05:06:06,3
41417,17,6011,0.0,2895,8,5,8.0,9,6968,6960,6952,94,8.0,2024-06-25 05:07:06,2
41418,14,6001,0.0,2825,9,6,8.0,10,6968,6960,6952,95,9.0,2024-06-25 05:08:07,2
41419,9,6008,0.0,2583,9,7,9.0,11,6968,6961,6953,95,10.0,2024-06-25 05:09:07,2
41420,18,6003,0.0,2213,9,6,9.0,10,6966,6958,6950,95,10.0,2024-06-25 05:10:08,2
41421,8,6008,0.0,2508,9,6,9.0,10,6968,6960,6952,95,10.0,2024-06-25 05:11:08,2
41422,18,6010,0.0,1771,11,10,12.0,14,6967,6959,6950,96,12.0,2024-06-25 05:12:08,3
41423,11,6006,0.0,3039,8,5,8.0,9,6967,6959,6951,95,9.0,2024-06-25 05:13:09,2
41424,8,6010,0.0,993,12,12,14.0,15,6966,6958,6951,96,13.0,2024-06-25 05:14:09,3
41425,11,6006,0.0,2614,9,6,9.0,10,6965,6957,6949,96,10.0,2024-06-25 05:15:10,3
41426,15,6004,0.0,1636,11,10,12.0,13,6968,6959,6951,96,12.0,2024-06-25 05:16:10,3
41427,13,6012,0.0,1310,15,16,18.0,20,6968,6960,6952,96,15.0,2024-06-25 05:17:10,4
41428,9,6010,0.0,1242,13,12,14.0,15,6967,6959,6952,96,13.0,2024-06-25 05:18:10,3
41429,8,6012,0.0,2590,9,6,9.0,10,6970,6962,6954,95,10.0,2024-06-25 05:19:11,2
41430,17,6007,0.0,1579,11,10,12.0,14,6969,6961,6953,96,12.0,2024-06-25 05:20:12,3
41431,16,6012,0.0,2515,9,6,9.0,10,6968,6959,6951,95,10.0,2024-06-25 05:21:12,2
41432,8,6003,0.0,2753,9,6,9.0,10,6968,6960,6952,95,9.0,2024-06-25 05:22:12,2
41433,8,6007,0.0,2550,9,6,9.0,10,6966,6959,6951,95,10.0,2024-06-25 05:23:13,2
41434,8,6011,0.0,2715,9,6,8.0,10,6968,6960,6952,95,9.0,2024-06-25 05:24:13,2
41435,9,6006,0.0,2853,8,5,8.0,9,6968,6960,6953,94,9.0,2024-06-25 05:25:13,2
41436,10,6009,0.0,2760,9,6,8.0,9,6965,6958,6950,95,9.0,2024-06-25 05:26:13,2
41437,16,6002,0.0,2068,10,8,11.0,12,6967,6958,6950,96,11.0,2024-06-25 05:27:14,3
41438,9,5998,0.0,2962,8,5,8.0,9,6967,6959,6952,94,9.0,2024-06-25 05:28:14,2
41439,11,6002,0.0,2913,8,5,8.0,9,6966,6958,6949,95,9.0,2024-06-25 05:29:14,2
41440,15,6013,0.0,2172,10,8,10.0,11,6967,6959,6951,96,10.0,2024-06-25 05:30:15,3
41441,18,6000,0.0,2448,9,7,9.0,11,6965,6956,6948,95,10.0,2024-06-25 05:31:15,3
41442,13,6006,0.0,2739,9,6,8.0,10,6966,6958,6950,95,9.0,2024-06-25 05:32:15,2
41443,15,6000,0.0,1348,12,12,14.0,15,6968,6960,6952,96,13.0,2024-06-25 05:33:16,3
41444,16,6008,0.0,2069,10,8,10.0,11,6966,6959,6951,96,11.0,2024-06-25 05:34:16,3
41445,13,6001,0.0,1940,11,9,11.0,12,6968,6959,6951,95,11.0,2024-06-25 05:35:16,3
41446,10,6001,0.0,2951,8,5,8.0,9,6964,6956,6948,94,9.0,2024-06-25 05:36:17,2
41447,15,6001,0.0,2681,9,6,9.0,10,6968,6960,6953,95,10.0,2024-06-25 05:37:17,2
41448,17,6004,0.0,2284,10,8,10.0,12,6967,6959,6951,96,11.0,2024-06-25 05:38:17,3
41449,16,6010,0.0,2857,8,5,8.0,9,6966,6958,6951,95,9.0,2024-06-25 05:39:18,2
41450,17,6003,0.0,2800,8,6,8.0,9,6965,6957,6950,95,9.0,2024-06-25 05:40:18,2
41451,8,6003,0.0,1279,14,14,16.0,17,6967,6959,6951,96,14.0,2024-06-25 05:41:19,4
41452,7,6002,0.0,2507,9,6,9.0,10,6966,6958,6951,95,10.0,2024-06-25 05:42:19,2
41453,16,6002,0.0,1413,12,12,14.0,15,6967,6959,6951,96,13.0,2024-06-25 05:43:20,3
41454,10,6003,0.0,3359,7,5,7.0,8,6968,6960,6952,93,8.0,2024-06-25 05:44:20,2
41455,15,5998,0.0,2514,9,6,9.0,10,6965,6958,6951,95,10.0,2024-06-25 05:45:21,2
41456,17,6001,0.0,3025,8,5,8.0,9,6967,6959,6951,94,9.0,2024-06-25 05:46:21,2
41457,14,6014,0.0,1136,13,14,16.0,17,6970,6962,6955,96,14.0,2024-06-25 05:47:22,4
41458,15,6001,0.0,2596,9,6,8.0,10,6966,6959,6951,95,9.0,2024-06-25 05:48:22,2
41459,16,6004,0.0,2574,9,6,9.0,10,6965,6958,6950,95,10.0,2024-06-25 05:49:23,2
41460,12,6004,0.0,1660,11,10,12.0,13,6967,6959,6951,95,12.0,2024-06-25 05:50:23,3
41461,15,6003,0.0,2038,10,8,10.0,12,6967,6959,6951,96,11.0,2024-06-25 05:51:23,3
41462,8,6009,0.0,2485,9,6,9.0,10,6967,6959,6952,95,10.0,2024-06-25 05:52:24,2
41463,9,6007,0.0,2773,9,5,8.0,9,6966,6958,6950,95,9.0,2024-06-25 05:53:24,2
41464,7,6004,0.0,3033,8,5,8.0,9,6965,6958,6950,94,8.0,2024-06-25 05:54:25,2
41465,17,6000,0.0,2966,7,5,7.0,8,6967,6959,6951,94,8.0,2024-06-25 05:55:25,2
