,P3_22,P3_21,P3_20,P3_19,csvTime
1854,21,22,950,915,2024-05-18 06:54:02
1855,21,22,845,990,2024-05-18 06:55:02
1856,21,22,1015,1000,2024-05-18 06:56:02
1857,21,23,1038,1054,2024-05-18 06:57:02
1858,21,22,838,980,2024-05-18 06:58:02
1859,21,22,806,839,2024-05-18 06:59:02
1860,21,22,715,779,2024-05-18 08:00:02
1861,23,22,975,1005,2024-05-18 08:01:02
1862,21,22,923,890,2024-05-18 08:02:02
1863,21,22,1055,850,2024-05-18 08:03:02
1864,21,22,840,891,2024-05-18 08:04:02
1865,25,32,1176,1356,2024-05-18 08:05:02
1866,21,22,1124,1031,2024-05-18 08:06:02
1867,21,22,753,584,2024-05-18 08:07:02
1868,21,22,964,969,2024-05-18 08:08:02
1869,31,32,487,594,2024-05-18 08:09:02
1870,21,22,735,710,2024-05-18 08:10:02
1871,22,22,940,889,2024-05-18 08:11:02
1872,22,24,780,809,2024-05-18 08:12:02
1873,21,22,944,939,2024-05-18 08:13:02
1874,21,22,1024,1048,2024-05-18 08:14:02
1875,23,23,858,850,2024-05-18 08:15:02
1876,21,22,1096,1155,2024-05-18 08:16:02
1877,22,22,903,955,2024-05-18 08:17:02
1878,21,22,853,821,2024-05-18 08:18:02
1879,21,22,1061,1020,2024-05-18 08:19:02
1880,22,22,915,810,2024-05-18 08:20:02
1881,21,22,1080,1149,2024-05-18 08:21:02
1882,21,22,730,646,2024-05-18 08:22:02
1883,21,22,770,794,2024-05-18 08:23:02
1884,24,24,560,559,2024-05-18 08:24:02
1885,23,24,595,545,2024-05-18 08:25:02
1886,24,23,549,552,2024-05-18 08:26:02
1887,26,27,510,504,2024-05-18 08:27:02
1888,26,27,507,504,2024-05-18 08:28:02
1889,21,22,955,936,2024-05-18 08:29:02
1890,25,28,835,853,2024-05-18 08:30:02
1891,21,22,948,940,2024-05-18 08:31:02
1892,21,22,925,935,2024-05-18 08:32:02
1893,1,0,905,909,2024-05-18 08:33:02
1894,20,17,1095,695,2024-05-18 08:34:02
1895,22,24,895,925,2024-05-18 08:35:02
1896,21,22,855,1003,2024-05-18 08:36:02
1897,25,26,960,956,2024-05-18 08:37:02
1898,21,22,890,889,2024-05-18 08:38:02
1899,21,22,739,781,2024-05-18 08:39:02
1900,26,26,850,846,2024-05-18 08:40:02
1901,21,22,1058,1035,2024-05-18 08:41:02
1902,21,22,903,975,2024-05-18 08:42:02
1903,21,24,1139,1135,2024-05-18 08:43:02
1904,21,22,780,765,2024-05-18 08:44:02
1905,21,22,995,975,2024-05-18 08:45:02
1906,24,22,965,905,2024-05-18 08:46:02
1907,21,22,1008,939,2024-05-18 08:47:02
1908,22,24,1010,998,2024-05-18 08:48:02
1909,37,38,1413,1416,2024-05-18 08:49:02
1910,20,22,876,790,2024-05-18 08:50:02
1911,21,22,960,935,2024-05-18 08:51:02
1912,21,22,935,948,2024-05-18 08:52:02
1913,34,35,420,417,2024-05-18 08:53:02
1914,23,23,923,920,2024-05-18 08:54:02
1915,22,24,878,921,2024-05-18 08:55:02
1916,21,22,791,768,2024-05-18 08:56:02
1917,21,22,940,966,2024-05-18 08:57:02
1918,21,22,941,938,2024-05-18 08:58:02
1919,21,22,933,926,2024-05-18 08:59:02
1920,21,22,926,871,2024-05-18 09:00:02
1921,21,22,945,943,2024-05-18 09:01:02
1922,21,22,955,941,2024-05-18 09:02:02
1923,21,22,923,919,2024-05-18 09:03:02
1924,21,22,961,950,2024-05-18 09:04:02
1925,21,22,928,903,2024-05-18 09:05:02
1926,18,18,894,898,2024-05-18 09:06:02
1927,9,18,895,898,2024-05-18 09:07:02
1928,1,0,895,898,2024-05-18 09:08:02
1929,6,7,895,898,2024-05-18 09:09:02
1930,1,0,895,898,2024-05-18 09:10:02
1931,1,0,895,900,2024-05-18 09:11:02
1932,15,16,895,900,2024-05-18 09:12:02
1933,1,0,896,898,2024-05-18 09:13:02
1934,1,0,895,898,2024-05-18 09:14:02
1935,1,0,896,898,2024-05-18 09:15:02
1936,1,0,896,898,2024-05-18 09:16:02
1937,18,19,895,898,2024-05-18 09:17:02
1938,22,22,-6,-4,2024-05-18 09:18:02
1939,17,17,-58,-69,2024-05-18 09:19:02
1940,16,17,-81,-30,2024-05-18 09:20:02
1941,30,31,895,898,2024-05-18 09:21:02
1942,2,0,895,898,2024-05-18 09:22:02
1943,1,0,896,898,2024-05-18 09:23:02
1944,22,22,-186,-96,2024-05-18 09:24:02
1945,22,19,166,148,2024-05-18 09:25:02
1946,13,14,178,187,2024-05-18 09:26:02
1947,13,14,88,120,2024-05-18 09:27:02
1948,7,8,337,342,2024-05-18 09:28:02
1949,7,8,337,342,2024-05-18 09:29:02
1950,7,8,337,342,2024-05-18 09:30:02
1951,7,8,337,342,2024-05-18 09:31:02
1952,14,15,337,342,2024-05-18 09:32:02
1953,14,15,-58,-32,2024-05-18 09:33:02
1954,14,15,-177,-153,2024-05-18 09:34:02
1955,14,15,223,276,2024-05-18 09:35:02
1956,14,15,287,296,2024-05-18 09:36:02
1957,6,6,66,80,2024-05-18 09:37:02
1958,5,6,30,3,2024-05-18 09:38:02
1959,6,7,131,208,2024-05-18 09:39:02
1960,6,6,302,311,2024-05-18 09:40:02
1961,6,6,327,342,2024-05-18 09:41:02
1962,1,0,13,-4,2024-05-18 09:42:02
1963,19,43,899,900,2024-05-18 09:43:02
1964,1,0,899,898,2024-05-18 09:44:02
1965,1,0,899,898,2024-05-18 09:45:02
1966,1,0,899,900,2024-05-18 09:46:02
1967,1,0,899,898,2024-05-18 09:47:02
1968,1,0,899,898,2024-05-18 09:48:02
1969,1,0,899,895,2024-05-18 09:49:02
1970,1,0,899,895,2024-05-18 09:50:02
1971,1,0,899,898,2024-05-18 09:51:02
1972,1,0,899,898,2024-05-18 09:52:02
1973,1,0,899,898,2024-05-18 09:53:02
1974,1,0,899,898,2024-05-18 09:54:02
1975,1,0,894,898,2024-05-18 09:55:02
1976,1,0,895,898,2024-05-18 09:56:02
1977,14,14,2,0,2024-05-18 09:57:02
1978,11,11,-100,-746,2024-05-18 09:58:02
1979,27,28,-906,-909,2024-05-18 09:59:02
1980,12,13,91,73,2024-05-18 11:00:02
1981,12,13,156,168,2024-05-18 11:01:02
1982,18,19,79,60,2024-05-18 11:02:02
1983,18,18,-118,-180,2024-05-18 11:03:02
1984,18,18,-128,-160,2024-05-18 11:04:02
1985,12,13,113,118,2024-05-18 11:05:02
1986,30,31,-1603,-1593,2024-05-18 11:06:02
1987,30,25,-1760,1193,2024-05-18 11:07:02
1988,15,16,1586,1598,2024-05-18 11:08:02
1989,11,12,-1800,1795,2024-05-18 11:09:02
1990,1,0,900,901,2024-05-18 11:10:02
1991,1,0,900,901,2024-05-18 11:11:02
1992,1,0,900,900,2024-05-18 11:12:02
1993,38,39,895,898,2024-05-18 11:13:02
1994,6,0,895,898,2024-05-18 11:14:02
1995,22,24,895,898,2024-05-18 11:15:02
1996,26,27,265,2,2024-05-18 11:16:02
1997,1,0,330,898,2024-05-18 11:17:02
1998,1,0,895,898,2024-05-18 11:18:02
1999,1,0,895,898,2024-05-18 11:19:02
2000,6,22,895,898,2024-05-18 11:20:02
2001,1,0,895,895,2024-05-18 11:21:02
2002,1,0,895,898,2024-05-18 11:22:02
2003,1,0,896,898,2024-05-18 11:23:02
2004,1,0,895,900,2024-05-18 11:24:02
2005,2,0,895,898,2024-05-18 11:25:02
2006,1,0,895,898,2024-05-18 11:26:02
2007,1,0,895,898,2024-05-18 11:27:02
2008,18,19,895,898,2024-05-18 11:28:02
2009,1,0,896,898,2024-05-18 11:29:02
2010,1,0,895,898,2024-05-18 11:30:02
2011,1,0,895,898,2024-05-18 11:31:02
2012,1,0,895,895,2024-05-18 11:32:02
2013,1,0,895,898,2024-05-18 11:33:02
2014,1,0,895,900,2024-05-18 11:34:02
2015,1,0,895,898,2024-05-18 11:35:02
2016,17,17,5,0,2024-05-18 11:36:02
2017,20,20,1,-2,2024-05-18 11:37:02
2018,17,17,2,-2,2024-05-18 11:38:02
2019,1,0,894,898,2024-05-18 11:39:02
2020,1,0,895,900,2024-05-18 11:40:02
2021,15,0,895,898,2024-05-18 11:41:02
2022,1,0,895,898,2024-05-18 11:42:02
2023,1,0,895,898,2024-05-18 11:43:02
2024,14,17,6,0,2024-05-18 11:44:02
2025,20,21,2,-2,2024-05-18 11:45:02
2026,1,0,894,900,2024-05-18 11:46:02
2027,1,0,895,898,2024-05-18 11:47:02
2028,1,0,895,898,2024-05-18 11:48:02
2029,1,0,895,898,2024-05-18 11:49:02
2030,1,0,895,898,2024-05-18 11:50:02
2031,1,0,895,898,2024-05-18 11:51:02
2032,1,0,895,898,2024-05-18 11:52:02
2033,1,0,895,895,2024-05-18 11:53:02
2034,1,0,895,898,2024-05-18 11:54:02
2035,1,0,895,898,2024-05-18 11:55:02
2036,1,0,895,898,2024-05-18 11:56:02
2037,20,20,2,0,2024-05-18 11:57:02
2038,29,29,2,2,2024-05-18 11:58:02
2039,29,29,2,-2,2024-05-18 11:59:02
2040,1,0,644,898,2024-05-18 14:00:02
2041,6,7,6,0,2024-05-18 14:01:02
2042,1,0,0,-2,2024-05-18 14:02:02
2043,22,23,3,0,2024-05-18 14:03:02
2044,22,23,2,0,2024-05-18 14:04:02
2045,1,0,2,-2,2024-05-18 14:05:02
2046,14,14,1795,1798,2024-05-18 14:06:02
2047,1,0,1795,1798,2024-05-18 14:07:02
2048,1,0,1795,1800,2024-05-18 14:08:02
2049,1,0,1795,1800,2024-05-18 14:09:02
2050,1,0,1795,1798,2024-05-18 14:10:01
2051,1,0,1796,1795,2024-05-18 14:11:02
2052,1,0,900,898,2024-05-18 14:12:02
2053,1,0,900,898,2024-05-18 14:13:02
2054,1,0,900,898,2024-05-18 14:14:02
2055,1,0,900,898,2024-05-18 14:15:02
2056,28,28,-280,-283,2024-05-18 14:16:02
2057,1,0,895,900,2024-05-18 14:17:02
2058,1,0,895,898,2024-05-18 14:18:01
2059,1,0,895,898,2024-05-18 14:19:02
2060,25,29,2,2,2024-05-18 14:20:02
2061,29,30,2,2,2024-05-18 14:21:02
2062,46,46,894,898,2024-05-18 14:22:02
2063,30,31,45,81,2024-05-18 14:23:02
2064,1,0,1131,900,2024-05-18 14:24:02
2065,25,4,994,1788,2024-05-18 14:25:02
2066,1,0,904,901,2024-05-18 14:26:01
2067,24,24,904,900,2024-05-18 14:27:02
2068,30,0,900,898,2024-05-18 14:28:02
2069,1,4,900,898,2024-05-18 14:29:02
2070,16,17,900,900,2024-05-18 14:30:02
2071,1,0,900,898,2024-05-18 14:31:02
2072,1,0,898,898,2024-05-18 14:32:02
2073,1,0,898,898,2024-05-18 14:33:02
2074,1,0,898,895,2024-05-18 14:34:02
2075,1,0,899,898,2024-05-18 14:35:02
2076,1,0,898,898,2024-05-18 14:36:02
2077,1,0,899,900,2024-05-18 14:37:02
2078,22,23,2,-2,2024-05-18 14:38:02
2079,26,26,167,171,2024-05-18 14:39:02
2080,32,16,820,-37,2024-05-18 14:40:02
2081,20,20,2,0,2024-05-18 14:41:02
2082,21,21,2,0,2024-05-18 14:42:01
2083,27,27,-2,0,2024-05-18 14:43:02
2084,42,0,1795,1798,2024-05-18 14:44:02
2085,6,0,901,898,2024-05-18 14:45:02
2086,1,0,898,895,2024-05-18 14:46:02
2087,1,0,898,898,2024-05-18 14:47:02
2088,1,0,898,898,2024-05-18 14:48:02
2089,1,0,898,895,2024-05-18 14:49:02
2090,11,0,895,898,2024-05-18 14:50:02
2091,1,0,895,898,2024-05-18 14:51:02
2092,1,3,895,898,2024-05-18 14:52:02
2093,1,0,896,898,2024-05-18 14:53:02
2094,1,0,895,898,2024-05-18 14:54:02
2095,1,0,895,898,2024-05-18 14:55:02
2096,1,0,895,898,2024-05-18 14:56:02
2097,1,0,895,898,2024-05-18 14:57:02
2098,5,6,896,900,2024-05-18 14:58:02
2099,1,0,895,898,2024-05-18 14:59:02
2100,7,20,550,2,2024-05-18 15:00:01
2101,28,28,2,0,2024-05-18 15:01:02
2102,19,20,46,88,2024-05-18 15:02:02
2103,15,15,8,0,2024-05-18 15:03:02
2104,1,0,895,900,2024-05-18 15:04:02
2105,16,17,895,898,2024-05-18 15:05:02
2106,1,0,895,898,2024-05-18 15:06:02
2107,13,31,1275,1795,2024-05-18 15:07:02
2108,1,0,905,901,2024-05-18 15:08:02
2109,1,0,904,901,2024-05-18 15:09:02
2110,1,0,904,901,2024-05-18 15:10:02
2111,1,0,904,901,2024-05-18 15:11:02
2112,1,0,904,901,2024-05-18 15:12:02
2113,1,0,904,901,2024-05-18 15:13:02
2114,1,0,905,900,2024-05-18 15:14:02
2115,1,0,905,901,2024-05-18 15:15:02
2116,1,0,905,901,2024-05-18 15:16:01
2117,1,0,904,901,2024-05-18 15:17:02
2118,1,0,905,901,2024-05-18 15:18:02
2119,1,0,903,900,2024-05-18 15:19:02
2120,1,0,903,901,2024-05-18 15:20:02
2121,1,0,903,898,2024-05-18 15:21:02
2122,1,0,900,898,2024-05-18 15:22:02
2123,1,0,900,898,2024-05-18 15:23:02
2124,1,0,900,898,2024-05-18 15:24:02
2125,24,25,2,0,2024-05-18 15:25:02
2126,10,13,70,2,2024-05-18 15:26:02
2127,9,10,-30,-53,2024-05-18 15:27:02
2128,9,10,-27,-30,2024-05-18 15:28:02
2129,5,6,18,22,2024-05-18 15:29:02
2130,8,9,221,242,2024-05-18 15:30:02
2131,8,9,317,315,2024-05-18 15:31:02
2132,19,22,868,898,2024-05-18 15:32:02
2133,26,27,895,898,2024-05-18 15:33:02
2134,30,31,2,2,2024-05-18 15:34:01
2135,1,0,894,900,2024-05-18 15:35:02
2136,9,12,205,0,2024-05-18 15:36:02
2137,1,0,885,898,2024-05-18 15:37:02
2138,20,21,-914,-909,2024-05-18 15:38:02
2139,21,22,37,898,2024-05-18 15:39:02
2140,2,0,895,900,2024-05-18 15:40:02
2141,16,17,895,898,2024-05-18 15:41:02
2142,29,30,2,0,2024-05-18 15:42:02
2143,1,0,895,898,2024-05-18 15:43:02
2144,1,0,-98,-4,2024-05-18 15:44:02
2145,15,19,895,898,2024-05-18 15:45:02
2146,1,0,895,898,2024-05-18 15:46:02
2147,1,0,895,898,2024-05-18 15:47:02
2148,54,54,1396,1388,2024-05-18 15:48:02
2149,18,19,1223,1218,2024-05-18 15:49:02
2150,35,29,-920,1791,2024-05-18 15:50:02
2151,36,36,-1646,-1535,2024-05-18 15:51:02
2152,35,36,-1746,1795,2024-05-18 15:52:02
2153,41,42,1798,1795,2024-05-18 15:53:02
2154,35,39,83,0,2024-05-18 15:54:02
2155,1,0,894,898,2024-05-18 15:55:02
2156,1,0,895,900,2024-05-18 15:56:02
2157,17,14,-175,-213,2024-05-18 15:57:02
2158,14,15,-65,-71,2024-05-18 15:58:02
2159,10,11,-32,-1,2024-05-18 15:59:02
2160,10,11,-35,-35,2024-05-18 16:00:02
2161,10,11,-50,-30,2024-05-18 16:01:02
2162,10,11,-60,-63,2024-05-18 16:02:02
2163,7,8,-98,-91,2024-05-18 16:03:02
2164,4,5,-141,-245,2024-05-18 16:04:01
2165,3,4,-83,-115,2024-05-18 16:05:02
2166,4,4,-83,-50,2024-05-18 16:06:02
2167,6,6,1793,1798,2024-05-18 16:07:02
2168,23,24,1795,1800,2024-05-18 16:08:02
2169,13,14,1796,1798,2024-05-18 16:09:02
2170,14,14,1665,1558,2024-05-18 16:10:01
2171,14,14,1443,1441,2024-05-18 16:11:02
2172,14,14,1443,1441,2024-05-18 16:12:01
2173,14,14,1793,1795,2024-05-18 16:13:02
2174,1,0,905,901,2024-05-18 16:14:02
2175,1,0,904,900,2024-05-18 16:15:02
2176,36,37,2,0,2024-05-18 16:16:02
2177,1,0,895,898,2024-05-18 16:17:02
2178,1,0,895,898,2024-05-18 16:18:02
2179,1,0,895,898,2024-05-18 16:19:01
2180,1,0,895,900,2024-05-18 16:20:01
2181,1,0,895,900,2024-05-18 16:21:02
2182,1,0,895,900,2024-05-18 16:22:02
2183,1,0,895,898,2024-05-18 16:23:02
2184,1,0,918,901,2024-05-18 16:24:02
2185,1,0,896,898,2024-05-18 16:25:02
2186,6,17,2,0,2024-05-18 16:26:02
2187,1,0,2,0,2024-05-18 16:27:02
2188,1,0,2,0,2024-05-18 16:28:02
2189,1,0,2,0,2024-05-18 16:29:02
2190,19,20,2,0,2024-05-18 16:30:02
2191,1,0,3,0,2024-05-18 16:31:02
2192,1,0,2,0,2024-05-18 16:32:02
2193,1,0,3,-2,2024-05-18 16:33:02
2194,1,0,3,2,2024-05-18 16:34:02
2195,1,0,2,0,2024-05-18 16:35:02
2196,10,22,247,898,2024-05-18 16:36:02
2197,1,0,895,898,2024-05-18 16:37:02
2198,1,0,895,898,2024-05-18 16:38:02
2199,1,0,896,900,2024-05-18 16:39:02
2200,1,0,4,2,2024-05-18 16:40:02
2201,38,38,3,0,2024-05-18 16:41:02
2202,38,39,2,0,2024-05-18 16:42:02
2203,44,45,2,-2,2024-05-18 16:43:02
2204,1,0,265,1800,2024-05-18 16:44:02
2205,55,55,1798,1800,2024-05-18 16:45:01
2206,1,0,905,906,2024-05-18 16:46:02
2207,1,0,905,909,2024-05-18 16:47:02
2208,1,0,905,909,2024-05-18 16:48:02
2209,1,0,905,909,2024-05-18 16:49:02
2210,1,0,2,-2,2024-05-18 16:50:02
2211,1,0,1,-2,2024-05-18 16:51:01
2212,1,0,905,906,2024-05-18 16:52:02
2213,1,0,905,909,2024-05-18 16:53:01
2214,9,0,905,909,2024-05-18 16:54:02
2215,1,0,905,906,2024-05-18 16:55:02
2216,14,15,335,342,2024-05-18 16:56:02
2217,14,15,282,282,2024-05-18 16:57:02
2218,14,15,-120,-113,2024-05-18 16:58:02
2219,14,15,-340,-344,2024-05-18 16:59:02
2220,14,15,166,186,2024-05-18 17:00:02
2221,14,15,69,65,2024-05-18 17:01:02
2222,14,15,-131,-115,2024-05-18 17:02:02
2223,14,15,27,40,2024-05-18 17:03:01
2224,11,12,65,898,2024-05-18 17:04:02
2225,1,0,895,898,2024-05-18 17:05:02
2226,1,0,210,0,2024-05-18 17:06:02
2227,1,0,3,0,2024-05-18 17:07:02
2228,1,0,2,0,2024-05-18 17:08:01
2229,1,0,2,-2,2024-05-18 17:09:02
2230,1,0,2,-2,2024-05-18 17:10:02
2231,1,0,2,0,2024-05-18 17:11:02
2232,1,0,2,0,2024-05-18 17:12:02
2233,1,0,2,0,2024-05-18 17:13:02
2234,1,0,2,-2,2024-05-18 17:14:02
2235,1,0,2,0,2024-05-18 17:15:02
2236,1,0,0,0,2024-05-18 17:16:02
2237,1,0,1,0,2024-05-18 17:17:02
2238,1,0,0,0,2024-05-18 17:18:02
2239,1,0,0,0,2024-05-18 17:19:01
2240,1,0,0,0,2024-05-18 17:20:02
2241,1,0,1,0,2024-05-18 17:21:02
2242,1,0,1,0,2024-05-18 17:22:02
2243,1,0,0,0,2024-05-18 17:23:02
2244,1,0,0,0,2024-05-18 17:24:02
2245,39,39,885,898,2024-05-18 17:25:01
2246,1,0,895,898,2024-05-18 17:26:02
2247,1,0,895,898,2024-05-18 17:27:02
2248,13,14,53,61,2024-05-18 17:28:02
2249,13,14,111,123,2024-05-18 17:29:02
2250,13,14,-25,-30,2024-05-18 17:30:02
2251,10,11,-35,-24,2024-05-18 17:31:02
2252,10,11,167,185,2024-05-18 17:32:02
2253,6,7,201,215,2024-05-18 17:33:02
2254,6,7,116,128,2024-05-18 17:34:02
2255,6,7,-60,-96,2024-05-18 17:35:02
2256,6,7,-13,-68,2024-05-18 17:36:02
2257,6,7,151,167,2024-05-18 17:37:02
2258,6,7,177,148,2024-05-18 17:38:02
2259,6,7,70,30,2024-05-18 17:39:02
2260,6,7,4,-8,2024-05-18 17:40:01
2261,6,7,35,32,2024-05-18 17:41:02
2262,6,7,197,153,2024-05-18 17:42:01
2263,6,7,337,342,2024-05-18 17:43:02
2264,6,7,236,257,2024-05-18 17:44:02
2265,6,7,-16,-53,2024-05-18 17:45:02
2266,6,7,-131,-153,2024-05-18 17:46:02
2267,6,7,-50,-11,2024-05-18 17:47:02
2268,6,7,187,220,2024-05-18 17:48:02
2269,6,7,324,350,2024-05-18 17:49:02
2270,6,7,220,207,2024-05-18 17:50:02
2271,6,7,-8,-60,2024-05-18 17:51:01
2272,6,7,-232,-215,2024-05-18 17:52:02
2273,6,7,-91,-51,2024-05-18 17:53:02
2274,6,7,285,287,2024-05-18 17:54:01
2275,6,7,342,342,2024-05-18 17:55:02
2276,6,7,322,298,2024-05-18 17:56:02
2277,6,7,68,60,2024-05-18 17:57:02
2278,6,7,-133,-125,2024-05-18 17:58:02
2279,6,7,-75,-60,2024-05-18 17:59:02
2280,6,7,163,180,2024-05-18 18:00:01
2281,6,7,339,342,2024-05-18 18:01:02
2282,6,7,332,327,2024-05-18 18:02:02
2283,6,7,75,74,2024-05-18 18:03:02
2284,6,7,-131,-151,2024-05-18 18:04:02
2285,6,7,-156,-187,2024-05-18 18:05:02
2286,6,7,25,20,2024-05-18 18:06:02
2287,6,7,221,212,2024-05-18 18:07:02
2288,6,7,232,228,2024-05-18 18:08:02
2289,6,7,64,78,2024-05-18 18:09:02
2290,6,7,-83,-75,2024-05-18 18:10:02
2291,6,7,-158,-167,2024-05-18 18:11:02
2292,6,7,4,15,2024-05-18 18:12:02
2293,6,7,162,167,2024-05-18 18:13:01
2294,6,7,261,282,2024-05-18 18:14:02
2295,6,7,130,106,2024-05-18 18:15:02
2296,6,7,-123,-148,2024-05-18 18:16:02
2297,6,7,-133,-106,2024-05-18 18:17:02
2298,6,7,60,108,2024-05-18 18:18:02
2299,6,7,211,218,2024-05-18 18:19:02
2300,6,7,312,301,2024-05-18 18:20:02
2301,6,7,11,-39,2024-05-18 18:21:02
2302,1,0,-2,0,2024-05-18 18:22:02
2303,1,0,-2,0,2024-05-18 18:23:02
2304,1,0,-2,0,2024-05-18 18:24:02
2305,1,0,-2,0,2024-05-18 18:25:02
2306,1,0,-2,0,2024-05-18 18:26:02
2307,1,0,-2,0,2024-05-18 18:27:01
2308,1,0,-2,0,2024-05-18 18:28:01
2309,1,0,-2,-2,2024-05-18 18:29:02
2310,1,0,-2,0,2024-05-18 18:30:01
2311,12,12,1795,1795,2024-05-18 18:31:02
2312,1,0,1796,1795,2024-05-18 18:32:02
2313,1,0,1796,1800,2024-05-18 18:33:01
2314,1,0,1796,1798,2024-05-18 18:34:02
2315,1,0,1796,1798,2024-05-18 18:35:02
2316,1,0,1796,1795,2024-05-18 18:36:01
2317,1,0,1795,1795,2024-05-18 18:37:02
2318,1,0,1796,1800,2024-05-18 18:38:02
2319,1,0,1796,1798,2024-05-18 18:39:02
2320,1,0,1796,1798,2024-05-18 18:40:02
2321,1,0,1796,1798,2024-05-18 18:41:02
2322,1,0,1796,1795,2024-05-18 18:42:02
2323,1,0,1796,1795,2024-05-18 18:43:02
2324,1,0,900,898,2024-05-18 18:44:01
2325,1,0,901,900,2024-05-18 18:45:02
2326,1,0,901,900,2024-05-18 18:46:01
2327,1,0,900,898,2024-05-18 18:47:01
2328,1,0,900,898,2024-05-18 18:48:02
2329,1,0,900,898,2024-05-18 18:49:01
2330,1,0,900,900,2024-05-18 18:50:02
2331,1,0,900,900,2024-05-18 18:51:02
2332,1,0,901,900,2024-05-18 18:52:02
2333,1,0,900,898,2024-05-18 18:53:02
2334,1,0,901,898,2024-05-18 18:54:02
2335,1,0,900,900,2024-05-18 18:55:02
2336,1,0,901,900,2024-05-18 18:56:02
2337,1,0,900,900,2024-05-18 18:57:02
2338,1,0,901,900,2024-05-18 18:58:01
2339,1,0,901,898,2024-05-18 18:59:01
2340,1,0,900,900,2024-05-18 19:00:02
2341,1,0,901,900,2024-05-18 19:01:02
2342,1,0,901,900,2024-05-18 19:02:02
2343,1,0,900,900,2024-05-18 19:03:02
2344,1,0,900,898,2024-05-18 19:04:02
2345,1,0,900,898,2024-05-18 19:05:02
2346,1,0,900,900,2024-05-18 19:06:01
2347,1,0,900,898,2024-05-18 19:07:01
2348,1,0,900,900,2024-05-18 19:08:02
2349,1,0,900,900,2024-05-18 19:09:02
2350,1,0,901,900,2024-05-18 19:10:02
2351,1,0,900,900,2024-05-18 19:11:02
2352,1,0,900,900,2024-05-18 19:12:02
2353,1,0,900,900,2024-05-18 19:13:02
2354,1,0,901,900,2024-05-18 19:14:02
2355,1,0,900,900,2024-05-18 19:15:02
2356,1,0,900,900,2024-05-18 19:16:02
2357,1,0,900,900,2024-05-18 19:17:01
2358,1,0,900,900,2024-05-18 19:18:02
2359,1,0,900,900,2024-05-18 19:19:02
2360,1,0,900,900,2024-05-18 19:20:02
2361,45,46,895,898,2024-05-18 19:21:02
2362,18,23,-45,-111,2024-05-18 19:22:02
2363,8,6,-96,-91,2024-05-18 19:23:02
2364,6,6,202,207,2024-05-18 19:24:02
2365,5,6,188,192,2024-05-18 19:25:02
2366,5,6,-27,-55,2024-05-18 19:26:02
2367,5,6,-186,-188,2024-05-18 19:27:01
2368,5,6,-222,-212,2024-05-18 19:28:02
2369,5,6,-53,-37,2024-05-18 19:29:02
2370,5,6,173,162,2024-05-18 19:30:02
2371,35,36,1793,1798,2024-05-18 19:31:02
2372,14,15,1378,1376,2024-05-18 19:32:02
2373,1,0,900,900,2024-05-18 19:33:01
2374,1,0,900,900,2024-05-18 19:34:02
2375,1,0,900,900,2024-05-18 19:35:02
2376,1,0,900,900,2024-05-18 19:36:01
2377,1,0,900,900,2024-05-18 19:37:02
2378,1,0,900,900,2024-05-18 19:38:02
2379,1,0,901,900,2024-05-18 19:39:02
2380,1,0,901,900,2024-05-18 19:40:02
2381,1,0,900,900,2024-05-18 19:41:02
2382,1,0,900,900,2024-05-18 19:42:02
2383,1,0,900,900,2024-05-18 19:43:02
2384,1,0,901,901,2024-05-18 19:44:02
2385,1,0,901,900,2024-05-18 19:45:02
2386,1,0,901,900,2024-05-18 19:46:02
2387,1,0,900,900,2024-05-18 19:47:02
2388,1,0,900,900,2024-05-18 19:48:01
2389,1,0,900,901,2024-05-18 19:49:02
2390,1,0,900,900,2024-05-18 19:50:02
2391,1,0,900,900,2024-05-18 19:51:01
2392,1,0,901,900,2024-05-18 19:52:02
2393,1,0,900,900,2024-05-18 19:53:02
2394,1,0,900,900,2024-05-18 19:54:02
2395,1,0,900,900,2024-05-18 19:55:02
2396,1,0,901,900,2024-05-18 19:56:01
2397,1,0,900,898,2024-05-18 19:57:01
2398,1,0,901,900,2024-05-18 19:58:02
2399,1,0,900,900,2024-05-18 19:59:02
2400,1,0,900,901,2024-05-18 21:00:01
2401,1,0,900,900,2024-05-18 21:01:02
2402,1,0,901,900,2024-05-18 21:02:02
2403,1,0,900,900,2024-05-18 21:03:02
2404,1,0,900,900,2024-05-18 21:04:02
2405,1,0,900,898,2024-05-18 21:05:02
2406,1,0,900,900,2024-05-18 21:06:02
2407,1,0,901,900,2024-05-18 21:07:02
2408,1,0,901,901,2024-05-18 21:08:02
2409,1,0,901,900,2024-05-18 21:09:02
2410,1,0,900,900,2024-05-18 21:10:02
2411,1,0,900,900,2024-05-18 21:11:02
2412,1,0,900,900,2024-05-18 21:12:02
2413,1,0,900,900,2024-05-18 21:13:02
2414,1,0,900,900,2024-05-18 21:14:01
2415,1,0,901,901,2024-05-18 21:15:02
2416,1,0,901,900,2024-05-18 21:16:02
2417,1,0,1398,901,2024-05-18 21:17:02
2418,1,0,905,901,2024-05-18 21:18:01
2419,1,0,905,901,2024-05-18 21:19:02
2420,1,0,905,901,2024-05-18 21:20:02
2421,1,0,904,901,2024-05-18 21:21:01
2422,1,0,904,901,2024-05-18 21:22:02
2423,1,0,905,901,2024-05-18 21:23:02
2424,1,0,904,901,2024-05-18 21:24:02
