,P1_25,csvTime,P1_24,P1_3,P1_2
2609,0,2024-05-19 02:29:01,0,97,1801
2610,0,2024-05-19 02:30:01,0,95,1801
2611,0,2024-05-19 02:31:01,0,93,1803
2612,0,2024-05-19 02:32:01,0,95,1800
2613,0,2024-05-19 02:33:01,8,91,1803
2614,0,2024-05-19 02:34:01,0,93,1801
2615,0,2024-05-19 02:35:01,0,90,1802
2616,0,2024-05-19 02:36:01,0,95,1802
2617,0,2024-05-19 02:37:00,0,94,1802
2618,0,2024-05-19 02:38:01,0,91,1803
2619,0,2024-05-19 02:39:00,0,92,1802
2620,0,2024-05-19 02:40:00,0,91,1802
2621,0,2024-05-19 02:41:01,0,90,1800
2622,0,2024-05-19 02:42:01,8,94,1802
2623,0,2024-05-19 02:43:01,8,93,1801
2624,0,2024-05-19 02:44:01,0,94,1803
2625,0,2024-05-19 02:45:01,0,92,1805
2626,0,2024-05-19 02:46:01,0,91,1802
2627,0,2024-05-19 02:47:01,0,94,1802
2628,0,2024-05-19 02:48:00,0,94,1803
2629,0,2024-05-19 02:49:01,0,92,1803
2630,0,2024-05-19 02:50:01,0,95,1802
2631,0,2024-05-19 02:51:01,0,95,1804
2632,0,2024-05-19 02:52:01,0,93,1803
2633,0,2024-05-19 02:53:01,0,92,1802
2634,0,2024-05-19 02:54:01,0,91,1802
2635,0,2024-05-19 02:55:01,0,94,1803
2636,0,2024-05-19 02:56:01,0,90,1802
2637,0,2024-05-19 02:57:00,0,95,1802
2638,0,2024-05-19 02:58:01,0,94,1803
2639,0,2024-05-19 02:59:01,0,94,1802
2640,0,2024-05-19 03:00:01,0,96,1802
2641,0,2024-05-19 03:01:00,0,103,1802
2642,0,2024-05-19 03:02:01,0,106,1803
2643,0,2024-05-19 03:03:01,0,94,1802
2644,0,2024-05-19 03:04:01,0,94,1802
2645,0,2024-05-19 03:05:00,0,93,1802
2646,0,2024-05-19 03:06:01,0,102,1802
2647,0,2024-05-19 03:07:01,0,102,1800
2648,0,2024-05-19 03:08:01,0,95,1802
2649,0,2024-05-19 03:09:01,0,114,1800
2650,0,2024-05-19 03:10:01,0,109,1802
2651,0,2024-05-19 03:11:01,0,97,1800
2652,0,2024-05-19 03:12:00,0,106,1805
2653,0,2024-05-19 03:13:01,0,101,1800
2654,0,2024-05-19 03:14:01,0,100,1801
2655,0,2024-05-19 03:15:01,0,103,1802
2656,0,2024-05-19 03:16:01,0,103,1801
2657,0,2024-05-19 03:17:01,0,105,1800
2658,0,2024-05-19 03:18:01,0,94,1803
2659,0,2024-05-19 03:19:01,0,97,1804
2660,0,2024-05-19 03:20:01,0,98,1802
2661,0,2024-05-19 03:21:00,0,96,1804
2662,0,2024-05-19 03:22:00,8,98,1802
2663,0,2024-05-19 03:23:00,0,94,1804
2664,0,2024-05-19 03:24:00,0,96,1804
2665,0,2024-05-19 03:25:01,0,96,1802
2666,0,2024-05-19 03:26:01,0,95,1800
2667,0,2024-05-19 03:27:01,0,95,1804
2668,0,2024-05-19 03:28:01,0,98,1802
2669,0,2024-05-19 03:29:01,0,97,1805
2670,0,2024-05-19 03:30:01,8,97,1805
2671,0,2024-05-19 03:31:00,0,99,1803
2672,0,2024-05-19 03:32:01,0,91,1803
2673,0,2024-05-19 03:33:01,0,100,1803
2674,0,2024-05-19 03:34:00,0,99,1802
2675,0,2024-05-19 03:35:01,0,100,1805
2676,0,2024-05-19 03:36:01,0,99,1805
2677,0,2024-05-19 03:37:00,0,95,1802
2678,0,2024-05-19 03:38:00,8,94,1805
2679,0,2024-05-19 03:39:01,0,95,1802
2680,0,2024-05-19 03:40:01,0,93,1804
2681,0,2024-05-19 03:41:01,0,96,1802
2682,0,2024-05-19 03:42:01,0,96,1803
2683,0,2024-05-19 03:43:01,0,96,1804
2684,0,2024-05-19 03:44:01,0,92,1804
2685,0,2024-05-19 03:45:01,0,91,1803
2686,0,2024-05-19 03:46:01,8,94,1800
2687,0,2024-05-19 03:47:01,0,94,1806
2688,0,2024-05-19 03:48:01,0,94,1804
2689,0,2024-05-19 03:49:01,0,95,1802
2690,0,2024-05-19 03:50:01,0,93,1802
2691,0,2024-05-19 03:51:01,0,94,1804
2692,0,2024-05-19 03:52:01,0,95,1804
2693,0,2024-05-19 03:53:01,0,95,1803
2694,0,2024-05-19 03:54:00,0,108,1803
2695,0,2024-05-19 03:55:01,0,137,1798
2696,0,2024-05-19 03:56:01,0,120,1800
2697,0,2024-05-19 03:57:01,0,104,1805
2698,0,2024-05-19 03:58:01,0,101,1802
2699,0,2024-05-19 03:59:00,0,105,1802
2700,0,2024-05-19 04:00:01,0,103,1803
2701,0,2024-05-19 04:01:01,0,103,1802
2702,0,2024-05-19 04:02:01,0,97,1805
2703,0,2024-05-19 04:03:01,0,95,1806
2704,0,2024-05-19 04:04:00,0,94,1804
2705,0,2024-05-19 04:05:01,0,96,1800
2706,0,2024-05-19 04:06:01,0,96,1803
2707,0,2024-05-19 04:07:01,8,96,1803
2708,0,2024-05-19 04:08:01,0,94,1803
2709,0,2024-05-19 04:09:01,0,98,1802
2710,0,2024-05-19 04:10:01,0,96,1804
2711,0,2024-05-19 04:11:01,0,94,1804
2712,0,2024-05-19 04:12:00,0,93,1805
2713,0,2024-05-19 04:13:00,0,96,1800
2714,0,2024-05-19 04:14:01,0,92,1806
2715,0,2024-05-19 04:15:00,8,96,1804
2716,0,2024-05-19 04:16:01,0,94,1803
2717,0,2024-05-19 04:17:01,0,97,1806
2718,0,2024-05-19 04:18:00,0,97,1803
2719,0,2024-05-19 04:19:01,0,97,1802
2720,0,2024-05-19 04:20:00,0,92,1804
2721,0,2024-05-19 04:21:01,0,93,1803
2722,0,2024-05-19 04:22:01,0,97,1802
2723,0,2024-05-19 04:23:01,0,93,1804
2724,0,2024-05-19 04:24:01,0,97,1804
2725,0,2024-05-19 04:25:01,0,93,1802
2726,0,2024-05-19 04:26:00,0,96,1807
2727,0,2024-05-19 04:27:01,0,92,1802
2728,0,2024-05-19 04:28:01,0,95,1803
2729,0,2024-05-19 04:29:01,0,96,1803
2730,0,2024-05-19 04:30:01,0,96,1804
2731,0,2024-05-19 04:31:01,0,94,1802
2732,0,2024-05-19 04:32:00,0,92,1802
2733,0,2024-05-19 04:33:01,0,94,1804
2734,0,2024-05-19 04:34:01,8,98,1803
2735,0,2024-05-19 04:35:00,0,94,1802
2736,0,2024-05-19 04:36:01,0,97,1806
2737,0,2024-05-19 04:37:01,0,95,1802
2738,0,2024-05-19 04:38:01,0,94,1803
2739,0,2024-05-19 04:39:01,0,96,1804
2740,0,2024-05-19 04:40:01,0,95,1803
2741,0,2024-05-19 04:41:01,0,90,1803
2742,0,2024-05-19 04:42:01,0,95,1800
2743,0,2024-05-19 04:43:01,0,95,1802
2744,0,2024-05-19 04:44:01,8,97,1804
2745,0,2024-05-19 04:45:01,0,97,1802
2746,0,2024-05-19 04:46:01,0,95,1806
2747,0,2024-05-19 04:47:01,0,93,1803
2748,0,2024-05-19 04:48:01,0,94,1805
2749,0,2024-05-19 04:49:01,0,93,1803
2750,0,2024-05-19 04:50:00,0,91,1803
2751,0,2024-05-19 04:51:01,0,93,1802
2752,0,2024-05-19 04:52:01,0,95,1803
2753,0,2024-05-19 04:53:01,8,92,1804
2754,0,2024-05-19 04:54:01,0,94,1803
2755,0,2024-05-19 04:55:01,0,96,1803
2756,0,2024-05-19 04:56:01,0,97,1804
2757,0,2024-05-19 04:57:01,0,97,1803
2758,0,2024-05-19 04:58:01,0,93,1806
2759,0,2024-05-19 04:59:01,0,96,1802
2760,0,2024-05-19 05:00:01,0,95,1804
2761,0,2024-05-19 05:01:01,0,95,1803
2762,0,2024-05-19 05:02:00,0,97,1800
2763,0,2024-05-19 05:03:01,0,94,1802
2764,0,2024-05-19 05:04:01,0,96,1802
2765,0,2024-05-19 05:05:01,0,93,1802
2766,0,2024-05-19 05:06:01,0,95,1803
2767,0,2024-05-19 05:07:01,0,96,1802
2768,0,2024-05-19 05:08:01,0,94,1802
2769,0,2024-05-19 05:09:02,0,96,1802
2770,0,2024-05-19 05:10:01,0,100,1804
2771,0,2024-05-19 05:11:01,8,97,1802
2772,0,2024-05-19 05:12:00,0,97,1800
2773,0,2024-05-19 05:13:01,0,100,1802
2774,0,2024-05-19 05:14:00,0,96,1802
2775,0,2024-05-19 05:15:01,0,98,1803
2776,0,2024-05-19 05:16:01,0,95,1802
2777,0,2024-05-19 05:17:00,0,98,1802
2778,0,2024-05-19 05:18:01,0,100,1801
2779,0,2024-05-19 05:19:00,0,98,1802
2780,0,2024-05-19 05:20:01,8,98,1802
2781,0,2024-05-19 05:21:01,0,97,1802
2782,0,2024-05-19 05:22:01,0,104,1800
2783,0,2024-05-19 05:23:00,0,104,1801
2784,0,2024-05-19 05:24:01,0,107,1800
2785,0,2024-05-19 05:25:01,0,102,1802
2786,0,2024-05-19 05:26:01,0,103,1802
2787,0,2024-05-19 05:27:00,0,101,1802
2788,0,2024-05-19 05:28:01,0,103,1802
2789,0,2024-05-19 05:29:01,0,99,1803
2790,0,2024-05-19 05:30:01,8,97,1802
2791,0,2024-05-19 05:31:01,0,96,1802
2792,0,2024-05-19 05:32:01,0,97,1800
2793,0,2024-05-19 05:33:00,0,98,1805
2794,0,2024-05-19 05:34:01,0,97,1802
2795,0,2024-05-19 05:35:01,0,100,1803
2796,0,2024-05-19 05:36:01,0,98,1802
2797,0,2024-05-19 05:37:00,0,98,1803
2798,0,2024-05-19 05:38:01,0,96,1801
2799,0,2024-05-19 05:39:01,0,97,1802
2800,0,2024-05-19 05:40:01,8,97,1803
2801,0,2024-05-19 05:41:01,0,96,1800
2802,0,2024-05-19 05:42:01,0,96,1800
2803,0,2024-05-19 05:43:01,0,98,1802
2804,0,2024-05-19 05:44:01,0,97,1802
2805,0,2024-05-19 05:45:00,0,96,1806
2806,0,2024-05-19 05:46:00,0,94,1802
2807,0,2024-05-19 05:47:01,0,96,1802
2808,0,2024-05-19 05:48:00,0,100,1802
2809,0,2024-05-19 05:49:01,0,95,1802
2810,0,2024-05-19 05:50:01,8,95,1802
2811,0,2024-05-19 05:51:01,0,96,1800
2812,0,2024-05-19 05:52:01,0,92,1805
2813,0,2024-05-19 05:53:01,0,96,1803
2814,0,2024-05-19 05:54:01,0,94,1805
2815,0,2024-05-19 05:55:01,0,98,1804
2816,0,2024-05-19 05:56:01,0,100,1803
2817,0,2024-05-19 05:57:01,0,95,1802
2818,0,2024-05-19 05:58:01,0,97,1802
2819,0,2024-05-19 05:59:00,0,97,1802
2820,0,2024-05-19 06:00:01,8,110,1800
2821,0,2024-05-19 06:01:01,8,113,1800
2822,0,2024-05-19 06:02:01,0,114,1799
2823,0,2024-05-19 06:03:01,0,118,1800
2824,0,2024-05-19 06:04:00,0,124,1800
2825,0,2024-05-19 06:05:01,0,123,1801
2826,0,2024-05-19 06:06:01,0,126,1798
2827,0,2024-05-19 06:07:01,0,107,1800
2828,0,2024-05-19 06:08:01,0,101,1802
2829,0,2024-05-19 06:09:01,0,103,1801
2830,0,2024-05-19 06:10:01,0,97,1804
2831,0,2024-05-19 06:11:01,8,96,1800
2832,0,2024-05-19 06:12:01,0,99,1800
2833,0,2024-05-19 06:13:01,0,103,1802
2834,0,2024-05-19 06:14:00,0,103,1802
2835,0,2024-05-19 06:15:01,0,104,1805
2836,0,2024-05-19 06:16:01,0,106,1803
2837,0,2024-05-19 06:17:00,0,114,1800
2838,0,2024-05-19 06:18:01,0,109,1802
2839,0,2024-05-19 06:19:01,0,109,1801
2840,0,2024-05-19 06:20:01,8,110,1801
2841,0,2024-05-19 06:21:01,0,108,1804
2842,0,2024-05-19 06:22:01,0,109,1801
2843,0,2024-05-19 06:23:00,0,108,1802
2844,0,2024-05-19 06:24:00,0,112,1802
2845,0,2024-05-19 06:25:01,0,110,1802
2846,0,2024-05-19 06:26:01,0,110,1802
2847,0,2024-05-19 06:27:01,0,110,1802
2848,0,2024-05-19 06:28:00,0,108,1802
2849,0,2024-05-19 06:29:01,0,109,1804
2850,0,2024-05-19 06:30:01,0,112,1802
2851,0,2024-05-19 06:31:01,0,110,1800
2852,0,2024-05-19 06:32:01,0,110,1805
2853,0,2024-05-19 06:33:00,0,112,1802
2854,0,2024-05-19 06:34:01,0,109,1802
2855,0,2024-05-19 06:35:00,0,111,1802
2856,0,2024-05-19 06:36:01,0,107,1802
2857,0,2024-05-19 06:37:01,0,110,1802
2858,0,2024-05-19 06:38:01,0,109,1804
2859,0,2024-05-19 06:39:01,0,105,1802
2860,0,2024-05-19 06:40:01,0,106,1800
2861,0,2024-05-19 06:41:01,0,107,1801
2862,0,2024-05-19 06:42:00,0,108,1801
2863,0,2024-05-19 06:43:01,0,106,1804
2864,0,2024-05-19 06:44:01,0,107,1805
2865,0,2024-05-19 06:45:01,0,96,1802
2866,0,2024-05-19 06:46:01,0,107,1802
2867,0,2024-05-19 06:47:01,0,104,1804
2868,0,2024-05-19 06:48:01,0,118,1806
2869,0,2024-05-19 06:49:01,8,196,1797
2870,0,2024-05-19 06:50:01,0,110,1805
2871,0,2024-05-19 06:51:01,8,128,1802
2872,0,2024-05-19 06:52:00,0,127,1802
2873,0,2024-05-19 06:53:00,0,142,1791
2874,0,2024-05-19 06:54:01,0,122,1802
2875,0,2024-05-19 06:55:01,0,137,1802
2876,0,2024-05-19 06:56:01,0,120,1803
2877,0,2024-05-19 06:57:01,0,119,1803
2878,0,2024-05-19 06:58:01,0,124,1803
2879,0,2024-05-19 06:59:00,0,114,1800
2880,0,2024-05-19 07:00:01,0,191,1800
2881,0,2024-05-19 07:01:00,0,118,1800
2882,0,2024-05-19 07:02:01,0,115,1802
2883,0,2024-05-19 07:03:01,0,118,1802
2884,0,2024-05-19 07:04:00,0,112,1802
2885,0,2024-05-19 07:05:01,0,117,1804
2886,0,2024-05-19 07:06:00,0,115,1802
2887,0,2024-05-19 07:07:01,0,114,1802
2888,0,2024-05-19 07:08:00,0,116,1804
2889,0,2024-05-19 07:09:01,0,109,1800
2890,0,2024-05-19 07:10:01,0,112,1800
2891,0,2024-05-19 07:11:01,0,114,1802
2892,0,2024-05-19 07:12:01,0,116,1802
2893,0,2024-05-19 07:13:01,8,112,1805
2894,0,2024-05-19 07:14:01,0,112,1802
2895,0,2024-05-19 07:15:01,0,112,1805
2896,0,2024-05-19 07:16:01,0,115,1804
2897,0,2024-05-19 07:17:01,0,111,1802
2898,0,2024-05-19 07:18:01,0,113,1802
2899,0,2024-05-19 07:19:00,0,118,1800
2900,0,2024-05-19 07:20:01,0,114,1800
2901,0,2024-05-19 07:21:01,0,115,1801
2902,0,2024-05-19 07:22:01,8,114,1803
2903,0,2024-05-19 07:23:00,0,115,1802
2904,0,2024-05-19 07:24:01,0,114,1803
2905,0,2024-05-19 07:25:01,0,109,1805
2906,0,2024-05-19 07:26:00,0,118,1802
2907,0,2024-05-19 07:27:01,0,121,1802
2908,0,2024-05-19 07:28:01,0,115,1800
2909,0,2024-05-19 07:29:01,0,112,1802
2910,0,2024-05-19 07:30:01,0,111,1803
2911,0,2024-05-19 07:31:01,8,116,1805
2912,0,2024-05-19 07:32:00,0,114,1802
2913,0,2024-05-19 07:33:00,0,116,1802
2914,0,2024-05-19 07:34:00,0,116,1801
2915,0,2024-05-19 07:35:00,0,110,1802
2916,0,2024-05-19 07:36:00,0,113,1800
2917,0,2024-05-19 07:37:01,0,114,1801
2918,0,2024-05-19 07:38:01,0,116,1803
2919,0,2024-05-19 07:39:01,0,114,1803
2920,0,2024-05-19 07:40:01,8,114,1802
2921,0,2024-05-19 07:41:01,0,118,1798
2922,0,2024-05-19 07:42:01,0,122,1799
2923,0,2024-05-19 07:43:01,0,117,1801
2924,0,2024-05-19 07:44:01,0,122,1800
2925,0,2024-05-19 07:45:01,0,120,1800
2926,0,2024-05-19 07:46:01,0,120,1802
2927,0,2024-05-19 07:47:01,0,116,1800
2928,0,2024-05-19 07:48:00,0,116,1801
2929,0,2024-05-19 07:49:01,0,116,1801
2930,0,2024-05-19 07:50:01,0,123,1801
2931,0,2024-05-19 07:51:01,0,119,1801
2932,0,2024-05-19 07:52:01,0,149,1795
2933,0,2024-05-19 07:53:01,0,120,1799
2934,0,2024-05-19 07:54:01,0,114,1799
2935,0,2024-05-19 07:55:01,0,114,1800
2936,0,2024-05-19 07:56:01,0,118,1802
2937,0,2024-05-19 07:57:01,0,116,1803
2938,0,2024-05-19 07:58:01,8,118,1801
2939,0,2024-05-19 07:59:00,0,115,1803
2940,0,2024-05-19 08:00:01,0,131,1797
2941,0,2024-05-19 08:01:01,0,126,1801
2942,0,2024-05-19 08:02:00,0,143,1797
2943,0,2024-05-19 08:03:01,0,118,1800
2944,0,2024-05-19 08:04:01,0,120,1800
2945,0,2024-05-19 08:05:01,0,117,1803
2946,0,2024-05-19 08:06:01,0,112,1802
2947,0,2024-05-19 08:07:01,0,113,1804
2948,0,2024-05-19 08:08:00,8,114,1803
2949,0,2024-05-19 08:09:01,0,112,1802
2950,0,2024-05-19 08:10:01,0,117,1801
2951,0,2024-05-19 08:11:01,0,116,1802
2952,0,2024-05-19 08:12:01,0,114,1798
2953,0,2024-05-19 08:13:00,0,121,1803
2954,0,2024-05-19 08:14:01,0,112,1801
2955,0,2024-05-19 08:15:01,0,120,1799
2956,0,2024-05-19 08:16:01,0,117,1802
2957,0,2024-05-19 08:17:01,8,115,1802
2958,0,2024-05-19 08:18:01,8,114,1803
2959,0,2024-05-19 08:19:00,8,123,1800
2960,0,2024-05-19 08:20:01,0,120,1801
2961,0,2024-05-19 08:21:01,0,123,1802
2962,0,2024-05-19 08:22:01,0,135,1802
2963,0,2024-05-19 08:23:00,0,126,1802
2964,0,2024-05-19 08:24:01,0,123,1798
2965,0,2024-05-19 08:25:00,0,135,1802
2966,0,2024-05-19 08:26:01,8,141,1802
2967,0,2024-05-19 08:27:01,8,122,1802
2968,0,2024-05-19 08:28:00,0,126,1802
2969,0,2024-05-19 08:29:01,0,119,1801
2970,0,2024-05-19 08:30:01,0,138,1802
2971,0,2024-05-19 08:31:01,0,140,1803
2972,0,2024-05-19 08:32:00,0,145,1802
2973,0,2024-05-19 08:33:01,0,103,1800
2974,0,2024-05-19 08:34:01,0,104,1803
2975,0,2024-05-19 08:35:00,0,109,1804
2976,0,2024-05-19 08:36:01,8,108,1803
2977,0,2024-05-19 08:37:01,0,109,1802
2978,0,2024-05-19 08:38:01,0,93,1806
2979,0,2024-05-19 08:39:01,0,98,1803
2980,0,2024-05-19 08:40:00,0,94,1805
2981,0,2024-05-19 08:41:01,0,98,1802
2982,0,2024-05-19 08:42:01,0,99,1803
2983,0,2024-05-19 08:43:01,0,97,1800
2984,0,2024-05-19 08:44:00,0,108,1801
2985,0,2024-05-19 08:45:00,0,95,1804
2986,0,2024-05-19 08:46:01,0,99,1802
2987,0,2024-05-19 08:47:01,0,100,1803
2988,0,2024-05-19 08:48:01,0,96,1803
2989,0,2024-05-19 08:49:01,0,105,1802
2990,0,2024-05-19 08:50:01,0,93,1802
2991,0,2024-05-19 08:51:00,0,107,1802
2992,0,2024-05-19 08:52:01,0,101,1800
2993,0,2024-05-19 08:53:00,0,99,1800
2994,0,2024-05-19 08:54:01,0,100,1806
2995,0,2024-05-19 08:55:00,0,100,1804
2996,0,2024-05-19 08:56:00,8,100,1803
2997,0,2024-05-19 08:57:01,0,101,1806
2998,0,2024-05-19 08:58:01,8,106,1802
2999,0,2024-05-19 08:59:00,0,104,1802
3000,0,2024-05-19 09:00:01,0,108,1802
3001,0,2024-05-19 09:01:01,0,109,1802
3002,0,2024-05-19 09:02:00,0,104,1800
3003,0,2024-05-19 09:03:01,0,109,1800
3004,0,2024-05-19 09:04:01,0,109,1802
3005,0,2024-05-19 09:05:00,0,103,1803
3006,0,2024-05-19 09:06:01,8,103,1806
3007,0,2024-05-19 09:07:00,8,107,1802
3008,0,2024-05-19 09:08:00,0,102,1804
3009,0,2024-05-19 09:09:01,0,100,1802
3010,0,2024-05-19 09:10:00,0,99,1803
3011,0,2024-05-19 09:11:01,0,101,1806
3012,0,2024-05-19 09:12:01,0,106,1800
3013,0,2024-05-19 09:13:01,0,112,1800
3014,0,2024-05-19 09:14:00,0,108,1802
3015,0,2024-05-19 09:15:00,0,104,1803
3016,0,2024-05-19 09:16:01,0,104,1802
3017,0,2024-05-19 09:17:00,0,105,1803
3018,0,2024-05-19 09:18:01,0,106,1803
3019,0,2024-05-19 09:19:01,0,104,1802
3020,0,2024-05-19 09:20:00,0,112,1800
3021,0,2024-05-19 09:21:00,0,103,1800
3022,0,2024-05-19 09:22:01,0,101,1804
3023,0,2024-05-19 09:23:01,0,107,1801
3024,0,2024-05-19 09:24:01,0,103,1803
3025,0,2024-05-19 09:25:01,0,99,1805
3026,0,2024-05-19 09:26:01,8,102,1804
3027,0,2024-05-19 09:27:01,8,104,1802
3028,0,2024-05-19 09:28:01,0,96,1806
3029,0,2024-05-19 09:29:00,0,103,1805
3030,0,2024-05-19 09:30:01,0,105,1802
3031,0,2024-05-19 09:31:01,0,106,1803
3032,0,2024-05-19 09:32:01,0,101,1803
3033,0,2024-05-19 09:33:01,0,99,1803
3034,0,2024-05-19 09:34:00,0,103,1804
3035,0,2024-05-19 09:35:01,0,102,1805
3036,0,2024-05-19 09:36:01,0,100,1805
3037,0,2024-05-19 09:37:01,0,103,1805
3038,0,2024-05-19 09:38:00,0,101,1805
3039,0,2024-05-19 09:39:01,0,106,1806
3040,0,2024-05-19 09:40:00,0,105,1804
3041,0,2024-05-19 09:41:01,0,100,1803
3042,0,2024-05-19 09:42:01,0,100,1804
3043,0,2024-05-19 09:43:01,8,109,1804
3044,0,2024-05-19 09:44:01,0,110,1802
3045,0,2024-05-19 09:45:00,0,106,1802
3046,0,2024-05-19 09:46:01,0,103,1802
3047,0,2024-05-19 09:47:01,0,102,1806
3048,0,2024-05-19 09:48:01,0,99,1805
3049,0,2024-05-19 09:49:01,0,101,1800
3050,0,2024-05-19 09:50:01,0,103,1800
3051,0,2024-05-19 09:51:00,0,104,1802
3052,0,2024-05-19 09:52:01,0,99,1804
3053,0,2024-05-19 09:53:01,8,104,1802
3054,0,2024-05-19 09:54:01,0,105,1802
3055,0,2024-05-19 09:55:00,0,106,1803
3056,0,2024-05-19 09:56:01,0,108,1802
3057,0,2024-05-19 09:57:01,0,107,1802
3058,0,2024-05-19 09:58:01,0,109,1802
3059,0,2024-05-19 09:59:01,0,108,1806
3060,0,2024-05-19 11:00:01,0,109,1805
3061,0,2024-05-19 11:01:00,0,105,1800
3062,0,2024-05-19 11:02:01,0,108,1800
3063,0,2024-05-19 11:03:00,0,109,1802
3064,0,2024-05-19 11:04:01,0,105,1803
3065,0,2024-05-19 11:05:00,0,107,1803
3066,0,2024-05-19 11:06:00,0,96,1804
3067,0,2024-05-19 11:07:01,8,95,1802
3068,0,2024-05-19 11:08:01,0,101,1803
3069,0,2024-05-19 11:09:01,0,102,1802
3070,0,2024-05-19 11:10:00,0,103,1802
3071,0,2024-05-19 11:11:00,0,102,1800
3072,0,2024-05-19 11:12:01,0,108,1800
3073,0,2024-05-19 11:13:01,0,109,1802
3074,0,2024-05-19 11:14:01,0,105,1802
3075,0,2024-05-19 11:15:01,0,107,1805
3076,0,2024-05-19 11:16:00,0,110,1803
3077,0,2024-05-19 11:17:01,0,110,1804
3078,0,2024-05-19 11:18:01,0,110,1802
3079,0,2024-05-19 11:19:01,0,105,1803
3080,0,2024-05-19 11:20:01,0,108,1805
3081,0,2024-05-19 11:21:01,0,109,1800
3082,0,2024-05-19 11:22:01,0,108,1803
3083,0,2024-05-19 11:23:01,0,110,1805
3084,0,2024-05-19 11:24:00,0,109,1802
3085,0,2024-05-19 11:25:01,8,106,1803
3086,0,2024-05-19 11:26:00,0,105,1804
3087,0,2024-05-19 11:27:01,0,102,1802
3088,0,2024-05-19 11:28:00,0,98,1805
3089,0,2024-05-19 11:29:00,0,100,1800
3090,0,2024-05-19 11:30:01,0,100,1800
3091,0,2024-05-19 11:31:01,0,101,1803
3092,0,2024-05-19 11:32:01,8,100,1804
3093,0,2024-05-19 11:33:01,0,96,1803
3094,0,2024-05-19 11:34:00,0,108,1802
3095,0,2024-05-19 11:35:01,0,107,1802
3096,0,2024-05-19 11:36:00,0,109,1806
3097,0,2024-05-19 11:37:00,0,110,1802
3098,0,2024-05-19 11:38:00,0,106,1800
3099,0,2024-05-19 11:39:01,0,108,1802
3100,0,2024-05-19 11:40:01,0,109,1802
3101,0,2024-05-19 11:41:01,0,108,1802
3102,0,2024-05-19 11:42:00,0,110,1802
3103,0,2024-05-19 11:43:01,0,108,1803
3104,0,2024-05-19 11:44:01,0,105,1803
3105,0,2024-05-19 11:45:01,0,108,1805
3106,0,2024-05-19 11:46:01,0,110,1802
3107,0,2024-05-19 11:47:00,0,112,1800
3108,0,2024-05-19 11:48:00,0,109,1802
3109,0,2024-05-19 11:49:01,8,107,1802
3110,0,2024-05-19 11:50:01,8,108,1802
3111,0,2024-05-19 11:51:01,8,104,1803
3112,0,2024-05-19 11:52:00,0,99,1802
3113,0,2024-05-19 11:53:01,0,105,1803
3114,0,2024-05-19 11:54:01,0,106,1804
3115,0,2024-05-19 11:55:01,0,106,1803
3116,0,2024-05-19 11:56:01,0,104,1803
3117,0,2024-05-19 11:57:01,0,106,1800
3118,0,2024-05-19 11:58:01,8,106,1804
3119,0,2024-05-19 11:59:01,0,106,1803
3120,0,2024-05-19 12:00:01,0,105,1803
3121,0,2024-05-19 12:01:00,0,108,1803
3122,0,2024-05-19 12:02:01,0,98,1804
3123,0,2024-05-19 12:03:00,0,101,1805
3124,0,2024-05-19 12:04:00,0,107,1803
3125,0,2024-05-19 12:05:01,0,104,1803
3126,0,2024-05-19 12:06:01,0,114,1803
3127,0,2024-05-19 12:07:01,8,124,1800
3128,0,2024-05-19 12:08:00,8,99,1804
3129,0,2024-05-19 12:09:01,0,100,1804
3130,0,2024-05-19 12:10:01,0,117,1804
3131,0,2024-05-19 12:11:01,0,111,1802
3132,0,2024-05-19 12:12:01,0,114,1801
3133,0,2024-05-19 12:13:01,0,114,1802
3134,0,2024-05-19 12:14:01,0,113,1802
3135,0,2024-05-19 12:15:01,0,103,1805
3136,0,2024-05-19 12:16:01,0,103,1800
3137,0,2024-05-19 12:17:01,8,110,1802
3138,0,2024-05-19 12:18:01,0,110,1802
3139,0,2024-05-19 12:19:01,0,110,1802
3140,0,2024-05-19 12:20:01,0,106,1804
3141,0,2024-05-19 12:21:00,0,109,1804
3142,0,2024-05-19 12:22:01,0,95,1803
3143,0,2024-05-19 12:23:01,0,105,1803
3144,0,2024-05-19 12:24:00,0,103,1800
3145,0,2024-05-19 12:25:00,8,106,1800
3146,0,2024-05-19 12:26:00,8,108,1802
3147,0,2024-05-19 12:27:01,0,110,1803
3148,0,2024-05-19 12:28:01,0,112,1802
3149,0,2024-05-19 12:29:00,0,111,1802
3150,0,2024-05-19 12:30:00,0,111,1801
3151,0,2024-05-19 12:31:01,0,107,1803
3152,0,2024-05-19 12:32:00,0,108,1800
3153,0,2024-05-19 12:33:01,0,107,1804
3154,0,2024-05-19 12:34:01,0,111,1802
3155,0,2024-05-19 12:35:01,8,106,1803
3156,0,2024-05-19 12:36:01,8,107,1803
3157,0,2024-05-19 12:37:00,0,100,1802
3158,0,2024-05-19 12:38:00,0,98,1804
3159,0,2024-05-19 12:39:00,0,101,1804
3160,0,2024-05-19 12:40:01,0,104,1803
3161,0,2024-05-19 12:41:01,0,104,1802
3162,0,2024-05-19 12:42:01,0,107,1802
3163,0,2024-05-19 12:43:00,8,96,1804
3164,0,2024-05-19 12:44:01,8,96,1802
3165,0,2024-05-19 12:45:01,0,97,1802
3166,0,2024-05-19 12:46:00,0,103,1806
