,_id,P1_88.5,P1_88.4,P1_77,P1_88.7,P1_76,P1_88.6,P1_75,P1_88.1,P1_74,P1_88.0,P1_73,P1_88.3,P1_72,groupId,P1_88.2,P1_71,P1_70,P1_88.9,P1_88.8,P1_69,csvTime,P1_68,P1_67,P1_66,P1_65,P1_64,P1_63,P1_62,P1_61,P1_60,nodeName,P1_89.4,P1_89.3,P1_89.5,P1_89.0,P1_89.2,P1_89.1,P1_88.14,P1_88.13,P1_88.12,P1_88.11,P1_89.8,P1_89.7,P1_88.15,P1_89.9,P1_88.10,timestamp,P1_89.12,P1_89.11,P1_89.10
11791,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:40:32,-24,60,376,370,362,357,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727901642804,1,0,0
11792,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:41:32,-24,60,387,382,374,368,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727901703227,1,0,0
11793,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:42:32,-24,60,385,380,372,366,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727901763625,1,0,0
11794,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:43:32,-24,60,385,380,371,365,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727901822926,1,0,0
11795,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:44:32,-25,60,373,369,358,353,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727901883330,1,0,0
11796,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:45:32,-24,60,374,371,360,355,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727901943770,1,0,0
11797,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:46:33,-24,60,371,365,355,350,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902003199,1,0,0
11798,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:47:32,-24,59,409,410,398,392,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902063497,1,0,0
11799,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:48:32,-24,59,410,413,403,395,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902122847,1,0,0
11800,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:49:32,-24,59,420,421,410,404,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902183213,1,0,0
11801,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:50:32,-24,60,415,414,406,399,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902242532,1,0,0
11802,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:51:32,-24,59,408,404,396,387,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902302884,1,0,0
11803,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:52:32,-24,60,404,403,393,384,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902363184,1,0,0
11804,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:53:32,-24,59,407,407,397,389,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902422603,1,0,0
11805,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:54:32,-24,59,418,415,406,399,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902482910,1,0,0
11806,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:55:32,-24,60,413,409,402,395,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902543255,1,0,0
11807,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:56:32,-24,60,415,409,401,394,691,694,691,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902602607,1,0,0
11808,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:57:32,-24,59,412,409,400,393,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902663026,1,0,0
11809,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:58:32,-24,60,392,386,377,374,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902723393,1,0,0
11810,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 04:59:32,-24,60,396,390,381,377,691,694,691,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902782792,1,0,0
11811,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:00:32,-24,60,357,363,354,350,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902843240,1,0,0
11812,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:01:32,-24,60,374,381,372,369,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902903592,1,0,0
11813,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:02:32,-24,60,374,381,373,369,691,694,691,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727902962989,1,0,0
11814,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:03:32,-25,60,374,381,373,369,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903023456,1,0,0
11815,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:04:32,-24,60,374,381,373,369,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903082827,1,0,0
11816,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:05:32,-24,60,376,381,373,369,691,694,691,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903143176,1,0,0
11817,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:06:32,-24,60,371,380,368,366,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903203644,1,0,0
11818,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:07:32,-24,60,376,382,370,367,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903263061,1,0,0
11819,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:08:32,-24,60,349,349,339,337,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903323471,1,0,0
11820,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:09:32,-24,60,352,350,340,339,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903382860,1,0,0
11821,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:10:32,-24,60,344,346,336,335,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903443288,1,0,0
11822,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:11:32,-24,60,349,347,339,338,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903502619,1,0,0
11823,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:12:32,-24,60,346,347,339,337,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903562943,1,0,0
11824,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:13:32,-25,60,335,335,326,325,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903623321,1,0,0
11825,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:14:32,-24,60,330,331,321,320,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903682782,1,0,0
11826,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:15:32,-24,60,333,331,321,320,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903743070,1,0,0
11827,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:16:32,-24,60,335,334,325,323,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903803508,1,0,0
11828,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:17:32,-24,60,332,335,323,321,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903862885,1,0,0
11829,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:18:32,-24,60,338,338,328,326,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903923287,1,0,0
11830,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:19:32,-25,60,341,342,333,331,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727903983704,1,0,0
11831,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:20:32,-24,60,354,364,353,350,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904043075,1,0,0
11832,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:21:32,-24,60,316,328,315,310,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904103436,1,0,0
11833,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:22:32,-24,60,319,329,317,313,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904162861,1,0,0
11834,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:23:32,-24,60,330,340,328,323,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904223201,1,0,0
11835,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:24:32,-24,60,334,343,331,327,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904283608,1,0,0
11836,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:25:32,-24,60,338,346,335,329,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904343021,1,0,0
11837,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:26:32,-24,60,330,339,325,321,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904403448,1,0,0
11838,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:27:32,-24,60,319,332,319,314,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904462880,1,0,0
11839,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:28:32,-24,60,324,337,323,318,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904523224,1,0,0
11840,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:29:32,-24,60,323,336,324,318,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904583627,1,0,0
11841,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:30:32,-24,60,330,343,330,325,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904643066,1,0,0
11842,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:31:32,-24,60,321,335,323,318,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904703516,1,0,0
11843,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:32:32,-24,60,316,328,315,308,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904762930,1,0,0
11844,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:33:32,-24,60,310,326,311,305,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904823294,1,0,0
11845,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:34:32,-24,60,319,334,321,314,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904882655,1,0,0
11846,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:35:32,-24,60,341,352,339,332,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727904942938,1,0,0
11847,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:36:32,-24,60,350,362,348,339,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905003403,1,0,0
11848,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:37:32,-24,60,346,357,344,336,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905062839,1,0,0
11849,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:38:32,-24,60,335,346,332,324,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905123192,1,0,0
11850,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:39:32,-24,60,330,340,322,315,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905182628,1,0,0
11851,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:40:32,-24,60,332,343,327,320,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905243055,1,0,0
11852,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:41:32,-24,60,321,336,321,314,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905303454,1,0,0
11853,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:42:32,-24,60,313,319,306,300,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905362792,1,0,0
11854,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:43:32,-24,60,313,322,305,301,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905423214,1,0,0
11855,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:44:32,-24,60,310,319,307,301,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905482665,1,0,0
11856,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:45:32,-24,60,329,339,326,322,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905543035,1,0,0
11857,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:46:32,-24,60,330,337,325,320,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905603485,1,0,0
11858,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:47:32,-24,60,319,326,313,308,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905662898,1,0,0
11859,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:48:32,-24,60,321,327,316,310,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905723284,1,0,0
11860,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:49:32,-24,60,338,344,333,328,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905783620,1,0,0
11861,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:50:32,-24,60,349,352,342,337,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905842992,1,0,0
11862,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:51:32,-24,60,348,353,343,338,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905903474,1,0,0
11863,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:52:32,-24,60,354,357,346,342,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727905962896,1,0,0
11864,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:53:32,-24,60,342,346,335,331,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906023323,1,0,0
11865,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:54:32,-24,60,360,370,358,353,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906082775,1,0,0
11866,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:55:32,-24,60,365,377,364,359,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906143177,1,0,0
11867,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:56:32,-24,60,364,375,363,358,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906203572,1,0,0
11868,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:57:32,-24,60,385,393,381,375,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906262975,1,0,0
11869,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:58:32,-24,60,382,393,380,374,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906323371,1,0,0
11870,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 05:59:32,-24,60,382,390,379,373,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906382724,1,0,0
11871,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:00:32,-24,60,376,387,375,369,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906443230,1,0,0
11872,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:01:32,-24,60,374,387,375,369,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906503587,1,0,0
11873,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:02:32,-24,60,366,377,364,359,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906562985,1,0,0
11874,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:03:32,-24,60,374,385,372,366,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906623423,1,0,0
11875,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:04:32,-24,60,372,384,372,365,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906682779,1,0,0
11876,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:05:32,-24,60,376,389,376,370,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906743207,1,0,0
11877,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:06:32,-24,60,371,382,370,363,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906803540,1,0,0
11878,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:07:32,-24,60,371,382,370,363,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906862819,1,0,0
11879,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:08:32,-24,60,361,373,361,354,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906923313,1,0,0
11880,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:09:32,-24,60,357,369,356,349,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727906982739,1,0,0
11881,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:10:32,-24,60,365,375,362,356,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907043054,1,0,0
11882,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:11:32,-24,60,368,380,367,360,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907103438,1,0,0
11883,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:12:32,-24,60,379,391,379,372,690,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907162745,1,0,0
11884,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:13:32,-24,60,373,388,374,368,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907223247,1,0,0
11885,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:14:32,-24,60,362,375,362,356,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907282669,1,0,0
11886,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:15:32,-24,60,338,345,334,329,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907343050,1,0,0
11887,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:16:32,-24,60,330,335,324,320,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907403523,1,0,0
11888,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:17:32,-24,60,330,336,323,320,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907462949,1,0,0
11889,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:18:32,-24,60,332,338,325,321,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907523274,1,0,0
11890,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:19:32,-24,60,335,340,327,325,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907583710,1,0,0
11891,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:20:32,-25,60,343,347,336,333,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907643114,1,0,0
11892,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:21:32,-24,60,338,342,331,329,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907703523,1,0,0
11893,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:22:32,-24,60,341,346,335,333,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907762874,1,0,0
11894,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:23:32,-24,60,330,334,322,321,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907823185,1,0,0
11895,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:24:32,-24,60,319,321,311,310,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907883531,1,0,0
11896,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:25:32,-24,60,327,326,314,314,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727907942975,1,0,0
11897,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:26:32,-24,60,338,337,326,325,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908003359,1,0,0
11898,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:27:32,-24,60,346,346,335,334,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908062748,1,0,0
11899,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:28:32,-24,60,327,338,327,323,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908123089,1,0,0
11900,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:29:32,-24,60,327,336,324,321,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908183490,1,0,0
11901,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:30:32,-24,60,328,335,321,318,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908242965,1,0,0
11902,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:31:32,-24,60,310,322,308,306,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908303337,1,0,0
11903,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:32:32,-24,60,313,326,309,307,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908362774,1,0,0
11904,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:33:32,-24,60,327,338,321,319,691,695,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908423191,1,0,0
11905,,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2024-10-03 06:34:32,-24,60,332,345,327,326,691,694,692,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1727908482562,1,0,0
