,_id,P1_78,groupId,P1_91.10,P1_91.5,P1_91.4,P1_91.15,P1_91.7,P1_91.6,P1_91.1,P1_91.12,P1_91.0,P1_91.11,P1_91.3,P1_91.14,csvTime,P1_91.2,P1_91.13,P1_90.9,P1_92.7,P1_90.15,P1_90.14,P1_90.11,P1_90.10,P1_90.12,nodeName,P1_90.0,P1_90.6,P1_92.4,P1_90.5,P1_92.3,P1_90.8,P1_92.6,P1_90.7,P1_92.5,P1_90.2,P1_92.0,P1_90.1,P1_90.4,P1_92.2,timestamp,P1_90.3,P1_92.1,P1_91.9,P1_91.8,P1_89.15,P1_89.14,P1_80,P1_89.13,P1_79
7392,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:13:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637245045,0,1,0,0,0,0,0,1,0
7393,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:14:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637305443,0,1,0,0,0,0,0,1,0
7394,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:15:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637364824,0,1,0,0,0,0,0,1,0
7395,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:16:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637425305,0,1,0,0,0,0,0,1,0
7396,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:17:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637484758,0,1,0,0,0,0,0,1,0
7397,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:18:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637545094,0,1,0,0,0,0,0,1,0
7398,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:19:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637605553,0,1,0,0,0,0,0,1,0
7399,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:20:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637665006,0,1,0,0,0,0,0,1,0
7400,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:21:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637725348,0,1,0,0,0,0,0,1,0
7401,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:22:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637784780,0,1,0,0,0,0,0,1,0
7402,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:23:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637845117,0,1,0,0,0,0,0,1,0
7403,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:24:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637905527,0,1,0,0,0,0,0,1,0
7404,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:25:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727637964960,0,1,0,0,0,0,0,1,0
7405,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:26:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638025397,0,1,0,0,0,0,0,1,0
7406,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:27:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638084796,0,1,0,0,0,0,0,1,0
7407,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:28:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638145231,0,1,0,0,0,0,0,1,0
7408,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:29:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638204688,0,1,0,0,0,0,0,1,0
7409,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:30:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638265145,0,1,0,0,0,0,0,1,0
7410,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:31:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638324546,0,1,0,0,0,0,0,1,0
7411,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:32:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638384964,0,1,0,0,0,0,0,1,0
7412,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:33:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638445437,0,1,0,0,0,0,0,1,0
7413,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:34:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638504874,0,1,0,0,0,0,0,1,0
7414,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:35:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638565236,0,1,0,0,0,0,0,1,0
7415,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:36:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638625604,0,1,0,0,0,0,0,1,0
7416,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:37:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638684950,0,1,0,0,0,0,0,1,0
7417,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:38:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638745364,0,1,0,0,0,0,0,1,0
7418,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:39:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638804899,0,1,0,0,0,0,0,1,0
7419,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:40:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638865369,0,1,0,0,0,0,0,1,0
7420,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:41:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638924774,0,1,0,0,0,0,0,1,0
7421,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:42:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727638985161,0,1,0,0,0,0,0,1,0
7422,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:43:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639045636,0,1,0,0,0,0,0,1,0
7423,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:44:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639104964,0,1,0,0,0,0,0,1,0
7424,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:45:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639165384,0,1,0,0,0,0,0,1,0
7425,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:46:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639224778,0,1,0,0,0,0,0,1,0
7426,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:47:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639285157,0,1,0,0,0,0,0,1,0
7427,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:48:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639344560,0,1,0,0,0,0,0,1,0
7428,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:49:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639404953,0,1,0,0,0,0,0,1,0
7429,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:50:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639465446,0,1,0,0,0,0,0,1,0
7430,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:51:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639524789,0,1,0,0,0,0,0,1,0
7431,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:52:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639585205,0,1,0,0,0,0,0,1,0
7432,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:53:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639644597,0,1,0,0,0,0,0,1,0
7433,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:54:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639704918,0,1,0,0,0,0,0,1,0
7434,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:55:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639765324,0,1,0,0,0,0,0,1,0
7435,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:56:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639824654,0,1,0,0,0,0,0,1,0
7436,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:57:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639885091,0,1,0,0,0,0,0,1,0
7437,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:58:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727639945479,0,1,0,0,0,0,0,1,0
7438,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 03:59:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640004870,0,1,0,0,0,0,0,1,0
7439,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:00:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640065243,0,1,0,0,0,0,0,1,0
7440,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:01:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640125738,0,1,0,0,0,0,0,1,0
7441,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:02:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640185205,0,1,0,0,0,0,0,1,0
7442,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:03:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640245597,0,1,0,0,0,0,0,1,0
7443,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:04:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640305033,0,1,0,0,0,0,0,1,0
7444,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:05:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640365372,0,1,0,0,0,0,0,1,0
7445,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:06:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640424714,0,1,0,0,0,0,0,1,0
7446,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:07:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640485168,0,1,0,0,0,0,0,1,0
7447,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:08:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640544524,0,1,0,0,0,0,0,1,0
7448,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:09:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640604904,0,1,0,0,0,0,0,1,0
7449,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:10:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640665501,0,1,0,0,0,0,0,1,0
7450,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:11:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640724823,0,1,0,0,0,0,0,1,0
7451,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:12:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640785248,0,1,0,0,0,0,0,1,0
7452,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:13:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640844632,0,1,0,0,0,0,0,1,0
7453,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:14:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640905093,0,1,0,0,0,0,0,1,0
7454,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:15:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727640965507,0,1,0,0,0,0,0,1,0
7455,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:16:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641024788,0,1,0,0,0,0,0,1,0
7456,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:17:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641085293,0,1,0,0,0,0,0,1,0
7457,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:18:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641144704,0,1,0,0,0,0,0,1,0
7458,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:19:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641205254,0,1,0,0,0,0,0,1,0
7459,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:20:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641265663,0,1,0,0,0,0,0,1,0
7460,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:21:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641325112,0,1,0,0,0,0,0,1,0
7461,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:22:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641384484,0,1,0,0,0,0,0,1,0
7462,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:23:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641444847,0,1,0,0,0,0,0,1,0
7463,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:24:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641505413,0,1,0,0,0,0,0,1,0
7464,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:25:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641564858,0,1,0,0,0,0,0,1,0
7465,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:26:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641625309,0,1,0,0,0,0,0,1,0
7466,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:27:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641684750,0,1,0,0,0,0,0,1,0
7467,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:28:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641745206,0,1,0,0,0,0,0,1,0
7468,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:29:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641804619,0,1,0,0,0,0,0,1,0
7469,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:30:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641865028,0,1,0,0,0,0,0,1,0
7470,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:31:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641925341,0,1,0,0,0,0,0,1,0
7471,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:32:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727641984725,0,1,0,0,0,0,0,1,0
7472,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:33:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642045128,0,1,0,0,0,0,0,1,0
7473,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:34:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642104551,0,1,0,0,0,0,0,1,0
7474,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:35:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642164928,0,1,0,0,0,0,0,1,0
7475,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:36:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642225373,0,1,0,0,0,0,0,1,0
7476,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:37:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642284712,0,1,0,0,0,0,0,1,0
7477,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:38:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642345066,0,1,0,0,0,0,0,1,0
7478,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:39:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642405569,0,1,0,0,0,0,0,1,0
7479,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:40:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642464983,0,1,0,0,0,0,0,1,0
7480,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:41:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642525365,0,1,0,0,0,0,0,1,0
7481,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:42:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642584725,0,1,0,0,0,0,0,1,0
7482,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:43:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642645205,0,1,0,0,0,0,0,1,0
7483,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:44:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642705523,0,1,0,0,0,0,0,1,0
7484,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:45:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642764954,0,1,0,0,0,0,0,1,0
7485,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:46:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642825352,0,1,0,0,0,0,0,1,0
7486,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:47:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642884751,0,1,0,0,0,0,0,1,0
7487,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:48:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727642945156,0,1,0,0,0,0,0,1,0
7488,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:49:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643005516,0,1,0,0,0,0,0,1,0
7489,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:50:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643065033,0,1,0,0,0,0,0,1,0
7490,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:51:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643124507,0,1,0,0,0,0,0,1,0
7491,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:52:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643184921,0,1,0,0,0,0,0,1,0
7492,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:53:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643245367,0,1,0,0,0,0,0,1,0
7493,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:54:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643304840,0,1,0,0,0,0,0,1,0
7494,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:55:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643365186,0,1,0,0,0,0,0,1,0
7495,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:56:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643424724,0,1,0,0,0,0,0,1,0
7496,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:57:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643485161,0,1,0,0,0,0,0,1,0
7497,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:58:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643545636,0,1,0,0,0,0,0,1,0
7498,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 04:59:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643604905,0,1,0,0,0,0,0,1,0
7499,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:00:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643665291,0,1,0,0,0,0,0,1,0
7500,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:01:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643725688,0,1,0,0,0,0,0,1,0
7501,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:02:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643785099,0,1,0,0,0,0,0,1,0
7502,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:03:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643845585,0,1,0,0,0,0,0,1,0
7503,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:04:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643905047,0,1,0,0,0,0,0,1,0
7504,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:05:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727643965527,0,1,0,0,0,0,0,1,0
7505,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:06:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727644024906,0,1,0,0,0,0,0,1,0
7506,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:07:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727644085368,0,1,0,0,0,0,0,1,0
7507,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:08:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727644144750,0,1,0,0,0,0,0,1,0
7508,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-30 05:09:55,0,0,0,1,0,0,0,0,0,,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1727644205179,0,1,0,0,0,0,0,1,0
