index,csvTime,P2_2,P2_3,P2_25,P2_24
20934,2024-06-06 10:13:55,0,0,105,1804
20935,2024-06-06 10:14:55,0,0,107,1804
20936,2024-06-06 10:15:55,0,0,107,1802
20937,2024-06-06 10:16:55,0,0,102,1802
20938,2024-06-06 10:17:54,0,0,102,1804
20939,2024-06-06 10:18:54,0,0,107,1803
20940,2024-06-06 10:19:55,0,0,100,1802
20941,2024-06-06 10:20:55,0,0,104,1800
20942,2024-06-06 10:21:55,0,0,104,1802
20943,2024-06-06 10:22:55,0,0,105,1805
20944,2024-06-06 10:23:55,0,0,101,1804
20945,2024-06-06 10:24:54,0,0,104,1803
20946,2024-06-06 10:25:54,0,0,105,1803
20947,2024-06-06 10:26:55,0,0,105,1803
20948,2024-06-06 10:27:55,0,0,106,1802
20949,2024-06-06 10:28:54,0,0,103,1803
20950,2024-06-06 10:29:55,0,0,98,1803
20951,2024-06-06 10:30:55,0,0,105,1800
20952,2024-06-06 10:31:54,8,0,104,1803
20953,2024-06-06 10:32:54,8,0,102,1804
20954,2024-06-06 10:33:54,0,0,106,1802
20955,2024-06-06 10:34:55,0,0,106,1806
20956,2024-06-06 10:35:55,0,0,107,1802
20957,2024-06-06 10:36:55,0,0,107,1803
20958,2024-06-06 10:37:54,0,0,106,1802
20959,2024-06-06 10:38:55,0,0,101,1804
20960,2024-06-06 10:39:55,0,0,104,1801
20961,2024-06-06 10:40:55,0,0,106,1800
20962,2024-06-06 10:41:55,8,0,108,1802
20963,2024-06-06 10:42:55,0,0,107,1802
20964,2024-06-06 10:43:54,0,0,107,1801
20965,2024-06-06 10:44:54,0,0,102,1805
20966,2024-06-06 10:45:54,0,0,103,1803
20967,2024-06-06 10:46:54,0,0,102,1802
20968,2024-06-06 10:47:54,0,0,124,1806
20969,2024-06-06 10:48:55,0,0,116,1803
20970,2024-06-06 10:49:54,0,0,108,1800
20971,2024-06-06 10:50:54,0,0,106,1800
20972,2024-06-06 10:51:54,8,0,108,1801
20973,2024-06-06 10:52:54,0,0,104,1802
20974,2024-06-06 10:53:54,0,0,107,1802
20975,2024-06-06 10:54:54,0,0,106,1802
20976,2024-06-06 10:55:54,0,0,107,1802
20977,2024-06-06 10:56:55,0,0,105,1805
20978,2024-06-06 10:57:54,0,0,103,1802
20979,2024-06-06 10:58:55,0,0,100,1802
20980,2024-06-06 11:00:54,0,0,105,1804
20981,2024-06-06 11:01:55,8,0,107,1802
20982,2024-06-06 11:02:54,0,0,105,1802
20983,2024-06-06 11:03:54,0,0,107,1802
20984,2024-06-06 11:04:54,0,0,107,1802
20985,2024-06-06 11:05:54,0,0,110,1803
20986,2024-06-06 11:06:54,0,0,111,1802
20987,2024-06-06 11:07:55,0,0,117,1802
20988,2024-06-06 11:08:54,0,0,120,1802
20989,2024-06-06 11:09:54,0,0,107,1800
20990,2024-06-06 11:10:54,0,0,108,1802
20991,2024-06-06 11:11:54,8,0,110,1802
20992,2024-06-06 11:12:55,0,0,110,1805
20993,2024-06-06 11:13:55,0,0,109,1803
20994,2024-06-06 11:14:54,0,0,110,1801
20995,2024-06-06 11:15:54,0,0,109,1804
20996,2024-06-06 11:16:54,0,0,107,1803
20997,2024-06-06 11:17:54,0,0,106,1804
20998,2024-06-06 11:18:54,0,0,109,1802
20999,2024-06-06 11:19:54,0,0,113,1800
21000,2024-06-06 11:20:54,8,0,116,1805
21001,2024-06-06 11:21:54,8,0,110,1803
21002,2024-06-06 11:22:55,0,0,108,1804
21003,2024-06-06 11:23:54,0,0,104,1802
21004,2024-06-06 11:24:54,0,0,103,1802
21005,2024-06-06 11:25:55,0,0,105,1803
21006,2024-06-06 11:26:55,0,0,104,1802
21007,2024-06-06 11:27:54,0,0,112,1804
21008,2024-06-06 11:28:54,0,0,106,1804
21009,2024-06-06 11:29:55,0,0,105,1803
21010,2024-06-06 11:30:54,8,0,106,1800
21011,2024-06-06 11:31:54,0,0,113,1802
21012,2024-06-06 11:32:54,0,0,111,1803
21013,2024-06-06 11:33:54,0,0,109,1802
21014,2024-06-06 11:34:55,0,0,109,1802
21015,2024-06-06 11:35:54,0,0,109,1802
21016,2024-06-06 11:36:54,0,0,106,1804
21017,2024-06-06 11:37:55,0,0,107,1803
21018,2024-06-06 11:38:55,0,0,107,1805
21019,2024-06-06 11:39:55,0,0,107,1800
21020,2024-06-06 11:40:54,8,0,115,1802
21021,2024-06-06 11:41:54,0,0,114,1802
21022,2024-06-06 11:42:54,0,0,113,1802
21023,2024-06-06 11:43:55,0,0,110,1801
21024,2024-06-06 11:44:54,0,0,109,1802
21025,2024-06-06 11:45:55,0,0,105,1802
21026,2024-06-06 11:46:54,0,0,108,1802
21027,2024-06-06 11:47:54,0,0,121,1800
21028,2024-06-06 11:48:55,0,0,120,1800
21029,2024-06-06 11:49:54,8,0,108,1802
21030,2024-06-06 11:50:54,8,0,105,1802
21031,2024-06-06 11:51:54,8,0,106,1802
21032,2024-06-06 11:52:55,0,0,107,1802
21033,2024-06-06 11:53:55,0,0,107,1802
21034,2024-06-06 11:54:54,0,0,108,1804
21035,2024-06-06 11:55:54,0,0,106,1803
21036,2024-06-06 11:56:54,0,0,106,1802
21037,2024-06-06 11:57:54,0,0,104,1802
21038,2024-06-06 11:58:54,0,0,102,1800
21039,2024-06-06 12:00:54,8,0,102,1803
21040,2024-06-06 12:01:54,0,0,104,1803
21041,2024-06-06 12:02:55,0,0,103,1805
21042,2024-06-06 12:03:54,0,0,105,1802
21043,2024-06-06 12:04:54,0,0,106,1803
21044,2024-06-06 12:05:54,0,0,106,1805
21045,2024-06-06 12:06:54,0,0,106,1803
21046,2024-06-06 12:07:55,0,0,102,1804
21047,2024-06-06 12:08:54,0,0,104,1803
21048,2024-06-06 12:09:54,0,0,106,1805
21049,2024-06-06 12:10:55,0,0,107,1803
21050,2024-06-06 12:11:54,0,0,107,1802
21051,2024-06-06 12:12:54,0,0,106,1803
21052,2024-06-06 12:13:54,0,0,107,1803
21053,2024-06-06 12:14:54,0,0,107,1803
21054,2024-06-06 12:15:55,0,0,105,1804
21055,2024-06-06 12:16:55,0,0,108,1803
21056,2024-06-06 12:17:55,0,0,106,1800
21057,2024-06-06 12:18:55,0,0,106,1800
21058,2024-06-06 12:19:54,0,0,106,1803
21059,2024-06-06 12:20:54,0,0,109,1802
21060,2024-06-06 12:21:54,0,0,107,1802
21061,2024-06-06 12:22:54,0,0,107,1802
21062,2024-06-06 12:23:55,0,0,107,1804
21063,2024-06-06 12:24:54,0,0,107,1802
21064,2024-06-06 12:25:54,0,0,107,1803
21065,2024-06-06 12:26:54,0,0,107,1804
21066,2024-06-06 12:27:54,0,0,106,1800
21067,2024-06-06 12:28:54,0,0,107,1802
21068,2024-06-06 12:29:54,0,0,107,1805
21069,2024-06-06 12:30:54,0,0,104,1802
21070,2024-06-06 12:31:55,0,0,105,1803
21071,2024-06-06 12:32:54,0,0,105,1805
21072,2024-06-06 12:33:55,0,0,104,1804
21073,2024-06-06 12:34:54,0,0,105,1804
21074,2024-06-06 12:35:55,0,0,104,1803
21075,2024-06-06 12:36:54,0,0,105,1804
21076,2024-06-06 12:37:55,0,0,102,1800
21077,2024-06-06 12:38:55,8,0,104,1804
21078,2024-06-06 12:39:54,8,0,105,1804
21079,2024-06-06 12:40:55,0,0,107,1804
21080,2024-06-06 12:41:55,0,0,106,1802
21081,2024-06-06 12:42:54,0,0,106,1803
21082,2024-06-06 12:43:54,0,0,105,1804
21083,2024-06-06 12:44:54,0,0,106,1805
21084,2024-06-06 12:45:54,0,0,103,1805
21085,2024-06-06 12:46:55,0,0,106,1803
21086,2024-06-06 12:47:55,0,0,103,1800
21087,2024-06-06 12:48:54,0,0,106,1805
21088,2024-06-06 12:49:54,0,0,102,1806
21089,2024-06-06 12:50:55,0,0,106,1807
21090,2024-06-06 12:51:55,0,0,105,1804
21091,2024-06-06 12:52:54,0,0,103,1804
21092,2024-06-06 12:53:55,0,0,106,1803
21093,2024-06-06 12:54:55,0,0,104,1802
21094,2024-06-06 12:55:55,0,0,104,1802
21095,2024-06-06 12:56:55,0,0,106,1800
21096,2024-06-06 12:57:54,0,0,103,1802
21097,2024-06-06 12:58:54,0,0,105,1803
21098,2024-06-06 13:00:54,0,0,103,1802
21099,2024-06-06 13:01:54,0,0,103,1805
21100,2024-06-06 13:02:54,0,0,106,1802
21101,2024-06-06 13:03:54,0,0,101,1803
21102,2024-06-06 13:04:54,0,0,106,1803
21103,2024-06-06 13:05:55,0,0,105,1803
21104,2024-06-06 13:06:55,0,0,103,1802
21105,2024-06-06 13:07:54,8,0,104,1805
21106,2024-06-06 13:08:54,8,0,105,1802
21107,2024-06-06 13:09:55,0,0,110,1803
21108,2024-06-06 13:10:54,0,0,110,1802
21109,2024-06-06 13:11:54,0,0,107,1802
21110,2024-06-06 13:12:55,0,0,107,1801
21111,2024-06-06 13:13:54,0,0,105,1802
21112,2024-06-06 13:14:54,0,0,105,1803
21113,2024-06-06 13:15:54,0,0,105,1802
21114,2024-06-06 13:16:54,0,0,105,1800
21115,2024-06-06 13:17:55,0,0,105,1805
21116,2024-06-06 13:18:55,0,0,106,1802
21117,2024-06-06 13:19:55,0,0,105,1802
21118,2024-06-06 13:20:55,0,0,101,1803
21119,2024-06-06 13:21:54,0,0,100,1803
21120,2024-06-06 13:22:55,0,0,104,1803
21121,2024-06-06 13:23:54,0,0,102,1803
21122,2024-06-06 13:24:54,0,0,99,1804
21123,2024-06-06 13:25:54,0,0,99,1803
21124,2024-06-06 13:26:55,0,0,103,1802
21125,2024-06-06 13:27:55,0,0,103,1802
21126,2024-06-06 13:28:54,0,0,102,1802
21127,2024-06-06 13:29:55,0,0,104,1803
21128,2024-06-06 13:30:54,0,0,100,1802
21129,2024-06-06 13:31:54,0,0,101,1803
21130,2024-06-06 13:32:55,0,0,102,1802
21131,2024-06-06 13:33:54,0,0,103,1803
21132,2024-06-06 13:34:54,0,0,102,1805
21133,2024-06-06 13:35:54,0,0,94,1800
21134,2024-06-06 13:36:54,0,0,96,1801
21135,2024-06-06 13:37:54,8,0,100,1804
21136,2024-06-06 13:38:54,0,0,104,1802
21137,2024-06-06 13:39:54,0,0,103,1802
21138,2024-06-06 13:40:55,0,0,105,1802
21139,2024-06-06 13:41:54,0,0,107,1802
21140,2024-06-06 13:42:54,0,0,104,1803
21141,2024-06-06 13:43:54,0,0,104,1803
21142,2024-06-06 13:44:55,0,0,104,1804
21143,2024-06-06 13:45:54,0,0,107,1800
21144,2024-06-06 13:46:54,0,0,103,1800
21145,2024-06-06 13:47:55,0,0,102,1803
21146,2024-06-06 13:48:54,0,0,104,1802
21147,2024-06-06 13:49:54,0,0,101,1804
21148,2024-06-06 13:50:55,0,0,103,1802
21149,2024-06-06 13:51:54,0,0,102,1805
21150,2024-06-06 13:52:55,0,0,105,1802
21151,2024-06-06 13:53:54,0,0,104,1802
21152,2024-06-06 13:54:54,0,0,104,1802
21153,2024-06-06 13:55:55,0,0,107,1800
21154,2024-06-06 13:56:54,0,0,103,1802
21155,2024-06-06 13:57:54,8,0,101,1801
21156,2024-06-06 13:58:55,0,0,104,1804
21157,2024-06-06 14:00:55,0,0,106,1803
21158,2024-06-06 14:01:54,0,0,105,1801
21159,2024-06-06 14:02:54,0,0,104,1802
21160,2024-06-06 14:03:55,0,0,104,1801
21161,2024-06-06 14:04:54,0,0,101,1802
21162,2024-06-06 14:05:54,0,0,102,1800
21163,2024-06-06 14:06:54,8,0,100,1802
21164,2024-06-06 14:07:54,0,0,99,1802
21165,2024-06-06 14:08:55,0,0,102,1804
21166,2024-06-06 14:09:54,0,0,98,1803
21167,2024-06-06 14:10:54,0,0,102,1802
21168,2024-06-06 14:11:55,0,0,101,1804
21169,2024-06-06 14:12:54,0,0,107,1803
21170,2024-06-06 14:13:54,0,0,103,1803
21171,2024-06-06 14:14:55,0,0,102,1803
21172,2024-06-06 14:15:54,0,0,114,1800
21173,2024-06-06 14:16:54,8,0,113,1800
21174,2024-06-06 14:17:54,0,0,113,1801
21175,2024-06-06 14:18:55,0,0,99,1803
21176,2024-06-06 14:19:54,0,0,107,1801
21177,2024-06-06 14:20:54,0,0,103,1802
21178,2024-06-06 14:21:55,0,0,100,1802
21179,2024-06-06 14:22:55,0,0,131,1797
21180,2024-06-06 14:23:54,0,0,115,1802
21181,2024-06-06 14:24:54,0,0,107,1801
21182,2024-06-06 14:25:55,0,0,110,1800
21183,2024-06-06 14:26:54,0,0,116,1802
21184,2024-06-06 14:27:54,0,0,107,1802
21185,2024-06-06 14:28:54,0,0,107,1803
21186,2024-06-06 14:29:54,0,0,105,1801
21187,2024-06-06 14:30:54,0,0,109,1801
21188,2024-06-06 14:31:54,1800,31,128,1800
21189,2024-06-06 14:32:54,1800,31,115,1800
21190,2024-06-06 14:33:54,1800,31,101,1802
21191,2024-06-06 14:34:55,1801,31,103,1800
21192,2024-06-06 14:35:54,1800,31,104,1800
21193,2024-06-06 14:36:54,1800,31,101,1802
21194,2024-06-06 14:37:55,1799,31,120,1800
21195,2024-06-06 14:38:55,1802,50,112,1802
21196,2024-06-06 14:39:55,1801,98,99,1803
21197,2024-06-06 14:40:54,1802,96,102,1804
21198,2024-06-06 14:41:54,1802,96,92,1802
21199,2024-06-06 14:42:54,1802,94,95,1802
21200,2024-06-06 14:43:54,1802,95,96,1802
21201,2024-06-06 14:44:55,1802,87,99,1802
21202,2024-06-06 14:45:54,1802,91,102,1801
21203,2024-06-06 14:46:54,1800,83,97,1802
21204,2024-06-06 14:47:54,1802,80,92,1802
21205,2024-06-06 14:48:54,1802,84,94,1802
21206,2024-06-06 14:49:55,1802,89,102,1802
21207,2024-06-06 14:50:54,1803,89,100,1802
21208,2024-06-06 14:51:54,1802,97,103,1802
21209,2024-06-06 14:52:54,1802,77,91,1802
21210,2024-06-06 14:53:54,1801,89,99,1800
21211,2024-06-06 14:54:54,1802,94,107,1800
21212,2024-06-06 14:55:55,1800,114,125,1798
21213,2024-06-06 14:56:54,1801,102,112,1800
21214,2024-06-06 14:57:54,1800,106,110,1800
21215,2024-06-06 14:58:55,1798,98,109,1800
21216,2024-06-06 15:00:54,1788,212,227,1785
21217,2024-06-06 15:01:54,1795,134,156,1796
21218,2024-06-06 15:02:55,1806,88,107,1802
21219,2024-06-06 15:03:54,1797,140,154,1796
21220,2024-06-06 15:04:54,1804,140,135,1800
21221,2024-06-06 15:05:54,1800,103,106,1800
21222,2024-06-06 15:06:55,1804,102,111,1805
21223,2024-06-06 15:07:54,1803,108,118,1802
21224,2024-06-06 15:08:54,1803,100,107,1802
21225,2024-06-06 15:09:54,1804,97,108,1802
21226,2024-06-06 15:10:54,1802,116,118,1802
21227,2024-06-06 15:11:55,1802,102,111,1802
21228,2024-06-06 15:12:55,1807,93,107,1804
21229,2024-06-06 15:13:55,1805,105,110,1802
21230,2024-06-06 15:14:54,1803,108,115,1801
21231,2024-06-06 15:15:54,1800,114,117,1803
21232,2024-06-06 15:16:54,1801,106,116,1803
21233,2024-06-06 15:17:55,1804,102,113,1802
21234,2024-06-06 15:18:55,1804,94,108,1803
21235,2024-06-06 15:19:54,1806,94,108,1806
21236,2024-06-06 15:20:55,1804,83,95,1805
21237,2024-06-06 15:21:54,1804,88,95,1803
21238,2024-06-06 15:22:54,1802,86,96,1803
21239,2024-06-06 15:23:54,1802,97,107,1800
21240,2024-06-06 15:24:54,1800,90,97,1800
21241,2024-06-06 15:25:54,1804,89,96,1802
21242,2024-06-06 15:26:54,1802,84,94,1802
21243,2024-06-06 15:27:54,1803,83,94,1802
21244,2024-06-06 15:28:54,1804,87,99,1803
21245,2024-06-06 15:29:55,1802,83,92,1804
21246,2024-06-06 15:30:54,1802,88,95,1802
21247,2024-06-06 15:31:54,1802,88,96,1804
21248,2024-06-06 15:32:54,1803,84,95,1802
21249,2024-06-06 15:33:54,1802,85,96,1800
21250,2024-06-06 15:34:54,1800,84,96,1800
21251,2024-06-06 15:35:54,1802,86,99,1803
21252,2024-06-06 15:36:54,1803,82,93,1806
21253,2024-06-06 15:37:54,1802,86,96,1803
21254,2024-06-06 15:38:54,1803,90,100,1802
21255,2024-06-06 15:39:54,1803,88,97,1804
21256,2024-06-06 15:40:54,1801,91,103,1802
21257,2024-06-06 15:41:54,1803,91,97,1802
21258,2024-06-06 15:42:54,1804,90,99,1803
21259,2024-06-06 15:43:54,1802,88,100,1800
21260,2024-06-06 15:44:54,1800,85,96,1800
21261,2024-06-06 15:45:54,1803,82,92,1806
21262,2024-06-06 15:46:55,1807,84,95,1805
21263,2024-06-06 15:47:54,1806,84,94,1803
21264,2024-06-06 15:48:54,1805,84,95,1805
21265,2024-06-06 15:49:54,1805,83,94,1805
21266,2024-06-06 15:50:54,1804,83,93,1803
21267,2024-06-06 15:51:54,1803,86,94,1803
21268,2024-06-06 15:52:55,1803,84,95,1804
21269,2024-06-06 15:53:54,1804,81,96,1805
21270,2024-06-06 15:54:54,1800,85,95,1804
21271,2024-06-06 15:55:54,1804,83,97,1804
21272,2024-06-06 15:56:54,1805,85,96,1805
21273,2024-06-06 15:57:54,1803,80,98,1803
21274,2024-06-06 15:58:55,1804,80,94,1806
21275,2024-06-06 16:00:55,1802,83,96,1804
21276,2024-06-06 16:01:54,1803,86,95,1803
21277,2024-06-06 16:02:54,1802,85,96,1800
21278,2024-06-06 16:03:54,1803,80,90,1800
21279,2024-06-06 16:04:54,1800,83,93,1803
21280,2024-06-06 16:05:54,1804,82,94,1804
21281,2024-06-06 16:06:54,1803,81,92,1804
21282,2024-06-06 16:07:54,1804,80,94,1803
21283,2024-06-06 16:08:54,1805,81,93,1804
21284,2024-06-06 16:09:54,1804,82,92,1802
21285,2024-06-06 16:10:54,1804,82,94,1803
21286,2024-06-06 16:11:54,1805,86,89,1802
21287,2024-06-06 16:12:55,1804,83,94,1800
21288,2024-06-06 16:13:54,1800,82,94,1800
21289,2024-06-06 16:14:54,1800,83,95,1803
21290,2024-06-06 16:15:54,1802,80,92,1805
21291,2024-06-06 16:16:54,1803,80,95,1803
21292,2024-06-06 16:17:54,1804,80,91,1805
21293,2024-06-06 16:18:54,1806,80,94,1806
21294,2024-06-06 16:19:54,1802,87,98,1802
21295,2024-06-06 16:20:54,1805,91,99,1807
21296,2024-06-06 16:21:54,1804,79,91,1804
21297,2024-06-06 16:22:54,1802,83,92,1800
21298,2024-06-06 16:23:54,1804,79,91,1805
21299,2024-06-06 16:24:54,1800,89,100,1802
21300,2024-06-06 16:25:54,1802,89,93,1803
21301,2024-06-06 16:26:54,1800,101,112,1803
21302,2024-06-06 16:27:54,1802,89,102,1802
21303,2024-06-06 16:28:54,1803,80,90,1803
21304,2024-06-06 16:29:54,1802,94,100,1802
21305,2024-06-06 16:30:54,1801,96,109,1802
21306,2024-06-06 16:31:55,1803,96,107,1802
21307,2024-06-06 16:32:54,1802,83,94,1800
21308,2024-06-06 16:33:54,1804,82,92,1800
21309,2024-06-06 16:34:54,1800,82,92,1804
21310,2024-06-06 16:35:54,1802,86,91,1802
21311,2024-06-06 16:36:54,1803,94,106,1803
21312,2024-06-06 16:37:54,1804,85,96,1803
21313,2024-06-06 16:38:54,1803,81,94,1804
21314,2024-06-06 16:39:54,1803,86,95,1804
21315,2024-06-06 16:40:54,1806,87,93,1804
21316,2024-06-06 16:41:54,1805,86,93,1805
21317,2024-06-06 16:42:54,1808,85,92,1805
21318,2024-06-06 16:43:54,1800,91,98,1802
21319,2024-06-06 16:44:54,1800,89,94,1804
21320,2024-06-06 16:45:55,1803,85,96,1805
21321,2024-06-06 16:46:54,1800,96,108,1800
21322,2024-06-06 16:47:55,1800,101,114,1800
21323,2024-06-06 16:48:54,1802,104,116,1798
21324,2024-06-06 16:49:54,1799,102,112,1799
21325,2024-06-06 16:50:54,1801,100,105,1800
21326,2024-06-06 16:51:55,1802,98,103,1801
21327,2024-06-06 16:52:54,1799,98,107,1800
21328,2024-06-06 16:53:54,1800,102,108,1801
21329,2024-06-06 16:54:55,1802,99,105,1802
21330,2024-06-06 16:55:55,1799,96,107,1801
21331,2024-06-06 16:56:54,1807,168,111,1805
21332,2024-06-06 16:57:54,1794,164,183,1794
21333,2024-06-06 16:58:54,1805,100,105,1801
21334,2024-06-06 17:00:54,1802,165,164,1802
21335,2024-06-06 17:01:54,1804,115,114,1808
21336,2024-06-06 17:02:54,1803,110,120,1800
21337,2024-06-06 17:03:55,1805,107,115,1804
21338,2024-06-06 17:04:54,1805,146,143,1805
21339,2024-06-06 17:05:54,1801,117,123,1801
21340,2024-06-06 17:06:54,1806,83,95,1806
21341,2024-06-06 17:07:54,1807,84,94,1802
21342,2024-06-06 17:08:54,1802,93,105,1802
21343,2024-06-06 17:09:55,1802,90,104,1802
21344,2024-06-06 17:10:54,1802,105,31,1806
21345,2024-06-06 17:11:54,1806,96,31,1800
21346,2024-06-06 17:12:54,1803,97,31,1800
21347,2024-06-06 17:13:54,1800,100,31,1805
21348,2024-06-06 17:14:54,1806,97,31,1808
21349,2024-06-06 17:15:55,1805,97,0,0
21350,2024-06-06 17:16:54,1802,124,0,0
21351,2024-06-06 17:17:55,1801,101,0,0
21352,2024-06-06 17:18:54,1803,104,0,0
21353,2024-06-06 17:19:54,1802,99,0,0
21354,2024-06-06 17:20:55,1803,102,0,0
21355,2024-06-06 17:21:54,1804,104,0,0
21356,2024-06-06 17:22:54,1802,105,0,0
21357,2024-06-06 17:23:54,1802,94,0,0
21358,2024-06-06 17:24:54,1803,103,0,0
21359,2024-06-06 17:25:54,1801,95,0,0
21360,2024-06-06 17:26:54,1806,97,0,0
21361,2024-06-06 17:27:54,1804,102,0,0
21362,2024-06-06 17:28:54,1803,102,0,0
21363,2024-06-06 17:29:54,1804,101,0,0
21364,2024-06-06 17:30:54,1804,97,0,0
21365,2024-06-06 17:31:54,1803,96,0,0
21366,2024-06-06 17:32:54,1802,107,0,0
21367,2024-06-06 17:33:54,1804,105,0,0
21368,2024-06-06 17:34:54,1802,99,0,0
21369,2024-06-06 17:35:54,1803,91,0,0
21370,2024-06-06 17:36:54,1802,97,0,0
21371,2024-06-06 17:37:54,1802,95,0,0
21372,2024-06-06 17:38:54,1805,98,0,0
21373,2024-06-06 17:39:54,1806,95,0,0
21374,2024-06-06 17:40:54,1802,96,0,8
21375,2024-06-06 17:41:54,1802,95,0,0
21376,2024-06-06 17:42:54,1800,95,0,0
21377,2024-06-06 17:43:54,1800,95,0,0
21378,2024-06-06 17:44:54,1802,94,0,0
21379,2024-06-06 17:45:54,1803,93,0,0
21380,2024-06-06 17:46:54,1802,95,0,0
21381,2024-06-06 17:47:54,1802,94,0,0
21382,2024-06-06 17:48:54,1801,88,0,0
21383,2024-06-06 17:49:54,1802,92,0,0
21384,2024-06-06 17:50:54,1802,91,0,8
21385,2024-06-06 17:51:55,1802,93,0,0
21386,2024-06-06 17:52:54,1802,91,0,0
21387,2024-06-06 17:53:54,1804,92,0,0
21388,2024-06-06 17:54:54,1802,94,0,0
21389,2024-06-06 17:55:54,1804,90,0,0
21390,2024-06-06 17:56:54,1803,91,0,0
21391,2024-06-06 17:57:54,1802,91,0,0
21392,2024-06-06 17:58:54,1802,92,0,0
21393,2024-06-06 18:00:54,1802,95,0,8
21394,2024-06-06 18:01:54,1802,95,0,8
21395,2024-06-06 18:02:55,1800,93,0,0
21396,2024-06-06 18:03:54,1802,90,0,0
21397,2024-06-06 18:04:55,1803,91,0,0
21398,2024-06-06 18:05:54,1803,90,0,0
21399,2024-06-06 18:06:54,1803,94,0,0
21400,2024-06-06 18:07:54,1802,93,0,0
21401,2024-06-06 18:08:54,1805,95,0,0
21402,2024-06-06 18:09:54,1801,96,0,0
21403,2024-06-06 18:10:54,1803,94,0,0
21404,2024-06-06 18:11:54,1800,95,0,8
21405,2024-06-06 18:12:54,1802,96,0,0
21406,2024-06-06 18:13:54,1802,94,0,0
21407,2024-06-06 18:14:54,1802,95,0,0
21408,2024-06-06 18:15:54,1802,95,0,0
21409,2024-06-06 18:16:54,1802,97,0,0
21410,2024-06-06 18:17:54,1802,95,0,0
21411,2024-06-06 18:18:54,1802,95,0,0
21412,2024-06-06 18:19:55,1802,94,0,0
21413,2024-06-06 18:20:54,1802,96,0,8
21414,2024-06-06 18:21:55,1800,93,0,0
21415,2024-06-06 18:22:54,1801,89,0,0
21416,2024-06-06 18:23:54,1802,93,0,0
21417,2024-06-06 18:24:54,1804,94,0,0
21418,2024-06-06 18:25:54,1803,91,0,0
21419,2024-06-06 18:26:54,1806,93,0,0
21420,2024-06-06 18:27:54,1802,91,0,0
21421,2024-06-06 18:28:54,1802,93,0,0
21422,2024-06-06 18:29:54,1804,92,0,0
21423,2024-06-06 18:30:54,1804,90,0,8
21424,2024-06-06 18:31:54,1800,91,0,0
21425,2024-06-06 18:32:54,1800,92,0,0
21426,2024-06-06 18:33:54,1803,87,0,0
21427,2024-06-06 18:34:54,1802,92,0,0
21428,2024-06-06 18:35:54,1802,92,0,0
21429,2024-06-06 18:36:54,1802,89,0,0
21430,2024-06-06 18:37:54,1802,92,0,0
21431,2024-06-06 18:38:54,1802,89,0,0
21432,2024-06-06 18:39:54,1802,92,0,8
21433,2024-06-06 18:40:54,1802,92,0,8
21434,2024-06-06 18:41:54,1800,93,0,0
21435,2024-06-06 18:42:54,1802,91,0,0
21436,2024-06-06 18:43:54,1802,92,0,0
21437,2024-06-06 18:44:54,1803,93,0,0
21438,2024-06-06 18:45:54,1802,93,0,0
21439,2024-06-06 18:46:54,1802,94,0,0
21440,2024-06-06 18:47:54,1802,92,0,0
21441,2024-06-06 18:48:54,1802,98,0,0
21442,2024-06-06 18:49:54,1802,92,0,0
21443,2024-06-06 18:50:54,1802,92,0,0
21444,2024-06-06 18:51:54,1800,99,0,0
21445,2024-06-06 18:52:54,1802,98,0,0
21446,2024-06-06 18:53:54,1803,98,0,0
21447,2024-06-06 18:54:54,1802,102,0,0
21448,2024-06-06 18:55:54,1802,101,0,0
21449,2024-06-06 18:56:54,1802,98,0,0
21450,2024-06-06 18:57:54,1801,98,0,0
21451,2024-06-06 18:58:54,1802,94,0,0
21452,2024-06-06 19:00:54,1802,95,0,0
21453,2024-06-06 19:01:54,1800,96,0,0
21454,2024-06-06 19:02:54,1801,93,0,0
21455,2024-06-06 19:03:54,1802,94,0,0
21456,2024-06-06 19:04:54,1802,92,0,0
21457,2024-06-06 19:05:54,1803,92,0,0
21458,2024-06-06 19:06:54,1802,94,0,0
21459,2024-06-06 19:07:54,1802,94,0,0
21460,2024-06-06 19:08:54,1802,94,0,0
21461,2024-06-06 19:09:54,1802,94,0,8
21462,2024-06-06 19:10:54,1800,94,0,0
21463,2024-06-06 19:11:54,1802,95,0,0
21464,2024-06-06 19:12:54,1803,93,0,0
21465,2024-06-06 19:13:54,1802,94,0,0
21466,2024-06-06 19:14:55,1802,94,0,0
21467,2024-06-06 19:15:54,1802,95,0,0
21468,2024-06-06 19:16:54,1802,96,0,0
21469,2024-06-06 19:17:54,1802,93,0,0
21470,2024-06-06 19:18:54,1805,94,0,0
21471,2024-06-06 19:19:54,1802,93,0,8
21472,2024-06-06 19:20:54,1800,95,0,0
21473,2024-06-06 19:21:54,1800,90,0,0
21474,2024-06-06 19:22:54,1804,96,0,0
21475,2024-06-06 19:23:54,1804,91,0,0
21476,2024-06-06 19:24:54,1802,93,0,0
21477,2024-06-06 19:25:54,1803,91,0,0
21478,2024-06-06 19:26:54,1804,93,0,0
21479,2024-06-06 19:27:54,1802,92,0,0
21480,2024-06-06 19:28:54,1805,95,0,0
21481,2024-06-06 19:29:54,1802,92,0,8
21482,2024-06-06 19:30:54,1802,95,0,0
21483,2024-06-06 19:31:54,1800,97,0,0
21484,2024-06-06 19:32:54,1802,97,0,0
21485,2024-06-06 19:33:54,1802,97,0,0
