index,PLC_point0_value,PLC_point1_value,PLC_point7_value,PLC_point5_value,PLC_point8_value,PLC_point4_value,PLC_point3_value,PLC_point2_value,PLC_point6_value,csvTime,deploy_retrieve_status
2276,error,error,error,error,error,error,error,error,error,2024-09-26 14:34:33,false
2277,error,error,error,error,error,error,error,error,error,2024-09-26 14:35:33,false
2278,error,error,error,error,error,error,error,error,error,2024-09-26 14:36:33,false
2279,error,error,error,error,error,error,error,error,error,2024-09-26 14:37:33,false
2280,error,error,error,error,error,error,error,error,error,2024-09-26 14:38:33,false
2281,error,error,error,error,error,error,error,error,error,2024-09-26 14:39:33,false
2282,error,error,error,error,error,error,error,error,error,2024-09-26 14:40:33,false
2283,error,error,error,error,error,error,error,error,error,2024-09-26 14:41:33,false
2284,error,error,error,error,error,error,error,error,error,2024-09-26 14:42:33,false
2285,error,error,error,error,error,error,error,error,error,2024-09-26 14:43:33,false
2286,error,error,error,error,error,error,error,error,error,2024-09-26 14:44:33,false
2287,error,error,error,error,error,error,error,error,error,2024-09-26 14:45:33,false
2288,error,error,error,error,error,error,error,error,error,2024-09-26 14:46:33,false
2289,error,error,error,error,error,error,error,error,error,2024-09-26 14:47:33,false
2290,error,error,error,error,error,error,error,error,error,2024-09-26 14:48:33,false
2291,error,error,error,error,error,error,error,error,error,2024-09-26 14:49:33,false
2292,error,error,error,error,error,error,error,error,error,2024-09-26 14:50:33,false
2293,error,error,error,error,error,error,error,error,error,2024-09-26 14:51:33,false
2294,error,error,error,error,error,error,error,error,error,2024-09-26 14:52:33,false
2295,error,error,error,error,error,error,error,error,error,2024-09-26 14:53:33,false
2296,error,error,error,error,error,error,error,error,error,2024-09-26 14:54:33,false
2297,error,error,error,error,error,error,error,error,error,2024-09-26 14:55:33,false
2298,error,error,error,error,error,error,error,error,error,2024-09-26 14:56:33,false
2299,error,error,error,error,error,error,error,error,error,2024-09-26 14:57:33,false
2300,error,error,error,error,error,error,error,error,error,2024-09-26 14:58:33,false
2301,error,error,error,error,error,error,error,error,error,2024-09-26 15:00:33,false
2302,error,error,error,error,error,error,error,error,error,2024-09-26 15:01:33,false
2303,error,error,error,error,error,error,error,error,error,2024-09-26 15:02:33,false
2304,error,error,error,error,error,error,error,error,error,2024-09-26 15:03:33,false
2305,error,error,error,error,error,error,error,error,error,2024-09-26 15:04:33,false
2306,error,error,error,error,error,error,error,error,error,2024-09-26 15:05:33,false
2307,error,error,error,error,error,error,error,error,error,2024-09-26 15:06:33,false
2308,error,error,error,error,error,error,error,error,error,2024-09-26 15:07:33,false
2309,error,error,error,error,error,error,error,error,error,2024-09-26 15:08:33,false
2310,error,error,error,error,error,error,error,error,error,2024-09-26 15:09:33,false
2311,error,error,error,error,error,error,error,error,error,2024-09-26 15:10:33,false
2312,error,error,error,error,error,error,error,error,error,2024-09-26 15:11:33,false
2313,error,error,error,error,error,error,error,error,error,2024-09-26 15:12:33,false
2314,error,error,error,error,error,error,error,error,error,2024-09-26 15:13:33,false
2315,error,error,error,error,error,error,error,error,error,2024-09-26 15:14:33,false
2316,error,error,error,error,error,error,error,error,error,2024-09-26 15:15:33,false
2317,error,error,error,error,error,error,error,error,error,2024-09-26 15:16:33,false
2318,error,error,error,error,error,error,error,error,error,2024-09-26 15:17:33,false
2319,error,error,error,error,error,error,error,error,error,2024-09-26 15:18:33,false
2320,error,error,error,error,error,error,error,error,error,2024-09-26 15:19:33,false
2321,error,error,error,error,error,error,error,error,error,2024-09-26 15:20:33,false
2322,error,error,error,error,error,error,error,error,error,2024-09-26 15:21:33,false
2323,error,error,error,error,error,error,error,error,error,2024-09-26 15:22:33,false
2324,error,error,error,error,error,error,error,error,error,2024-09-26 15:23:33,false
2325,error,error,error,error,error,error,error,error,error,2024-09-26 15:24:33,false
2326,error,error,error,error,error,error,error,error,error,2024-09-26 15:25:33,false
2327,error,error,error,error,error,error,error,error,error,2024-09-26 15:26:33,false
2328,error,error,error,error,error,error,error,error,error,2024-09-26 15:27:33,false
2329,error,error,error,error,error,error,error,error,error,2024-09-26 15:28:33,false
2330,error,error,error,error,error,error,error,error,error,2024-09-26 15:29:33,false
2331,error,error,error,error,error,error,error,error,error,2024-09-26 15:30:33,false
2332,error,error,error,error,error,error,error,error,error,2024-09-26 15:31:33,false
2333,error,error,error,error,error,error,error,error,error,2024-09-26 15:32:33,false
2334,error,error,error,error,error,error,error,error,error,2024-09-26 15:33:33,false
2335,error,error,error,error,error,error,error,error,error,2024-09-26 15:34:33,false
2336,error,error,error,error,error,error,error,error,error,2024-09-26 15:35:33,false
2337,error,error,error,error,error,error,error,error,error,2024-09-26 15:36:33,false
2338,error,error,error,error,error,error,error,error,error,2024-09-26 15:37:33,false
2339,error,error,error,error,error,error,error,error,error,2024-09-26 15:38:33,false
2340,error,error,error,error,error,error,error,error,error,2024-09-26 15:39:33,false
2341,error,error,error,error,error,error,error,error,error,2024-09-26 15:40:33,false
2342,error,error,error,error,error,error,error,error,error,2024-09-26 15:41:33,false
2343,error,error,error,error,error,error,error,error,error,2024-09-26 15:42:33,false
2344,error,error,error,error,error,error,error,error,error,2024-09-26 15:43:33,false
2345,error,error,error,error,error,error,error,error,error,2024-09-26 15:44:33,false
2346,error,error,error,error,error,error,error,error,error,2024-09-26 15:45:33,false
2347,error,error,error,error,error,error,error,error,error,2024-09-26 15:46:33,false
2348,error,error,error,error,error,error,error,error,error,2024-09-26 15:47:33,false
2349,error,error,error,error,error,error,error,error,error,2024-09-26 15:48:33,false
2350,error,error,error,error,error,error,error,error,error,2024-09-26 15:49:33,false
2351,error,error,error,error,error,error,error,error,error,2024-09-26 15:50:33,false
2352,error,error,error,error,error,error,error,error,error,2024-09-26 15:51:33,false
2353,error,error,error,error,error,error,error,error,error,2024-09-26 15:52:33,false
2354,error,error,error,error,error,error,error,error,error,2024-09-26 15:53:33,false
2355,error,error,error,error,error,error,error,error,error,2024-09-26 15:54:33,false
2356,error,error,error,error,error,error,error,error,error,2024-09-26 15:55:33,false
2357,error,error,error,error,error,error,error,error,error,2024-09-26 15:56:33,false
2358,error,error,error,error,error,error,error,error,error,2024-09-26 15:57:33,false
2359,error,error,error,error,error,error,error,error,error,2024-09-26 15:58:33,false
2360,error,error,error,error,error,error,error,error,error,2024-09-26 16:00:33,false
2361,error,error,error,error,error,error,error,error,error,2024-09-26 16:01:33,false
2362,error,error,error,error,error,error,error,error,error,2024-09-26 16:02:33,false
2363,error,error,error,error,error,error,error,error,error,2024-09-26 16:03:33,false
2364,error,error,error,error,error,error,error,error,error,2024-09-26 16:04:33,false
2365,error,error,error,error,error,error,error,error,error,2024-09-26 16:05:33,false
2366,error,error,error,error,error,error,error,error,error,2024-09-26 16:06:33,false
2367,error,error,error,error,error,error,error,error,error,2024-09-26 16:07:33,false
2368,error,error,error,error,error,error,error,error,error,2024-09-26 16:08:33,false
2369,error,error,error,error,error,error,error,error,error,2024-09-26 16:09:33,false
2370,error,error,error,error,error,error,error,error,error,2024-09-26 16:10:33,false
2371,error,error,error,error,error,error,error,error,error,2024-09-26 16:11:33,false
2372,error,error,error,error,error,error,error,error,error,2024-09-26 16:12:33,false
2373,error,error,error,error,error,error,error,error,error,2024-09-26 16:13:33,false
2374,error,error,error,error,error,error,error,error,error,2024-09-26 16:14:33,false
2375,error,error,error,error,error,error,error,error,error,2024-09-26 16:15:33,false
2376,error,error,error,error,error,error,error,error,error,2024-09-26 16:16:33,false
2377,error,error,error,error,error,error,error,error,error,2024-09-26 16:17:33,false
2378,error,error,error,error,error,error,error,error,error,2024-09-26 16:18:33,false
2379,error,error,error,error,error,error,error,error,error,2024-09-26 16:19:33,false
2380,error,error,error,error,error,error,error,error,error,2024-09-26 16:20:33,false
2381,error,error,error,error,error,error,error,error,error,2024-09-26 16:21:33,false
2382,error,error,error,error,error,error,error,error,error,2024-09-26 16:22:33,false
2383,error,error,error,error,error,error,error,error,error,2024-09-26 16:23:33,false
2384,error,error,error,error,error,error,error,error,error,2024-09-26 16:24:33,false
2385,error,error,error,error,error,error,error,error,error,2024-09-26 16:25:33,false
2386,error,error,error,error,error,error,error,error,error,2024-09-26 16:26:33,false
2387,error,error,error,error,error,error,error,error,error,2024-09-26 16:27:33,false
2388,error,error,error,error,error,error,error,error,error,2024-09-26 16:28:33,false
2389,error,error,error,error,error,error,error,error,error,2024-09-26 16:29:33,false
2390,error,error,error,error,error,error,error,error,error,2024-09-26 16:30:33,false
2391,error,error,error,error,error,error,error,error,error,2024-09-26 16:31:33,false
2392,error,error,error,error,error,error,error,error,error,2024-09-26 16:32:33,false
2393,error,error,error,error,error,error,error,error,error,2024-09-26 16:33:33,false
2394,error,error,error,error,error,error,error,error,error,2024-09-26 16:34:33,false
2395,error,error,error,error,error,error,error,error,error,2024-09-26 16:35:33,false
2396,error,error,error,error,error,error,error,error,error,2024-09-26 16:36:33,false
2397,error,error,error,error,error,error,error,error,error,2024-09-26 16:37:33,false
2398,error,error,error,error,error,error,error,error,error,2024-09-26 16:38:33,false
2399,error,error,error,error,error,error,error,error,error,2024-09-26 16:39:33,false
2400,error,error,error,error,error,error,error,error,error,2024-09-26 16:40:33,false
2401,error,error,error,error,error,error,error,error,error,2024-09-26 16:41:33,false
2402,error,error,error,error,error,error,error,error,error,2024-09-26 16:42:33,false
2403,error,error,error,error,error,error,error,error,error,2024-09-26 16:43:33,false
2404,error,error,error,error,error,error,error,error,error,2024-09-26 16:44:33,false
2405,error,error,error,error,error,error,error,error,error,2024-09-26 16:45:33,false
2406,error,error,error,error,error,error,error,error,error,2024-09-26 16:46:33,false
2407,error,error,error,error,error,error,error,error,error,2024-09-26 16:47:33,false
2408,error,error,error,error,error,error,error,error,error,2024-09-26 16:48:33,false
2409,error,error,error,error,error,error,error,error,error,2024-09-26 16:49:33,false
2410,error,error,error,error,error,error,error,error,error,2024-09-26 16:50:33,false
2411,error,error,error,error,error,error,error,error,error,2024-09-26 16:51:33,false
2412,error,error,error,error,error,error,error,error,error,2024-09-26 16:52:33,false
2413,error,error,error,error,error,error,error,error,error,2024-09-26 16:53:33,false
2414,error,error,error,error,error,error,error,error,error,2024-09-26 16:54:33,false
2415,error,error,error,error,error,error,error,error,error,2024-09-26 16:55:33,false
2416,error,error,error,error,error,error,error,error,error,2024-09-26 16:56:33,false
2417,error,error,error,error,error,error,error,error,error,2024-09-26 16:57:33,false
2418,error,error,error,error,error,error,error,error,error,2024-09-26 16:58:33,false
2419,error,error,error,error,error,error,error,error,error,2024-09-26 17:00:33,false
2420,error,error,error,error,error,error,error,error,error,2024-09-26 17:01:33,false
2421,error,error,error,error,error,error,error,error,error,2024-09-26 17:02:33,false
2422,error,error,error,error,error,error,error,error,error,2024-09-26 17:03:33,false
2423,error,error,error,error,error,error,error,error,error,2024-09-26 17:04:33,false
2424,error,error,error,error,error,error,error,error,error,2024-09-26 17:05:33,false
2425,error,error,error,error,error,error,error,error,error,2024-09-26 17:06:33,false
2426,error,error,error,error,error,error,error,error,error,2024-09-26 17:07:33,false
2427,error,error,error,error,error,error,error,error,error,2024-09-26 17:08:33,false
2428,error,error,error,error,error,error,error,error,error,2024-09-26 17:09:33,false
2429,error,error,error,error,error,error,error,error,error,2024-09-26 17:10:33,false
2430,error,error,error,error,error,error,error,error,error,2024-09-26 17:11:33,false
2431,error,error,error,error,error,error,error,error,error,2024-09-26 17:12:33,false
2432,error,error,error,error,error,error,error,error,error,2024-09-26 17:13:33,false
2433,error,error,error,error,error,error,error,error,error,2024-09-26 17:14:33,false
2434,error,error,error,error,error,error,error,error,error,2024-09-26 17:15:33,false
2435,error,error,error,error,error,error,error,error,error,2024-09-26 17:16:33,false
2436,error,error,error,error,error,error,error,error,error,2024-09-26 17:17:33,false
2437,error,error,error,error,error,error,error,error,error,2024-09-26 17:18:33,false
2438,error,error,error,error,error,error,error,error,error,2024-09-26 17:19:33,false
2439,error,error,error,error,error,error,error,error,error,2024-09-26 17:20:33,false
2440,error,error,error,error,error,error,error,error,error,2024-09-26 17:21:33,false
2441,error,error,error,error,error,error,error,error,error,2024-09-26 17:22:33,false
2442,error,error,error,error,error,error,error,error,error,2024-09-26 17:23:33,false
2443,error,error,error,error,error,error,error,error,error,2024-09-26 17:24:33,false
2444,error,error,error,error,error,error,error,error,error,2024-09-26 17:25:33,false
2445,error,error,error,error,error,error,error,error,error,2024-09-26 17:26:33,false
2446,error,error,error,error,error,error,error,error,error,2024-09-26 17:27:33,false
2447,error,error,error,error,error,error,error,error,error,2024-09-26 17:28:33,false
2448,error,error,error,error,error,error,error,error,error,2024-09-26 17:29:33,false
2449,error,error,error,error,error,error,error,error,error,2024-09-26 17:30:33,false
2450,error,error,error,error,error,error,error,error,error,2024-09-26 17:31:33,false
2451,error,error,error,error,error,error,error,error,error,2024-09-26 17:32:33,false
2452,error,error,error,error,error,error,error,error,error,2024-09-26 17:33:33,false
2453,error,error,error,error,error,error,error,error,error,2024-09-26 17:34:33,false
2454,error,error,error,error,error,error,error,error,error,2024-09-26 17:35:33,false
2455,error,error,error,error,error,error,error,error,error,2024-09-26 17:36:33,false
2456,error,error,error,error,error,error,error,error,error,2024-09-26 17:37:33,false
2457,error,error,error,error,error,error,error,error,error,2024-09-26 17:38:33,false
2458,error,error,error,error,error,error,error,error,error,2024-09-26 17:39:33,false
2459,error,error,error,error,error,error,error,error,error,2024-09-26 17:40:33,false
2460,error,error,error,error,error,error,error,error,error,2024-09-26 17:41:33,false
2461,error,error,error,error,error,error,error,error,error,2024-09-26 17:42:33,false
2462,error,error,error,error,error,error,error,error,error,2024-09-26 17:43:33,false
2463,error,error,error,error,error,error,error,error,error,2024-09-26 17:44:33,false
2464,error,error,error,error,error,error,error,error,error,2024-09-26 17:45:33,false
2465,error,error,error,error,error,error,error,error,error,2024-09-26 17:46:33,false
2466,error,error,error,error,error,error,error,error,error,2024-09-26 17:47:33,false
2467,error,error,error,error,error,error,error,error,error,2024-09-26 17:48:33,false
2468,error,error,error,error,error,error,error,error,error,2024-09-26 17:49:33,false
2469,error,error,error,error,error,error,error,error,error,2024-09-26 17:50:33,false
2470,error,error,error,error,error,error,error,error,error,2024-09-26 17:51:33,false
2471,error,error,error,error,error,error,error,error,error,2024-09-26 17:52:33,false
2472,error,error,error,error,error,error,error,error,error,2024-09-26 17:53:33,false
2473,error,error,error,error,error,error,error,error,error,2024-09-26 17:54:33,false
2474,error,error,error,error,error,error,error,error,error,2024-09-26 17:55:33,false
2475,error,error,error,error,error,error,error,error,error,2024-09-26 17:56:33,false
2476,error,error,error,error,error,error,error,error,error,2024-09-26 17:57:33,false
2477,error,error,error,error,error,error,error,error,error,2024-09-26 17:58:33,false
2478,error,error,error,error,error,error,error,error,error,2024-09-26 18:00:33,false
2479,error,error,error,error,error,error,error,error,error,2024-09-26 18:01:33,false
2480,error,error,error,error,error,error,error,error,error,2024-09-26 18:02:33,false
2481,error,error,error,error,error,error,error,error,error,2024-09-26 18:03:33,false
2482,error,error,error,error,error,error,error,error,error,2024-09-26 18:04:33,false
2483,error,error,error,error,error,error,error,error,error,2024-09-26 18:05:33,false
2484,error,error,error,error,error,error,error,error,error,2024-09-26 18:06:33,false
2485,error,error,error,error,error,error,error,error,error,2024-09-26 18:07:33,false
2486,error,error,error,error,error,error,error,error,error,2024-09-26 18:08:33,false
2487,error,error,error,error,error,error,error,error,error,2024-09-26 18:09:33,false
2488,error,error,error,error,error,error,error,error,error,2024-09-26 18:10:33,false
2489,error,error,error,error,error,error,error,error,error,2024-09-26 18:11:33,false
2490,error,error,error,error,error,error,error,error,error,2024-09-26 18:12:33,false
2491,error,error,error,error,error,error,error,error,error,2024-09-26 18:13:33,false
2492,error,error,error,error,error,error,error,error,error,2024-09-26 18:14:33,false
2493,error,error,error,error,error,error,error,error,error,2024-09-26 18:15:33,false
2494,error,error,error,error,error,error,error,error,error,2024-09-26 18:16:33,false
2495,error,error,error,error,error,error,error,error,error,2024-09-26 18:17:33,false
2496,error,error,error,error,error,error,error,error,error,2024-09-26 18:18:33,false
2497,error,error,error,error,error,error,error,error,error,2024-09-26 18:19:33,false
2498,error,error,error,error,error,error,error,error,error,2024-09-26 18:20:33,false
2499,error,error,error,error,error,error,error,error,error,2024-09-26 18:21:33,false
2500,error,error,error,error,error,error,error,error,error,2024-09-26 18:22:33,false
2501,error,error,error,error,error,error,error,error,error,2024-09-26 18:23:33,false
2502,error,error,error,error,error,error,error,error,error,2024-09-26 18:24:33,false
2503,error,error,error,error,error,error,error,error,error,2024-09-26 18:25:33,false
2504,error,error,error,error,error,error,error,error,error,2024-09-26 18:26:33,false
2505,error,error,error,error,error,error,error,error,error,2024-09-26 18:27:33,false
2506,error,error,error,error,error,error,error,error,error,2024-09-26 18:28:33,false
2507,error,error,error,error,error,error,error,error,error,2024-09-26 18:29:33,false
2508,error,error,error,error,error,error,error,error,error,2024-09-26 18:30:33,false
2509,error,error,error,error,error,error,error,error,error,2024-09-26 18:31:33,false
2510,error,error,error,error,error,error,error,error,error,2024-09-26 18:32:33,false
2511,error,error,error,error,error,error,error,error,error,2024-09-26 18:33:33,false
2512,error,error,error,error,error,error,error,error,error,2024-09-26 18:34:33,false
2513,error,error,error,error,error,error,error,error,error,2024-09-26 18:35:33,false
2514,error,error,error,error,error,error,error,error,error,2024-09-26 18:36:33,false
2515,error,error,error,error,error,error,error,error,error,2024-09-26 18:37:33,false
2516,error,error,error,error,error,error,error,error,error,2024-09-26 18:38:33,false
2517,error,error,error,error,error,error,error,error,error,2024-09-26 18:39:33,false
2518,error,error,error,error,error,error,error,error,error,2024-09-26 18:40:33,false
2519,error,error,error,error,error,error,error,error,error,2024-09-26 18:41:33,false
2520,error,error,error,error,error,error,error,error,error,2024-09-26 18:42:33,false
2521,error,error,error,error,error,error,error,error,error,2024-09-26 18:43:33,false
2522,error,error,error,error,error,error,error,error,error,2024-09-26 18:44:33,false
2523,error,error,error,error,error,error,error,error,error,2024-09-26 18:45:33,false
2524,error,error,error,error,error,error,error,error,error,2024-09-26 18:46:33,false
2525,error,error,error,error,error,error,error,error,error,2024-09-26 18:47:33,false
2526,error,error,error,error,error,error,error,error,error,2024-09-26 18:48:33,false
2527,error,error,error,error,error,error,error,error,error,2024-09-26 18:49:33,false
2528,error,error,error,error,error,error,error,error,error,2024-09-26 18:50:33,false
2529,error,error,error,error,error,error,error,error,error,2024-09-26 18:51:33,false
2530,error,error,error,error,error,error,error,error,error,2024-09-26 18:52:33,false
2531,error,error,error,error,error,error,error,error,error,2024-09-26 18:53:33,false
2532,error,error,error,error,error,error,error,error,error,2024-09-26 18:54:33,false
2533,error,error,error,error,error,error,error,error,error,2024-09-26 18:55:33,false
2534,error,error,error,error,error,error,error,error,error,2024-09-26 18:56:33,false
2535,error,error,error,error,error,error,error,error,error,2024-09-26 18:57:33,false
2536,error,error,error,error,error,error,error,error,error,2024-09-26 18:58:33,false
2537,error,error,error,error,error,error,error,error,error,2024-09-26 19:00:33,false
2538,error,error,error,error,error,error,error,error,error,2024-09-26 19:01:33,false
2539,error,error,error,error,error,error,error,error,error,2024-09-26 19:02:33,false
2540,error,error,error,error,error,error,error,error,error,2024-09-26 19:03:33,false
2541,error,error,error,error,error,error,error,error,error,2024-09-26 19:04:33,false
2542,error,error,error,error,error,error,error,error,error,2024-09-26 19:05:33,false
2543,error,error,error,error,error,error,error,error,error,2024-09-26 19:06:33,false
2544,error,error,error,error,error,error,error,error,error,2024-09-26 19:07:33,false
2545,error,error,error,error,error,error,error,error,error,2024-09-26 19:08:33,false
2546,error,error,error,error,error,error,error,error,error,2024-09-26 19:09:33,false
2547,error,error,error,error,error,error,error,error,error,2024-09-26 19:10:33,false
2548,error,error,error,error,error,error,error,error,error,2024-09-26 19:11:33,false
2549,error,error,error,error,error,error,error,error,error,2024-09-26 19:12:33,false
2550,error,error,error,error,error,error,error,error,error,2024-09-26 19:13:33,false
2551,error,error,error,error,error,error,error,error,error,2024-09-26 19:14:33,false
2552,error,error,error,error,error,error,error,error,error,2024-09-26 19:15:33,false
2553,error,error,error,error,error,error,error,error,error,2024-09-26 19:16:33,false
2554,error,error,error,error,error,error,error,error,error,2024-09-26 19:17:33,false
2555,error,error,error,error,error,error,error,error,error,2024-09-26 19:18:33,false
2556,error,error,error,error,error,error,error,error,error,2024-09-26 19:19:33,false
2557,error,error,error,error,error,error,error,error,error,2024-09-26 19:20:33,false
2558,error,error,error,error,error,error,error,error,error,2024-09-26 19:21:33,false
2559,error,error,error,error,error,error,error,error,error,2024-09-26 19:22:33,false
2560,error,error,error,error,error,error,error,error,error,2024-09-26 19:23:33,false
2561,error,error,error,error,error,error,error,error,error,2024-09-26 19:24:33,false
2562,error,error,error,error,error,error,error,error,error,2024-09-26 19:25:33,false
2563,error,error,error,error,error,error,error,error,error,2024-09-26 19:26:33,false
2564,error,error,error,error,error,error,error,error,error,2024-09-26 19:27:33,false
2565,error,error,error,error,error,error,error,error,error,2024-09-26 19:28:33,false
2566,error,error,error,error,error,error,error,error,error,2024-09-26 19:29:33,false
2567,error,error,error,error,error,error,error,error,error,2024-09-26 19:30:33,false
2568,error,error,error,error,error,error,error,error,error,2024-09-26 19:31:33,false
2569,error,error,error,error,error,error,error,error,error,2024-09-26 19:32:33,false
2570,error,error,error,error,error,error,error,error,error,2024-09-26 19:33:33,false
2571,error,error,error,error,error,error,error,error,error,2024-09-26 19:34:33,false
2572,error,error,error,error,error,error,error,error,error,2024-09-26 19:35:33,false
2573,error,error,error,error,error,error,error,error,error,2024-09-26 19:36:33,false
2574,error,error,error,error,error,error,error,error,error,2024-09-26 19:37:33,false
2575,error,error,error,error,error,error,error,error,error,2024-09-26 19:38:33,false
2576,error,error,error,error,error,error,error,error,error,2024-09-26 19:39:33,false
2577,error,error,error,error,error,error,error,error,error,2024-09-26 19:40:33,false
2578,error,error,error,error,error,error,error,error,error,2024-09-26 19:41:33,false
2579,error,error,error,error,error,error,error,error,error,2024-09-26 19:42:33,false
2580,error,error,error,error,error,error,error,error,error,2024-09-26 19:43:33,false
2581,error,error,error,error,error,error,error,error,error,2024-09-26 19:44:33,false
2582,error,error,error,error,error,error,error,error,error,2024-09-26 19:45:33,false
2583,error,error,error,error,error,error,error,error,error,2024-09-26 19:46:33,false
2584,error,error,error,error,error,error,error,error,error,2024-09-26 19:47:33,false
2585,error,error,error,error,error,error,error,error,error,2024-09-26 19:48:33,false
2586,error,error,error,error,error,error,error,error,error,2024-09-26 19:49:33,false
2587,error,error,error,error,error,error,error,error,error,2024-09-26 19:50:33,false
2588,error,error,error,error,error,error,error,error,error,2024-09-26 19:51:33,false
2589,error,error,error,error,error,error,error,error,error,2024-09-26 19:52:33,false
2590,error,error,error,error,error,error,error,error,error,2024-09-26 19:53:33,false
2591,error,error,error,error,error,error,error,error,error,2024-09-26 19:54:33,false
2592,error,error,error,error,error,error,error,error,error,2024-09-26 19:55:33,false
2593,error,error,error,error,error,error,error,error,error,2024-09-26 19:56:33,false
2594,error,error,error,error,error,error,error,error,error,2024-09-26 19:57:33,false
2595,error,error,error,error,error,error,error,error,error,2024-09-26 19:58:33,false
2596,error,error,error,error,error,error,error,error,error,2024-09-26 20:00:33,false
2597,error,error,error,error,error,error,error,error,error,2024-09-26 20:01:33,false
2598,error,error,error,error,error,error,error,error,error,2024-09-26 20:02:33,false
2599,error,error,error,error,error,error,error,error,error,2024-09-26 20:03:33,false
2600,error,error,error,error,error,error,error,error,error,2024-09-26 20:04:33,false
2601,error,error,error,error,error,error,error,error,error,2024-09-26 20:05:33,false
2602,error,error,error,error,error,error,error,error,error,2024-09-26 20:06:33,false
2603,error,error,error,error,error,error,error,error,error,2024-09-26 20:07:33,false
2604,error,error,error,error,error,error,error,error,error,2024-09-26 20:08:33,false
2605,error,error,error,error,error,error,error,error,error,2024-09-26 20:09:33,false
2606,error,error,error,error,error,error,error,error,error,2024-09-26 20:10:33,false
2607,error,error,error,error,error,error,error,error,error,2024-09-26 20:11:33,false
2608,error,error,error,error,error,error,error,error,error,2024-09-26 20:12:33,false
2609,error,error,error,error,error,error,error,error,error,2024-09-26 20:13:33,false
2610,error,error,error,error,error,error,error,error,error,2024-09-26 20:14:33,false
2611,error,error,error,error,error,error,error,error,error,2024-09-26 20:15:33,false
2612,error,error,error,error,error,error,error,error,error,2024-09-26 20:16:33,false
2613,error,error,error,error,error,error,error,error,error,2024-09-26 20:17:33,false
2614,error,error,error,error,error,error,error,error,error,2024-09-26 20:18:33,false
2615,error,error,error,error,error,error,error,error,error,2024-09-26 20:19:33,false
2616,error,error,error,error,error,error,error,error,error,2024-09-26 20:20:33,false
2617,error,error,error,error,error,error,error,error,error,2024-09-26 20:21:33,false
2618,error,error,error,error,error,error,error,error,error,2024-09-26 20:22:33,false
2619,error,error,error,error,error,error,error,error,error,2024-09-26 20:23:33,false
2620,error,error,error,error,error,error,error,error,error,2024-09-26 20:24:33,false
2621,error,error,error,error,error,error,error,error,error,2024-09-26 20:25:33,false
2622,error,error,error,error,error,error,error,error,error,2024-09-26 20:26:33,false
2623,error,error,error,error,error,error,error,error,error,2024-09-26 20:27:33,false
2624,error,error,error,error,error,error,error,error,error,2024-09-26 20:28:33,false
2625,error,error,error,error,error,error,error,error,error,2024-09-26 20:29:33,false
2626,error,error,error,error,error,error,error,error,error,2024-09-26 20:30:33,false
2627,error,error,error,error,error,error,error,error,error,2024-09-26 20:31:33,false
2628,error,error,error,error,error,error,error,error,error,2024-09-26 20:32:33,false
2629,error,error,error,error,error,error,error,error,error,2024-09-26 20:33:33,false
2630,error,error,error,error,error,error,error,error,error,2024-09-26 20:34:33,false
2631,error,error,error,error,error,error,error,error,error,2024-09-26 20:35:33,false
2632,error,error,error,error,error,error,error,error,error,2024-09-26 20:36:33,false
2633,error,error,error,error,error,error,error,error,error,2024-09-26 20:37:33,false
2634,error,error,error,error,error,error,error,error,error,2024-09-26 20:38:33,false
2635,error,error,error,error,error,error,error,error,error,2024-09-26 20:39:33,false
2636,error,error,error,error,error,error,error,error,error,2024-09-26 20:40:33,false
2637,error,error,error,error,error,error,error,error,error,2024-09-26 20:41:33,false
2638,error,error,error,error,error,error,error,error,error,2024-09-26 20:42:33,false
2639,error,error,error,error,error,error,error,error,error,2024-09-26 20:43:33,false
2640,error,error,error,error,error,error,error,error,error,2024-09-26 20:44:33,false
2641,error,error,error,error,error,error,error,error,error,2024-09-26 20:45:33,false
2642,error,error,error,error,error,error,error,error,error,2024-09-26 20:46:33,false
2643,error,error,error,error,error,error,error,error,error,2024-09-26 20:47:33,false
2644,error,error,error,error,error,error,error,error,error,2024-09-26 20:48:33,false
2645,error,error,error,error,error,error,error,error,error,2024-09-26 20:49:33,false
2646,error,error,error,error,error,error,error,error,error,2024-09-26 20:50:33,false
2647,error,error,error,error,error,error,error,error,error,2024-09-26 20:51:33,false
2648,error,error,error,error,error,error,error,error,error,2024-09-26 20:52:33,false
2649,error,error,error,error,error,error,error,error,error,2024-09-26 20:53:33,false
2650,error,error,error,error,error,error,error,error,error,2024-09-26 20:54:33,false
2651,error,error,error,error,error,error,error,error,error,2024-09-26 20:55:33,false
2652,error,error,error,error,error,error,error,error,error,2024-09-26 20:56:33,false
2653,error,error,error,error,error,error,error,error,error,2024-09-26 20:57:33,false
2654,error,error,error,error,error,error,error,error,error,2024-09-26 20:58:33,false
2655,error,error,error,error,error,error,error,error,error,2024-09-26 21:00:33,false
2656,error,error,error,error,error,error,error,error,error,2024-09-26 21:01:33,false
2657,error,error,error,error,error,error,error,error,error,2024-09-26 21:02:33,false
2658,error,error,error,error,error,error,error,error,error,2024-09-26 21:03:33,false
2659,error,error,error,error,error,error,error,error,error,2024-09-26 21:04:33,false
2660,error,error,error,error,error,error,error,error,error,2024-09-26 21:05:33,false
2661,error,error,error,error,error,error,error,error,error,2024-09-26 21:06:33,false
