Unnamed: 0,Ajia-0_v,Ajia-2_v,Ajia-1_v,Ajia-4_v,Ajia-3_v,Ajia-5_v,csvTime,status,check_current_presence,Operational_Status,ajia_0_v_extremes,date
9425,error,error,error,error,-1.0,-1.0,2024-05-25 23:44:49,False,False,未工作,0,2024-05-25
9426,error,error,error,error,-1.0,-1.0,2024-05-25 23:45:49,False,False,未工作,0,2024-05-25
9427,error,error,error,error,-1.0,-1.0,2024-05-25 23:46:49,False,False,未工作,0,2024-05-25
9428,error,error,error,error,-1.0,-1.0,2024-05-25 23:47:49,False,False,未工作,0,2024-05-25
9429,error,error,error,error,-1.0,-1.0,2024-05-25 23:48:49,False,False,未工作,0,2024-05-25
9430,error,error,error,error,-1.0,-1.0,2024-05-25 23:49:49,False,False,未工作,0,2024-05-25
9431,error,error,error,error,-1.0,-1.0,2024-05-25 23:50:49,False,False,未工作,0,2024-05-25
9432,error,error,error,error,-1.0,-1.0,2024-05-25 23:51:49,False,False,未工作,0,2024-05-25
9433,error,error,error,error,-1.0,-1.0,2024-05-25 23:52:49,False,False,未工作,0,2024-05-25
9434,error,error,error,error,-1.0,-1.0,2024-05-25 23:53:49,False,False,未工作,0,2024-05-25
9435,error,error,error,error,-1.0,-1.0,2024-05-25 23:54:49,False,False,未工作,0,2024-05-25
9436,error,error,error,error,-1.0,-1.0,2024-05-25 23:55:49,False,False,未工作,0,2024-05-25
9437,error,error,error,error,-1.0,-1.0,2024-05-25 23:56:49,False,False,未工作,0,2024-05-25
9438,error,error,error,error,-1.0,-1.0,2024-05-25 23:57:49,False,False,未工作,0,2024-05-25
9439,error,error,error,error,-1.0,-1.0,2024-05-25 23:58:49,False,False,未工作,0,2024-05-25
9440,error,error,error,error,-1.0,-1.0,2024-05-26 00:00:49,False,False,未工作,0,2024-05-26
9441,error,error,error,error,-1.0,-1.0,2024-05-26 00:01:49,False,False,未工作,0,2024-05-26
9442,error,error,error,error,-1.0,-1.0,2024-05-26 00:02:49,False,False,未工作,0,2024-05-26
9443,error,error,error,error,-1.0,-1.0,2024-05-26 00:03:49,False,False,未工作,0,2024-05-26
9444,error,error,error,error,-1.0,-1.0,2024-05-26 00:04:49,False,False,未工作,0,2024-05-26
9445,error,error,error,error,-1.0,-1.0,2024-05-26 00:05:49,False,False,未工作,0,2024-05-26
9446,error,error,error,error,-1.0,-1.0,2024-05-26 00:06:49,False,False,未工作,0,2024-05-26
9447,error,error,error,error,-1.0,-1.0,2024-05-26 00:07:49,False,False,未工作,0,2024-05-26
9448,error,error,error,error,-1.0,-1.0,2024-05-26 00:08:49,False,False,未工作,0,2024-05-26
9449,error,error,error,error,-1.0,-1.0,2024-05-26 00:09:49,False,False,未工作,0,2024-05-26
9450,error,error,error,error,-1.0,-1.0,2024-05-26 00:10:49,False,False,未工作,0,2024-05-26
9451,error,error,error,error,-1.0,-1.0,2024-05-26 00:11:49,False,False,未工作,0,2024-05-26
9452,error,error,error,error,-1.0,-1.0,2024-05-26 00:12:49,False,False,未工作,0,2024-05-26
9453,error,error,error,error,-1.0,-1.0,2024-05-26 00:13:49,False,False,未工作,0,2024-05-26
9454,error,error,error,error,-1.0,-1.0,2024-05-26 00:14:49,False,False,未工作,0,2024-05-26
9455,error,error,error,error,-1.0,-1.0,2024-05-26 00:15:49,False,False,未工作,0,2024-05-26
9456,error,error,error,error,-1.0,-1.0,2024-05-26 00:16:49,False,False,未工作,0,2024-05-26
9457,error,error,error,error,-1.0,-1.0,2024-05-26 00:17:49,False,False,未工作,0,2024-05-26
9458,error,error,error,error,-1.0,-1.0,2024-05-26 00:18:49,False,False,未工作,0,2024-05-26
9459,error,error,error,error,-1.0,-1.0,2024-05-26 00:19:49,False,False,未工作,0,2024-05-26
9460,error,error,error,error,-1.0,-1.0,2024-05-26 00:20:49,False,False,未工作,0,2024-05-26
9461,error,error,error,error,-1.0,-1.0,2024-05-26 00:21:49,False,False,未工作,0,2024-05-26
9462,error,error,error,error,-1.0,-1.0,2024-05-26 00:22:49,False,False,未工作,0,2024-05-26
9463,error,error,error,error,-1.0,-1.0,2024-05-26 00:23:49,False,False,未工作,0,2024-05-26
9464,error,error,error,error,-1.0,-1.0,2024-05-26 00:24:49,False,False,未工作,0,2024-05-26
9465,error,error,error,error,-1.0,-1.0,2024-05-26 00:25:49,False,False,未工作,0,2024-05-26
9466,error,error,error,error,-1.0,-1.0,2024-05-26 00:26:49,False,False,未工作,0,2024-05-26
9467,error,error,error,error,-1.0,-1.0,2024-05-26 00:27:49,False,False,未工作,0,2024-05-26
9468,error,error,error,error,-1.0,-1.0,2024-05-26 00:28:49,False,False,未工作,0,2024-05-26
9469,error,error,error,error,-1.0,-1.0,2024-05-26 00:29:49,False,False,未工作,0,2024-05-26
9470,error,error,error,error,-1.0,-1.0,2024-05-26 00:30:49,False,False,未工作,0,2024-05-26
9471,error,error,error,error,-1.0,-1.0,2024-05-26 00:31:49,False,False,未工作,0,2024-05-26
9472,error,error,error,error,-1.0,-1.0,2024-05-26 00:32:49,False,False,未工作,0,2024-05-26
9473,error,error,error,error,-1.0,-1.0,2024-05-26 00:33:49,False,False,未工作,0,2024-05-26
9474,error,error,error,error,-1.0,-1.0,2024-05-26 00:34:49,False,False,未工作,0,2024-05-26
9475,error,error,error,error,-1.0,-1.0,2024-05-26 00:35:49,False,False,未工作,0,2024-05-26
9476,error,error,error,error,-1.0,-1.0,2024-05-26 00:36:49,False,False,未工作,0,2024-05-26
9477,error,error,error,error,-1.0,-1.0,2024-05-26 00:37:49,False,False,未工作,0,2024-05-26
9478,error,error,error,error,-1.0,-1.0,2024-05-26 00:38:49,False,False,未工作,0,2024-05-26
9479,error,error,error,error,-1.0,-1.0,2024-05-26 00:39:49,False,False,未工作,0,2024-05-26
9480,error,error,error,error,-1.0,-1.0,2024-05-26 00:40:49,False,False,未工作,0,2024-05-26
9481,error,error,error,error,-1.0,-1.0,2024-05-26 00:41:49,False,False,未工作,0,2024-05-26
9482,error,error,error,error,-1.0,-1.0,2024-05-26 00:42:49,False,False,未工作,0,2024-05-26
9483,error,error,error,error,-1.0,-1.0,2024-05-26 00:43:49,False,False,未工作,0,2024-05-26
9484,error,error,error,error,-1.0,-1.0,2024-05-26 00:44:49,False,False,未工作,0,2024-05-26
9485,error,error,error,error,-1.0,-1.0,2024-05-26 00:45:49,False,False,未工作,0,2024-05-26
9486,error,error,error,error,-1.0,-1.0,2024-05-26 00:46:49,False,False,未工作,0,2024-05-26
9487,error,error,error,error,-1.0,-1.0,2024-05-26 00:47:49,False,False,未工作,0,2024-05-26
9488,error,error,error,error,-1.0,-1.0,2024-05-26 00:48:49,False,False,未工作,0,2024-05-26
9489,error,error,error,error,-1.0,-1.0,2024-05-26 00:49:49,False,False,未工作,0,2024-05-26
9490,error,error,error,error,-1.0,-1.0,2024-05-26 00:50:49,False,False,未工作,0,2024-05-26
9491,error,error,error,error,-1.0,-1.0,2024-05-26 00:51:49,False,False,未工作,0,2024-05-26
9492,error,error,error,error,-1.0,-1.0,2024-05-26 00:52:49,False,False,未工作,0,2024-05-26
9493,error,error,error,error,-1.0,-1.0,2024-05-26 00:53:49,False,False,未工作,0,2024-05-26
9494,error,error,error,error,-1.0,-1.0,2024-05-26 00:54:49,False,False,未工作,0,2024-05-26
9495,error,error,error,error,-1.0,-1.0,2024-05-26 00:55:49,False,False,未工作,0,2024-05-26
9496,error,error,error,error,-1.0,-1.0,2024-05-26 00:56:49,False,False,未工作,0,2024-05-26
9497,error,error,error,error,-1.0,-1.0,2024-05-26 00:57:49,False,False,未工作,0,2024-05-26
9498,error,error,error,error,-1.0,-1.0,2024-05-26 00:58:49,False,False,未工作,0,2024-05-26
9499,error,error,error,error,-1.0,-1.0,2024-05-26 01:00:49,False,False,未工作,0,2024-05-26
9500,error,error,error,error,-1.0,-1.0,2024-05-26 01:01:49,False,False,未工作,0,2024-05-26
9501,error,error,error,error,-1.0,-1.0,2024-05-26 01:02:49,False,False,未工作,0,2024-05-26
9502,error,error,error,error,-1.0,-1.0,2024-05-26 01:03:49,False,False,未工作,0,2024-05-26
9503,error,error,error,error,-1.0,-1.0,2024-05-26 01:04:49,False,False,未工作,0,2024-05-26
9504,error,error,error,error,-1.0,-1.0,2024-05-26 01:05:49,False,False,未工作,0,2024-05-26
9505,error,error,error,error,-1.0,-1.0,2024-05-26 01:06:49,False,False,未工作,0,2024-05-26
9506,error,error,error,error,-1.0,-1.0,2024-05-26 01:07:49,False,False,未工作,0,2024-05-26
9507,error,error,error,error,-1.0,-1.0,2024-05-26 01:08:49,False,False,未工作,0,2024-05-26
9508,error,error,error,error,-1.0,-1.0,2024-05-26 01:09:49,False,False,未工作,0,2024-05-26
9509,error,error,error,error,-1.0,-1.0,2024-05-26 01:10:49,False,False,未工作,0,2024-05-26
9510,error,error,error,error,-1.0,-1.0,2024-05-26 01:11:49,False,False,未工作,0,2024-05-26
9511,error,error,error,error,-1.0,-1.0,2024-05-26 01:12:49,False,False,未工作,0,2024-05-26
9512,error,error,error,error,-1.0,-1.0,2024-05-26 01:13:49,False,False,未工作,0,2024-05-26
9513,error,error,error,error,-1.0,-1.0,2024-05-26 01:14:49,False,False,未工作,0,2024-05-26
9514,error,error,error,error,-1.0,-1.0,2024-05-26 01:15:49,False,False,未工作,0,2024-05-26
9515,error,error,error,error,-1.0,-1.0,2024-05-26 01:16:49,False,False,未工作,0,2024-05-26
9516,error,error,error,error,-1.0,-1.0,2024-05-26 01:17:49,False,False,未工作,0,2024-05-26
9517,error,error,error,error,-1.0,-1.0,2024-05-26 01:18:49,False,False,未工作,0,2024-05-26
9518,error,error,error,error,-1.0,-1.0,2024-05-26 01:19:49,False,False,未工作,0,2024-05-26
9519,error,error,error,error,-1.0,-1.0,2024-05-26 01:20:49,False,False,未工作,0,2024-05-26
9520,error,error,error,error,-1.0,-1.0,2024-05-26 01:21:49,False,False,未工作,0,2024-05-26
9521,error,error,error,error,-1.0,-1.0,2024-05-26 01:22:49,False,False,未工作,0,2024-05-26
9522,error,error,error,error,-1.0,-1.0,2024-05-26 01:23:49,False,False,未工作,0,2024-05-26
9523,error,error,error,error,-1.0,-1.0,2024-05-26 01:24:49,False,False,未工作,0,2024-05-26
9524,error,error,error,error,-1.0,-1.0,2024-05-26 01:25:49,False,False,未工作,0,2024-05-26
9525,error,error,error,error,-1.0,-1.0,2024-05-26 01:26:49,False,False,未工作,0,2024-05-26
9526,error,error,error,error,-1.0,-1.0,2024-05-26 01:27:49,False,False,未工作,0,2024-05-26
9527,error,error,error,error,-1.0,-1.0,2024-05-26 01:28:49,False,False,未工作,0,2024-05-26
9528,error,error,error,error,-1.0,-1.0,2024-05-26 01:29:49,False,False,未工作,0,2024-05-26
9529,error,error,error,error,-1.0,-1.0,2024-05-26 01:30:49,False,False,未工作,0,2024-05-26
9530,error,error,error,error,-1.0,-1.0,2024-05-26 01:31:49,False,False,未工作,0,2024-05-26
9531,error,error,error,error,-1.0,-1.0,2024-05-26 01:32:49,False,False,未工作,0,2024-05-26
9532,error,error,error,error,-1.0,-1.0,2024-05-26 01:33:49,False,False,未工作,0,2024-05-26
9533,error,error,error,error,-1.0,-1.0,2024-05-26 01:34:49,False,False,未工作,0,2024-05-26
9534,error,error,error,error,-1.0,-1.0,2024-05-26 01:35:49,False,False,未工作,0,2024-05-26
9535,error,error,error,error,-1.0,-1.0,2024-05-26 01:36:49,False,False,未工作,0,2024-05-26
9536,error,error,error,error,-1.0,-1.0,2024-05-26 01:37:49,False,False,未工作,0,2024-05-26
9537,error,error,error,error,-1.0,-1.0,2024-05-26 01:38:49,False,False,未工作,0,2024-05-26
9538,error,error,error,error,-1.0,-1.0,2024-05-26 01:39:49,False,False,未工作,0,2024-05-26
9539,error,error,error,error,-1.0,-1.0,2024-05-26 01:40:49,False,False,未工作,0,2024-05-26
9540,error,error,error,error,-1.0,-1.0,2024-05-26 01:41:49,False,False,未工作,0,2024-05-26
9541,error,error,error,error,-1.0,-1.0,2024-05-26 01:42:49,False,False,未工作,0,2024-05-26
9542,error,error,error,error,-1.0,-1.0,2024-05-26 01:43:49,False,False,未工作,0,2024-05-26
9543,error,error,error,error,-1.0,-1.0,2024-05-26 01:44:49,False,False,未工作,0,2024-05-26
9544,error,error,error,error,-1.0,-1.0,2024-05-26 01:45:49,False,False,未工作,0,2024-05-26
9545,error,error,error,error,-1.0,-1.0,2024-05-26 01:46:49,False,False,未工作,0,2024-05-26
9546,error,error,error,error,-1.0,-1.0,2024-05-26 01:47:49,False,False,未工作,0,2024-05-26
9547,error,error,error,error,-1.0,-1.0,2024-05-26 01:48:49,False,False,未工作,0,2024-05-26
9548,error,error,error,error,-1.0,-1.0,2024-05-26 01:49:49,False,False,未工作,0,2024-05-26
9549,error,error,error,error,-1.0,-1.0,2024-05-26 01:50:49,False,False,未工作,0,2024-05-26
9550,error,error,error,error,-1.0,-1.0,2024-05-26 01:51:49,False,False,未工作,0,2024-05-26
9551,error,error,error,error,-1.0,-1.0,2024-05-26 01:52:49,False,False,未工作,0,2024-05-26
9552,error,error,error,error,-1.0,-1.0,2024-05-26 01:53:49,False,False,未工作,0,2024-05-26
9553,error,error,error,error,-1.0,-1.0,2024-05-26 01:54:49,False,False,未工作,0,2024-05-26
9554,error,error,error,error,-1.0,-1.0,2024-05-26 01:55:49,False,False,未工作,0,2024-05-26
9555,error,error,error,error,-1.0,-1.0,2024-05-26 01:56:49,False,False,未工作,0,2024-05-26
9556,error,error,error,error,-1.0,-1.0,2024-05-26 01:57:49,False,False,未工作,0,2024-05-26
9557,error,error,error,error,-1.0,-1.0,2024-05-26 01:58:49,False,False,未工作,0,2024-05-26
9558,error,error,error,error,-1.0,-1.0,2024-05-26 02:00:49,False,False,未工作,0,2024-05-26
9559,error,error,error,error,-1.0,-1.0,2024-05-26 02:01:49,False,False,未工作,0,2024-05-26
9560,error,error,error,error,-1.0,-1.0,2024-05-26 02:02:49,False,False,未工作,0,2024-05-26
9561,error,error,error,error,-1.0,-1.0,2024-05-26 02:03:49,False,False,未工作,0,2024-05-26
9562,error,error,error,error,-1.0,-1.0,2024-05-26 02:04:49,False,False,未工作,0,2024-05-26
9563,error,error,error,error,-1.0,-1.0,2024-05-26 02:05:49,False,False,未工作,0,2024-05-26
9564,error,error,error,error,-1.0,-1.0,2024-05-26 02:06:49,False,False,未工作,0,2024-05-26
9565,error,error,error,error,-1.0,-1.0,2024-05-26 02:07:49,False,False,未工作,0,2024-05-26
9566,error,error,error,error,-1.0,-1.0,2024-05-26 02:08:49,False,False,未工作,0,2024-05-26
9567,error,error,error,error,-1.0,-1.0,2024-05-26 02:09:49,False,False,未工作,0,2024-05-26
9568,error,error,error,error,-1.0,-1.0,2024-05-26 02:10:49,False,False,未工作,0,2024-05-26
9569,error,error,error,error,-1.0,-1.0,2024-05-26 02:11:49,False,False,未工作,0,2024-05-26
9570,error,error,error,error,-1.0,-1.0,2024-05-26 02:12:49,False,False,未工作,0,2024-05-26
9571,error,error,error,error,-1.0,-1.0,2024-05-26 02:13:49,False,False,未工作,0,2024-05-26
9572,error,error,error,error,-1.0,-1.0,2024-05-26 02:14:49,False,False,未工作,0,2024-05-26
9573,error,error,error,error,-1.0,-1.0,2024-05-26 02:15:49,False,False,未工作,0,2024-05-26
9574,error,error,error,error,-1.0,-1.0,2024-05-26 02:16:49,False,False,未工作,0,2024-05-26
9575,error,error,error,error,-1.0,-1.0,2024-05-26 02:17:49,False,False,未工作,0,2024-05-26
9576,error,error,error,error,-1.0,-1.0,2024-05-26 02:18:49,False,False,未工作,0,2024-05-26
9577,error,error,error,error,-1.0,-1.0,2024-05-26 02:19:49,False,False,未工作,0,2024-05-26
9578,error,error,error,error,-1.0,-1.0,2024-05-26 02:20:49,False,False,未工作,0,2024-05-26
9579,error,error,error,error,-1.0,-1.0,2024-05-26 02:21:49,False,False,未工作,0,2024-05-26
9580,error,error,error,error,-1.0,-1.0,2024-05-26 02:22:49,False,False,未工作,0,2024-05-26
9581,error,error,error,error,-1.0,-1.0,2024-05-26 02:23:49,False,False,未工作,0,2024-05-26
9582,error,error,error,error,-1.0,-1.0,2024-05-26 02:24:49,False,False,未工作,0,2024-05-26
9583,error,error,error,error,-1.0,-1.0,2024-05-26 02:25:49,False,False,未工作,0,2024-05-26
9584,error,error,error,error,-1.0,-1.0,2024-05-26 02:26:49,False,False,未工作,0,2024-05-26
9585,error,error,error,error,-1.0,-1.0,2024-05-26 02:27:49,False,False,未工作,0,2024-05-26
9586,error,error,error,error,-1.0,-1.0,2024-05-26 02:28:49,False,False,未工作,0,2024-05-26
9587,error,error,error,error,-1.0,-1.0,2024-05-26 02:29:49,False,False,未工作,0,2024-05-26
9588,error,error,error,error,-1.0,-1.0,2024-05-26 02:30:49,False,False,未工作,0,2024-05-26
9589,error,error,error,error,-1.0,-1.0,2024-05-26 02:31:49,False,False,未工作,0,2024-05-26
9590,error,error,error,error,-1.0,-1.0,2024-05-26 02:32:49,False,False,未工作,0,2024-05-26
9591,error,error,error,error,-1.0,-1.0,2024-05-26 02:33:49,False,False,未工作,0,2024-05-26
9592,error,error,error,error,-1.0,-1.0,2024-05-26 02:34:49,False,False,未工作,0,2024-05-26
9593,error,error,error,error,-1.0,-1.0,2024-05-26 02:35:49,False,False,未工作,0,2024-05-26
9594,error,error,error,error,-1.0,-1.0,2024-05-26 02:36:49,False,False,未工作,0,2024-05-26
9595,error,error,error,error,-1.0,-1.0,2024-05-26 02:37:49,False,False,未工作,0,2024-05-26
9596,error,error,error,error,-1.0,-1.0,2024-05-26 02:38:49,False,False,未工作,0,2024-05-26
9597,error,error,error,error,-1.0,-1.0,2024-05-26 02:39:49,False,False,未工作,0,2024-05-26
9598,error,error,error,error,-1.0,-1.0,2024-05-26 02:40:49,False,False,未工作,0,2024-05-26
9599,error,error,error,error,-1.0,-1.0,2024-05-26 02:41:49,False,False,未工作,0,2024-05-26
9600,error,error,error,error,-1.0,-1.0,2024-05-26 02:42:49,False,False,未工作,0,2024-05-26
9601,error,error,error,error,-1.0,-1.0,2024-05-26 02:43:49,False,False,未工作,0,2024-05-26
9602,error,error,error,error,-1.0,-1.0,2024-05-26 02:44:49,False,False,未工作,0,2024-05-26
9603,error,error,error,error,-1.0,-1.0,2024-05-26 02:45:49,False,False,未工作,0,2024-05-26
9604,error,error,error,error,-1.0,-1.0,2024-05-26 02:46:49,False,False,未工作,0,2024-05-26
9605,error,error,error,error,-1.0,-1.0,2024-05-26 02:47:49,False,False,未工作,0,2024-05-26
9606,error,error,error,error,-1.0,-1.0,2024-05-26 02:48:49,False,False,未工作,0,2024-05-26
9607,error,error,error,error,-1.0,-1.0,2024-05-26 02:49:49,False,False,未工作,0,2024-05-26
9608,error,error,error,error,-1.0,-1.0,2024-05-26 02:50:49,False,False,未工作,0,2024-05-26
9609,error,error,error,error,-1.0,-1.0,2024-05-26 02:51:49,False,False,未工作,0,2024-05-26
9610,error,error,error,error,-1.0,-1.0,2024-05-26 02:52:49,False,False,未工作,0,2024-05-26
9611,error,error,error,error,-1.0,-1.0,2024-05-26 02:53:49,False,False,未工作,0,2024-05-26
9612,error,error,error,error,-1.0,-1.0,2024-05-26 02:54:49,False,False,未工作,0,2024-05-26
9613,error,error,error,error,-1.0,-1.0,2024-05-26 02:55:49,False,False,未工作,0,2024-05-26
9614,error,error,error,error,-1.0,-1.0,2024-05-26 02:56:49,False,False,未工作,0,2024-05-26
9615,error,error,error,error,-1.0,-1.0,2024-05-26 02:57:49,False,False,未工作,0,2024-05-26
9616,error,error,error,error,-1.0,-1.0,2024-05-26 02:58:49,False,False,未工作,0,2024-05-26
9617,error,error,error,error,-1.0,-1.0,2024-05-26 03:00:49,False,False,未工作,0,2024-05-26
9618,error,error,error,error,-1.0,-1.0,2024-05-26 03:01:49,False,False,未工作,0,2024-05-26
9619,error,error,error,error,-1.0,-1.0,2024-05-26 03:02:49,False,False,未工作,0,2024-05-26
9620,error,error,error,error,-1.0,-1.0,2024-05-26 03:03:49,False,False,未工作,0,2024-05-26
9621,error,error,error,error,-1.0,-1.0,2024-05-26 03:04:49,False,False,未工作,0,2024-05-26
9622,error,error,error,error,-1.0,-1.0,2024-05-26 03:05:49,False,False,未工作,0,2024-05-26
9623,error,error,error,error,-1.0,-1.0,2024-05-26 03:06:49,False,False,未工作,0,2024-05-26
9624,error,error,error,error,-1.0,-1.0,2024-05-26 03:07:49,False,False,未工作,0,2024-05-26
9625,error,error,error,error,-1.0,-1.0,2024-05-26 03:08:49,False,False,未工作,0,2024-05-26
9626,error,error,error,error,-1.0,-1.0,2024-05-26 03:09:49,False,False,未工作,0,2024-05-26
9627,error,error,error,error,-1.0,-1.0,2024-05-26 03:10:49,False,False,未工作,0,2024-05-26
9628,error,error,error,error,-1.0,-1.0,2024-05-26 03:11:49,False,False,未工作,0,2024-05-26
9629,error,error,error,error,-1.0,-1.0,2024-05-26 03:12:49,False,False,未工作,0,2024-05-26
9630,error,error,error,error,-1.0,-1.0,2024-05-26 03:13:49,False,False,未工作,0,2024-05-26
9631,error,error,error,error,-1.0,-1.0,2024-05-26 03:14:49,False,False,未工作,0,2024-05-26
9632,error,error,error,error,-1.0,-1.0,2024-05-26 03:15:49,False,False,未工作,0,2024-05-26
9633,error,error,error,error,-1.0,-1.0,2024-05-26 03:16:49,False,False,未工作,0,2024-05-26
9634,error,error,error,error,-1.0,-1.0,2024-05-26 03:17:49,False,False,未工作,0,2024-05-26
9635,error,error,error,error,-1.0,-1.0,2024-05-26 03:18:49,False,False,未工作,0,2024-05-26
9636,error,error,error,error,-1.0,-1.0,2024-05-26 03:19:49,False,False,未工作,0,2024-05-26
9637,error,error,error,error,-1.0,-1.0,2024-05-26 03:20:49,False,False,未工作,0,2024-05-26
9638,error,error,error,error,-1.0,-1.0,2024-05-26 03:21:49,False,False,未工作,0,2024-05-26
9639,error,error,error,error,-1.0,-1.0,2024-05-26 03:22:49,False,False,未工作,0,2024-05-26
9640,error,error,error,error,-1.0,-1.0,2024-05-26 03:23:49,False,False,未工作,0,2024-05-26
9641,error,error,error,error,-1.0,-1.0,2024-05-26 03:24:49,False,False,未工作,0,2024-05-26
9642,error,error,error,error,-1.0,-1.0,2024-05-26 03:25:49,False,False,未工作,0,2024-05-26
9643,error,error,error,error,-1.0,-1.0,2024-05-26 03:26:49,False,False,未工作,0,2024-05-26
9644,error,error,error,error,-1.0,-1.0,2024-05-26 03:27:49,False,False,未工作,0,2024-05-26
9645,error,error,error,error,-1.0,-1.0,2024-05-26 03:28:49,False,False,未工作,0,2024-05-26
9646,error,error,error,error,-1.0,-1.0,2024-05-26 03:29:49,False,False,未工作,0,2024-05-26
9647,error,error,error,error,-1.0,-1.0,2024-05-26 03:30:49,False,False,未工作,0,2024-05-26
9648,error,error,error,error,-1.0,-1.0,2024-05-26 03:31:49,False,False,未工作,0,2024-05-26
9649,error,error,error,error,-1.0,-1.0,2024-05-26 03:32:49,False,False,未工作,0,2024-05-26
9650,error,error,error,error,-1.0,-1.0,2024-05-26 03:33:49,False,False,未工作,0,2024-05-26
9651,error,error,error,error,-1.0,-1.0,2024-05-26 03:34:49,False,False,未工作,0,2024-05-26
9652,error,error,error,error,-1.0,-1.0,2024-05-26 03:35:49,False,False,未工作,0,2024-05-26
9653,error,error,error,error,-1.0,-1.0,2024-05-26 03:36:49,False,False,未工作,0,2024-05-26
9654,error,error,error,error,-1.0,-1.0,2024-05-26 03:37:49,False,False,未工作,0,2024-05-26
9655,error,error,error,error,-1.0,-1.0,2024-05-26 03:38:49,False,False,未工作,0,2024-05-26
9656,error,error,error,error,-1.0,-1.0,2024-05-26 03:39:49,False,False,未工作,0,2024-05-26
9657,error,error,error,error,-1.0,-1.0,2024-05-26 03:40:49,False,False,未工作,0,2024-05-26
9658,error,error,error,error,-1.0,-1.0,2024-05-26 03:41:49,False,False,未工作,0,2024-05-26
9659,error,error,error,error,-1.0,-1.0,2024-05-26 03:42:49,False,False,未工作,0,2024-05-26
9660,error,error,error,error,-1.0,-1.0,2024-05-26 03:43:49,False,False,未工作,0,2024-05-26
9661,error,error,error,error,-1.0,-1.0,2024-05-26 03:44:49,False,False,未工作,0,2024-05-26
9662,error,error,error,error,-1.0,-1.0,2024-05-26 03:45:49,False,False,未工作,0,2024-05-26
9663,error,error,error,error,-1.0,-1.0,2024-05-26 03:46:49,False,False,未工作,0,2024-05-26
9664,error,error,error,error,-1.0,-1.0,2024-05-26 03:47:49,False,False,未工作,0,2024-05-26
9665,error,error,error,error,-1.0,-1.0,2024-05-26 03:48:49,False,False,未工作,0,2024-05-26
9666,error,error,error,error,-1.0,-1.0,2024-05-26 03:49:49,False,False,未工作,0,2024-05-26
9667,error,error,error,error,-1.0,-1.0,2024-05-26 03:50:49,False,False,未工作,0,2024-05-26
9668,error,error,error,error,-1.0,-1.0,2024-05-26 03:51:49,False,False,未工作,0,2024-05-26
9669,error,error,error,error,-1.0,-1.0,2024-05-26 03:52:49,False,False,未工作,0,2024-05-26
9670,error,error,error,error,-1.0,-1.0,2024-05-26 03:53:49,False,False,未工作,0,2024-05-26
9671,error,error,error,error,-1.0,-1.0,2024-05-26 03:54:49,False,False,未工作,0,2024-05-26
9672,error,error,error,error,-1.0,-1.0,2024-05-26 03:55:49,False,False,未工作,0,2024-05-26
9673,error,error,error,error,-1.0,-1.0,2024-05-26 03:56:49,False,False,未工作,0,2024-05-26
9674,error,error,error,error,-1.0,-1.0,2024-05-26 03:57:49,False,False,未工作,0,2024-05-26
9675,error,error,error,error,-1.0,-1.0,2024-05-26 03:58:49,False,False,未工作,0,2024-05-26
9676,error,error,error,error,-1.0,-1.0,2024-05-26 04:00:49,False,False,未工作,0,2024-05-26
9677,error,error,error,error,-1.0,-1.0,2024-05-26 04:01:49,False,False,未工作,0,2024-05-26
9678,error,error,error,error,-1.0,-1.0,2024-05-26 04:02:49,False,False,未工作,0,2024-05-26
9679,error,error,error,error,-1.0,-1.0,2024-05-26 04:03:49,False,False,未工作,0,2024-05-26
9680,error,error,error,error,-1.0,-1.0,2024-05-26 04:04:49,False,False,未工作,0,2024-05-26
9681,error,error,error,error,-1.0,-1.0,2024-05-26 04:05:49,False,False,未工作,0,2024-05-26
9682,error,error,error,error,-1.0,-1.0,2024-05-26 04:06:49,False,False,未工作,0,2024-05-26
9683,error,error,error,error,-1.0,-1.0,2024-05-26 04:07:49,False,False,未工作,0,2024-05-26
9684,error,error,error,error,-1.0,-1.0,2024-05-26 04:08:49,False,False,未工作,0,2024-05-26
9685,error,error,error,error,-1.0,-1.0,2024-05-26 04:09:49,False,False,未工作,0,2024-05-26
9686,error,error,error,error,-1.0,-1.0,2024-05-26 04:10:49,False,False,未工作,0,2024-05-26
9687,error,error,error,error,-1.0,-1.0,2024-05-26 04:11:49,False,False,未工作,0,2024-05-26
9688,error,error,error,error,-1.0,-1.0,2024-05-26 04:12:49,False,False,未工作,0,2024-05-26
9689,error,error,error,error,-1.0,-1.0,2024-05-26 04:13:49,False,False,未工作,0,2024-05-26
9690,error,error,error,error,-1.0,-1.0,2024-05-26 04:14:48,False,False,未工作,0,2024-05-26
9691,error,error,error,error,-1.0,-1.0,2024-05-26 04:15:49,False,False,未工作,0,2024-05-26
9692,error,error,error,error,-1.0,-1.0,2024-05-26 04:16:49,False,False,未工作,0,2024-05-26
9693,error,error,error,error,-1.0,-1.0,2024-05-26 04:17:49,False,False,未工作,0,2024-05-26
9694,error,error,error,error,-1.0,-1.0,2024-05-26 04:18:49,False,False,未工作,0,2024-05-26
9695,error,error,error,error,-1.0,-1.0,2024-05-26 04:19:49,False,False,未工作,0,2024-05-26
9696,error,error,error,error,-1.0,-1.0,2024-05-26 04:20:49,False,False,未工作,0,2024-05-26
