Unnamed: 0,csvTime,P4_23,P4_24,P4_25,P4_26
8132,2024-05-24 14:32:41,-901.0,-900.0,26.0,26.0
8133,2024-05-24 14:33:41,1793.0,-1798.0,21.0,21.0
8134,2024-05-24 14:34:41,-901.0,-904.0,27.0,27.0
8135,2024-05-24 14:35:41,-1798.0,-1156.0,18.0,10.0
8136,2024-05-24 14:36:41,-1800.0,-1796.0,26.0,26.0
8137,2024-05-24 14:37:41,1798.0,-1235.0,20.0,20.0
8138,2024-05-24 14:38:41,1798.0,-1798.0,29.0,29.0
8139,2024-05-24 14:39:41,901.0,905.0,29.0,28.0
8140,2024-05-24 14:40:41,1798.0,1796.0,29.0,28.0
8141,2024-05-24 14:41:41,909.0,910.0,29.0,28.0
8142,2024-05-24 14:42:41,-904.0,-905.0,29.0,28.0
8143,2024-05-24 14:43:41,-2.0,-24.0,18.0,18.0
8144,2024-05-24 14:44:41,-900.0,-896.0,22.0,22.0
8145,2024-05-24 14:45:41,-900.0,-895.0,22.0,22.0
8146,2024-05-24 14:46:41,0.0,512.0,23.0,23.0
8147,2024-05-24 14:47:41,220.0,243.0,29.0,28.0
8148,2024-05-24 14:48:41,-213.0,-196.0,29.0,29.0
8149,2024-05-24 14:49:41,-175.0,-165.0,29.0,29.0
8150,2024-05-24 14:50:41,63.0,61.0,29.0,29.0
8151,2024-05-24 14:51:41,-125.0,-98.0,29.0,28.0
8152,2024-05-24 14:52:41,-96.0,-113.0,29.0,29.0
8153,2024-05-24 14:53:41,-17.0,-32.0,10.0,10.0
8154,2024-05-24 14:54:41,0.0,-2.0,0.0,1.0
8155,2024-05-24 14:55:41,1501.0,-948.0,0.0,18.0
8156,2024-05-24 14:56:41,901.0,905.0,31.0,31.0
8157,2024-05-24 14:57:41,901.0,904.0,31.0,30.0
8158,2024-05-24 14:58:41,2.0,5.0,31.0,31.0
8159,2024-05-24 14:59:41,-901.0,-900.0,22.0,22.0
8160,2024-05-24 16:00:41,-900.0,-896.0,41.0,41.0
8161,2024-05-24 16:01:41,901.0,898.0,47.0,47.0
8162,2024-05-24 16:02:41,-211.0,-170.0,27.0,27.0
8163,2024-05-24 16:03:41,-335.0,-330.0,26.0,26.0
8164,2024-05-24 16:04:41,86.0,79.0,4.0,7.0
8165,2024-05-24 16:05:41,337.0,332.0,11.0,10.0
8166,2024-05-24 16:06:41,337.0,332.0,11.0,10.0
8167,2024-05-24 16:07:41,207.0,227.0,9.0,9.0
8168,2024-05-24 16:08:41,-95.0,-85.0,10.0,9.0
8169,2024-05-24 16:09:41,-335.0,-337.0,9.0,9.0
8170,2024-05-24 16:10:41,-335.0,-335.0,8.0,7.0
8171,2024-05-24 16:11:41,-335.0,-335.0,8.0,7.0
8172,2024-05-24 16:12:41,-1800.0,-1796.0,35.0,34.0
8173,2024-05-24 16:13:41,1796.0,1563.0,21.0,33.0
8174,2024-05-24 16:14:41,1503.0,1521.0,21.0,20.0
8175,2024-05-24 16:15:41,901.0,906.0,21.0,20.0
8176,2024-05-24 16:16:41,-898.0,1351.0,11.0,8.0
8177,2024-05-24 16:17:41,-898.0,-900.0,0.0,21.0
8178,2024-05-24 16:18:41,-900.0,-900.0,0.0,1.0
8179,2024-05-24 16:19:41,-900.0,-900.0,0.0,1.0
8180,2024-05-24 16:20:41,-900.0,-900.0,0.0,1.0
8181,2024-05-24 16:21:41,-17.0,768.0,0.0,36.0
8182,2024-05-24 16:22:41,-906.0,-903.0,0.0,1.0
8183,2024-05-24 16:23:41,-4.0,-6.0,27.0,27.0
8184,2024-05-24 16:24:41,-900.0,-901.0,42.0,42.0
8185,2024-05-24 16:25:41,906.0,905.0,0.0,31.0
8186,2024-05-24 16:26:41,35.0,39.0,15.0,14.0
8187,2024-05-24 16:27:41,-295.0,-275.0,10.0,10.0
8188,2024-05-24 16:28:41,-335.0,-332.0,13.0,12.0
8189,2024-05-24 16:29:41,0.0,-2.0,13.0,12.0
8190,2024-05-24 16:30:41,2.0,-2.0,0.0,1.0
8191,2024-05-24 16:31:41,0.0,-2.0,0.0,1.0
8192,2024-05-24 16:32:41,-900.0,-896.0,0.0,1.0
8193,2024-05-24 16:33:41,-900.0,-896.0,0.0,1.0
8194,2024-05-24 16:34:41,-901.0,-900.0,0.0,1.0
8195,2024-05-24 16:35:41,-900.0,-900.0,0.0,1.0
8196,2024-05-24 16:36:41,1545.0,1548.0,36.0,36.0
8197,2024-05-24 16:37:41,-900.0,-905.0,0.0,1.0
8198,2024-05-24 16:38:41,-2.0,-268.0,0.0,1.0
8199,2024-05-24 16:39:41,-2.0,-6.0,40.0,40.0
8200,2024-05-24 16:40:41,-914.0,-909.0,1.0,1.0
8201,2024-05-24 16:41:41,-915.0,-914.0,0.0,1.0
8202,2024-05-24 16:42:41,-901.0,-975.0,0.0,1.0
8203,2024-05-24 16:43:41,-901.0,-905.0,0.0,1.0
8204,2024-05-24 16:44:41,-901.0,-905.0,0.0,1.0
8205,2024-05-24 16:45:41,-901.0,-905.0,0.0,1.0
8206,2024-05-24 16:46:41,-901.0,-905.0,0.0,1.0
8207,2024-05-24 16:47:41,-901.0,-905.0,0.0,1.0
8208,2024-05-24 16:48:41,-901.0,-905.0,0.0,1.0
8209,2024-05-24 16:49:41,-1763.0,-1758.0,18.0,18.0
8210,2024-05-24 16:50:41,-900.0,-905.0,0.0,1.0
8211,2024-05-24 16:51:41,1793.0,1798.0,27.0,27.0
8212,2024-05-24 16:52:41,1796.0,1798.0,0.0,1.0
8213,2024-05-24 16:53:41,0.0,-4.0,0.0,1.0
8214,2024-05-24 16:54:41,2.0,-2.0,0.0,1.0
8215,2024-05-24 16:55:41,0.0,-2.0,0.0,1.0
8216,2024-05-24 16:56:41,2.0,-2.0,29.0,29.0
8217,2024-05-24 16:57:41,0.0,-2.0,0.0,26.0
8218,2024-05-24 16:58:41,6.0,5.0,48.0,48.0
8219,2024-05-24 16:59:41,0.0,98.0,48.0,48.0
8220,2024-05-24 17:00:41,-914.0,-908.0,0.0,1.0
8221,2024-05-24 17:01:41,1798.0,1800.0,55.0,55.0
8222,2024-05-24 17:02:41,-904.0,-900.0,0.0,1.0
8223,2024-05-24 17:03:41,-909.0,-905.0,0.0,1.0
8224,2024-05-24 17:04:41,-909.0,-905.0,0.0,1.0
8225,2024-05-24 17:05:41,2.0,-74.0,0.0,1.0
8226,2024-05-24 17:06:41,2.0,-3.0,0.0,1.0
8227,2024-05-24 17:07:41,2.0,-3.0,0.0,1.0
8228,2024-05-24 17:08:41,2.0,-2.0,0.0,1.0
8229,2024-05-24 17:09:41,2.0,-2.0,0.0,1.0
8230,2024-05-24 17:10:41,0.0,-2.0,0.0,1.0
8231,2024-05-24 17:11:41,0.0,-2.0,0.0,1.0
8232,2024-05-24 17:12:41,0.0,-2.0,0.0,1.0
8233,2024-05-24 17:13:41,457.0,322.0,27.0,24.0
8234,2024-05-24 17:14:41,457.0,455.0,27.0,27.0
8235,2024-05-24 17:15:41,460.0,455.0,27.0,27.0
8236,2024-05-24 17:16:41,457.0,455.0,27.0,27.0
8237,2024-05-24 17:17:41,-113.0,-106.0,27.0,27.0
8238,2024-05-24 17:18:41,66.0,66.0,40.0,40.0
8239,2024-05-24 17:19:41,-25.0,-25.0,26.0,26.0
8240,2024-05-24 17:20:41,27.0,29.0,24.0,23.0
8241,2024-05-24 17:21:41,0.0,-11.0,24.0,23.0
8242,2024-05-24 17:22:41,100.0,118.0,24.0,23.0
8243,2024-05-24 17:23:41,-110.0,-125.0,24.0,23.0
8244,2024-05-24 17:24:41,133.0,126.0,24.0,23.0
8245,2024-05-24 17:25:41,-83.0,-90.0,24.0,23.0
8246,2024-05-24 17:26:41,69.0,61.0,24.0,23.0
8247,2024-05-24 17:27:41,0.0,10.0,24.0,23.0
8248,2024-05-24 17:28:41,-13.0,-13.0,24.0,23.0
8249,2024-05-24 17:29:41,30.0,43.0,24.0,23.0
8250,2024-05-24 17:30:41,-53.0,-37.0,24.0,23.0
8251,2024-05-24 17:31:41,50.0,49.0,24.0,23.0
8252,2024-05-24 17:32:41,-6.0,-11.0,24.0,23.0
8253,2024-05-24 17:33:41,46.0,17.0,24.0,23.0
8254,2024-05-24 17:34:41,27.0,43.0,24.0,23.0
8255,2024-05-24 17:35:41,-27.0,-37.0,24.0,23.0
8256,2024-05-24 17:36:41,75.0,70.0,24.0,23.0
8257,2024-05-24 17:37:41,-113.0,-110.0,24.0,23.0
8258,2024-05-24 17:38:41,65.0,35.0,24.0,23.0
8259,2024-05-24 17:39:41,-2.0,1.0,0.0,7.0
8260,2024-05-24 17:40:41,-901.0,-900.0,0.0,1.0
8261,2024-05-24 17:41:41,-901.0,-900.0,9.0,9.0
8262,2024-05-24 17:42:41,-901.0,-900.0,0.0,1.0
8263,2024-05-24 17:43:41,-901.0,-900.0,36.0,35.0
8264,2024-05-24 17:44:41,-970.0,-965.0,32.0,32.0
8265,2024-05-24 17:45:41,-1016.0,-1000.0,23.0,22.0
8266,2024-05-24 17:46:41,-850.0,-846.0,22.0,21.0
8267,2024-05-24 17:47:41,-504.0,-560.0,27.0,26.0
8268,2024-05-24 17:48:41,-619.0,-592.0,22.0,22.0
8269,2024-05-24 17:49:41,-721.0,-713.0,22.0,21.0
8270,2024-05-24 17:50:41,-683.0,-679.0,22.0,21.0
8271,2024-05-24 17:51:41,-744.0,-730.0,22.0,21.0
8272,2024-05-24 17:52:41,-801.0,-803.0,22.0,21.0
8273,2024-05-24 17:53:41,-1113.0,-1115.0,27.0,28.0
8274,2024-05-24 17:54:41,-811.0,-808.0,22.0,21.0
8275,2024-05-24 17:55:41,-820.0,-825.0,22.0,22.0
8276,2024-05-24 17:56:41,-815.0,-823.0,22.0,21.0
8277,2024-05-24 17:57:41,-835.0,-829.0,22.0,21.0
8278,2024-05-24 17:58:41,-846.0,-829.0,22.0,21.0
8279,2024-05-24 17:59:41,-771.0,-790.0,22.0,21.0
8280,2024-05-24 18:00:41,-746.0,-764.0,22.0,21.0
8281,2024-05-24 18:01:41,-870.0,-860.0,22.0,21.0
8282,2024-05-24 18:02:41,-738.0,-764.0,22.0,21.0
8283,2024-05-24 18:03:41,-738.0,-768.0,22.0,21.0
8284,2024-05-24 18:04:41,-798.0,-805.0,22.0,21.0
8285,2024-05-24 18:05:41,-780.0,-755.0,22.0,21.0
8286,2024-05-24 18:06:41,-806.0,-800.0,22.0,21.0
8287,2024-05-24 18:07:41,-793.0,-799.0,22.0,21.0
8288,2024-05-24 18:08:41,-778.0,-741.0,22.0,21.0
8289,2024-05-24 18:09:41,-699.0,-701.0,22.0,21.0
8290,2024-05-24 18:10:41,-775.0,-768.0,22.0,21.0
8291,2024-05-24 18:11:41,-602.0,-602.0,22.0,22.0
8292,2024-05-24 18:12:41,-769.0,-768.0,22.0,21.0
8293,2024-05-24 18:13:41,-735.0,-740.0,22.0,21.0
8294,2024-05-24 18:14:41,-830.0,-820.0,22.0,21.0
8295,2024-05-24 18:15:41,-746.0,-769.0,22.0,21.0
8296,2024-05-24 18:16:41,-728.0,-735.0,22.0,21.0
8297,2024-05-24 18:17:41,-793.0,-805.0,22.0,21.0
8298,2024-05-24 18:18:41,-699.0,-699.0,22.0,22.0
8299,2024-05-24 18:19:41,-801.0,-761.0,22.0,22.0
8300,2024-05-24 18:20:41,-761.0,-750.0,22.0,21.0
8301,2024-05-24 18:21:41,-751.0,-735.0,22.0,21.0
8302,2024-05-24 18:22:41,-659.0,-700.0,22.0,21.0
8303,2024-05-24 18:23:41,-781.0,-766.0,22.0,21.0
8304,2024-05-24 18:24:41,-875.0,-850.0,22.0,21.0
8305,2024-05-24 18:25:41,-725.0,-735.0,22.0,21.0
8306,2024-05-24 18:26:41,-715.0,-715.0,22.0,21.0
8307,2024-05-24 18:27:41,-688.0,-705.0,22.0,21.0
8308,2024-05-24 18:28:41,-750.0,-741.0,22.0,21.0
8309,2024-05-24 18:29:41,-783.0,-768.0,22.0,21.0
8310,2024-05-24 18:30:41,-824.0,-788.0,22.0,21.0
8311,2024-05-24 18:31:41,-759.0,-724.0,22.0,21.0
8312,2024-05-24 18:32:41,-664.0,-681.0,22.0,21.0
8313,2024-05-24 18:33:41,-779.0,-768.0,22.0,21.0
8314,2024-05-24 18:34:41,-849.0,-826.0,22.0,21.0
8315,2024-05-24 18:35:41,-734.0,-740.0,22.0,21.0
8316,2024-05-24 18:36:41,-831.0,-795.0,22.0,21.0
8317,2024-05-24 18:37:41,-845.0,-825.0,22.0,21.0
8318,2024-05-24 18:38:41,-728.0,-706.0,22.0,21.0
8319,2024-05-24 18:39:41,-759.0,-735.0,22.0,21.0
8320,2024-05-24 18:40:41,-775.0,-780.0,22.0,21.0
8321,2024-05-24 18:41:41,-726.0,-744.0,22.0,21.0
8322,2024-05-24 18:42:41,-805.0,-805.0,22.0,21.0
8323,2024-05-24 18:43:41,-773.0,-770.0,22.0,21.0
8324,2024-05-24 18:44:41,-805.0,-835.0,22.0,21.0
8325,2024-05-24 18:45:41,-809.0,-780.0,22.0,21.0
8326,2024-05-24 18:46:41,-803.0,-785.0,22.0,21.0
8327,2024-05-24 18:47:41,-929.0,-863.0,22.0,21.0
8328,2024-05-24 18:48:41,-789.0,-783.0,23.0,23.0
8329,2024-05-24 18:49:41,-748.0,-741.0,22.0,21.0
8330,2024-05-24 18:50:41,-856.0,-849.0,22.0,21.0
8331,2024-05-24 18:51:41,-793.0,-778.0,22.0,21.0
8332,2024-05-24 18:52:41,-870.0,-860.0,22.0,21.0
8333,2024-05-24 18:53:41,-725.0,-741.0,22.0,21.0
8334,2024-05-24 18:54:41,900.0,898.0,46.0,62.0
8335,2024-05-24 18:55:41,232.0,138.0,50.0,49.0
8336,2024-05-24 18:56:41,-3.0,-60.0,50.0,49.0
8337,2024-05-24 18:57:41,268.0,291.0,16.0,16.0
8338,2024-05-24 18:58:41,-190.0,-207.0,30.0,30.0
8339,2024-05-24 18:59:41,40.0,71.0,30.0,30.0
8340,2024-05-24 19:00:41,-64.0,-69.0,30.0,30.0
8341,2024-05-24 19:01:41,211.0,91.0,19.0,18.0
8342,2024-05-24 19:02:41,-230.0,-222.0,20.0,19.0
8343,2024-05-24 19:03:41,101.0,71.0,20.0,19.0
8344,2024-05-24 19:04:41,-76.0,-74.0,20.0,19.0
8345,2024-05-24 19:05:41,-901.0,-900.0,49.0,49.0
8346,2024-05-24 19:06:41,-4.0,-5.0,52.0,52.0
8347,2024-05-24 19:07:41,-903.0,-876.0,22.0,17.0
8348,2024-05-24 19:08:41,-318.0,-329.0,40.0,40.0
8349,2024-05-24 19:09:41,-903.0,-899.0,22.0,22.0
8350,2024-05-24 19:10:41,-577.0,-557.0,29.0,27.0
8351,2024-05-24 19:11:41,-514.0,-710.0,27.0,26.0
8352,2024-05-24 19:12:41,-597.0,-565.0,22.0,21.0
8353,2024-05-24 19:13:41,-675.0,-751.0,22.0,21.0
8354,2024-05-24 19:14:41,-698.0,-686.0,22.0,21.0
8355,2024-05-24 19:15:41,-738.0,-711.0,22.0,21.0
8356,2024-05-24 19:16:41,-1234.0,-1089.0,24.0,22.0
8357,2024-05-24 19:17:41,-810.0,-835.0,22.0,21.0
8358,2024-05-24 19:18:41,-726.0,-754.0,22.0,21.0
8359,2024-05-24 19:19:41,-729.0,-755.0,22.0,21.0
8360,2024-05-24 19:20:41,-693.0,-711.0,22.0,21.0
8361,2024-05-24 19:21:41,-755.0,-766.0,22.0,22.0
8362,2024-05-24 19:22:41,-768.0,-764.0,22.0,21.0
8363,2024-05-24 19:23:41,-790.0,-775.0,22.0,21.0
8364,2024-05-24 19:24:41,-716.0,-714.0,22.0,21.0
8365,2024-05-24 19:25:41,-749.0,-744.0,22.0,21.0
8366,2024-05-24 19:26:41,-709.0,-734.0,23.0,24.0
8367,2024-05-24 19:27:41,-720.0,-690.0,22.0,21.0
8368,2024-05-24 19:28:41,-815.0,-788.0,22.0,21.0
8369,2024-05-24 19:29:41,-858.0,-875.0,22.0,21.0
8370,2024-05-24 19:30:41,-851.0,-846.0,22.0,21.0
8371,2024-05-24 19:31:41,-783.0,-784.0,22.0,21.0
8372,2024-05-24 19:32:41,-854.0,-841.0,22.0,21.0
8373,2024-05-24 19:33:41,-823.0,-825.0,22.0,21.0
8374,2024-05-24 19:34:41,-776.0,-765.0,22.0,21.0
8375,2024-05-24 19:35:41,-830.0,-825.0,22.0,21.0
8376,2024-05-24 19:36:41,-815.0,-785.0,22.0,21.0
8377,2024-05-24 19:37:41,-860.0,-891.0,22.0,21.0
8378,2024-05-24 19:38:41,-844.0,-854.0,22.0,21.0
8379,2024-05-24 19:39:41,-903.0,-906.0,0.0,1.0
8380,2024-05-24 19:40:41,-903.0,-906.0,0.0,1.0
8381,2024-05-24 19:41:41,-903.0,-906.0,0.0,1.0
8382,2024-05-24 19:42:41,-903.0,-905.0,0.0,1.0
8383,2024-05-24 19:43:41,-903.0,-906.0,0.0,1.0
8384,2024-05-24 19:44:41,-903.0,-906.0,0.0,1.0
8385,2024-05-24 19:45:41,-903.0,-905.0,0.0,1.0
8386,2024-05-24 19:46:41,-903.0,-906.0,0.0,1.0
8387,2024-05-24 19:47:41,-903.0,-906.0,0.0,1.0
8388,2024-05-24 19:48:41,-903.0,-906.0,0.0,1.0
8389,2024-05-24 19:49:41,-903.0,-906.0,0.0,1.0
8390,2024-05-24 19:50:41,-903.0,-906.0,0.0,1.0
8391,2024-05-24 19:51:41,-903.0,-906.0,0.0,1.0
8392,2024-05-24 19:52:41,-903.0,-906.0,0.0,1.0
8393,2024-05-24 19:53:41,-903.0,-906.0,0.0,1.0
8394,2024-05-24 19:54:41,-903.0,-906.0,0.0,1.0
8395,2024-05-24 19:55:41,-903.0,-906.0,0.0,1.0
8396,2024-05-24 19:56:41,-903.0,-906.0,0.0,1.0
8397,2024-05-24 19:57:41,-903.0,-906.0,0.0,1.0
8398,2024-05-24 19:58:41,-903.0,-906.0,0.0,1.0
8399,2024-05-24 19:59:41,-903.0,-906.0,0.0,1.0
8400,2024-05-24 20:00:41,-903.0,-906.0,0.0,1.0
8401,2024-05-24 20:01:41,-903.0,-906.0,0.0,1.0
8402,2024-05-24 20:02:41,-903.0,-906.0,0.0,1.0
8403,2024-05-24 20:03:41,-903.0,-906.0,0.0,1.0
8404,2024-05-24 20:04:41,-903.0,-906.0,0.0,1.0
8405,2024-05-24 20:05:41,-903.0,-906.0,0.0,1.0
8406,2024-05-24 20:06:41,-903.0,-906.0,0.0,1.0
8407,2024-05-24 20:07:41,-903.0,-906.0,0.0,1.0
8408,2024-05-24 20:08:41,-903.0,-906.0,0.0,1.0
8409,2024-05-24 20:09:41,-903.0,-906.0,0.0,1.0
8410,2024-05-24 20:10:41,-903.0,-906.0,0.0,1.0
8411,2024-05-24 20:11:41,-903.0,-906.0,0.0,1.0
8412,2024-05-24 20:12:41,-904.0,-906.0,0.0,1.0
8413,2024-05-24 20:13:41,-903.0,-906.0,0.0,1.0
8414,2024-05-24 20:14:41,-903.0,-906.0,0.0,1.0
8415,2024-05-24 20:15:41,-903.0,-906.0,0.0,1.0
8416,2024-05-24 20:16:41,-903.0,-906.0,0.0,1.0
8417,2024-05-24 20:17:41,-904.0,-906.0,0.0,1.0
8418,2024-05-24 20:18:41,-903.0,-906.0,0.0,1.0
8419,2024-05-24 20:19:41,-903.0,-906.0,0.0,1.0
8420,2024-05-24 20:20:41,-903.0,-906.0,0.0,1.0
8421,2024-05-24 20:21:41,-903.0,-905.0,0.0,1.0
8422,2024-05-24 20:22:41,-903.0,-906.0,0.0,1.0
8423,2024-05-24 20:23:41,-901.0,-906.0,0.0,1.0
8424,2024-05-24 20:24:41,-903.0,-906.0,0.0,1.0
8425,2024-05-24 20:25:41,-903.0,-906.0,0.0,1.0
8426,2024-05-24 20:26:41,-903.0,-906.0,0.0,1.0
8427,2024-05-24 20:27:41,-904.0,-906.0,0.0,1.0
8428,2024-05-24 20:28:41,-903.0,-905.0,0.0,1.0
8429,2024-05-24 20:29:41,-903.0,-906.0,0.0,1.0
8430,2024-05-24 20:30:41,-903.0,-906.0,0.0,1.0
8431,2024-05-24 20:31:41,-903.0,-906.0,0.0,1.0
8432,2024-05-24 20:32:41,-903.0,-906.0,0.0,1.0
8433,2024-05-24 20:33:41,-903.0,-906.0,0.0,1.0
8434,2024-05-24 20:34:41,-903.0,-906.0,0.0,1.0
8435,2024-05-24 20:35:41,-903.0,-906.0,0.0,1.0
8436,2024-05-24 20:36:41,-903.0,-906.0,0.0,1.0
8437,2024-05-24 20:37:41,-903.0,-906.0,0.0,1.0
8438,2024-05-24 20:38:41,-903.0,-906.0,0.0,1.0
8439,2024-05-24 20:39:41,-903.0,-906.0,0.0,1.0
8440,2024-05-24 20:40:41,-903.0,-905.0,0.0,1.0
8441,2024-05-24 20:41:41,-903.0,-906.0,0.0,1.0
8442,2024-05-24 20:42:41,-903.0,-905.0,0.0,1.0
8443,2024-05-24 20:43:41,-903.0,-906.0,0.0,1.0
8444,2024-05-24 20:44:41,-903.0,-906.0,0.0,1.0
8445,2024-05-24 20:45:41,-903.0,-906.0,0.0,1.0
8446,2024-05-24 20:46:41,-903.0,-906.0,0.0,1.0
8447,2024-05-24 20:47:41,-903.0,-906.0,0.0,1.0
8448,2024-05-24 20:48:41,-903.0,-906.0,0.0,1.0
8449,2024-05-24 20:49:41,-903.0,-906.0,0.0,1.0
8450,2024-05-24 20:50:41,-903.0,-906.0,0.0,1.0
8451,2024-05-24 20:51:41,-903.0,-906.0,0.0,1.0
8452,2024-05-24 20:52:41,-903.0,-906.0,0.0,1.0
8453,2024-05-24 20:53:41,-903.0,-906.0,0.0,1.0
8454,2024-05-24 20:54:41,-903.0,-906.0,0.0,1.0
8455,2024-05-24 20:55:41,-903.0,-905.0,0.0,1.0
8456,2024-05-24 20:56:41,-903.0,-906.0,0.0,1.0
8457,2024-05-24 20:57:41,-903.0,-906.0,0.0,1.0
8458,2024-05-24 20:58:41,-903.0,-906.0,0.0,1.0
8459,2024-05-24 20:59:41,-903.0,-905.0,0.0,1.0
8460,2024-05-24 22:00:41,-901.0,-906.0,0.0,1.0
8461,2024-05-24 22:01:41,-903.0,-905.0,0.0,1.0
8462,2024-05-24 22:02:41,-903.0,-905.0,0.0,1.0
8463,2024-05-24 22:03:41,-903.0,-905.0,0.0,1.0
8464,2024-05-24 22:04:41,-903.0,-906.0,0.0,1.0
8465,2024-05-24 22:05:41,-903.0,-906.0,0.0,1.0
8466,2024-05-24 22:06:41,-903.0,-905.0,0.0,1.0
8467,2024-05-24 22:07:41,-904.0,-905.0,0.0,1.0
8468,2024-05-24 22:08:41,-903.0,-906.0,0.0,1.0
8469,2024-05-24 22:09:41,-903.0,-905.0,0.0,1.0
8470,2024-05-24 22:10:41,-903.0,-905.0,0.0,1.0
8471,2024-05-24 22:11:41,-903.0,-905.0,0.0,1.0
8472,2024-05-24 22:12:41,-903.0,-905.0,0.0,1.0
8473,2024-05-24 22:13:41,-903.0,-905.0,0.0,1.0
8474,2024-05-24 22:14:41,-903.0,-905.0,0.0,1.0
8475,2024-05-24 22:15:41,-903.0,-905.0,0.0,1.0
8476,2024-05-24 22:16:41,-903.0,-905.0,0.0,1.0
8477,2024-05-24 22:17:41,-903.0,-905.0,0.0,1.0
8478,2024-05-24 22:18:41,-903.0,-905.0,0.0,1.0
8479,2024-05-24 22:19:41,-903.0,-906.0,0.0,1.0
8480,2024-05-24 22:20:41,-903.0,-905.0,0.0,1.0
8481,2024-05-24 22:21:41,-903.0,-906.0,0.0,1.0
8482,2024-05-24 22:22:41,-903.0,-906.0,0.0,1.0
8483,2024-05-24 22:23:41,-903.0,-905.0,0.0,1.0
8484,2024-05-24 22:24:41,-903.0,-905.0,0.0,1.0
8485,2024-05-24 22:25:41,-903.0,-905.0,0.0,1.0
8486,2024-05-24 22:26:41,-903.0,-905.0,0.0,1.0
8487,2024-05-24 22:27:41,-903.0,-906.0,0.0,1.0
8488,2024-05-24 22:28:41,-904.0,-905.0,0.0,1.0
8489,2024-05-24 22:29:41,-903.0,-905.0,0.0,1.0
8490,2024-05-24 22:30:41,-903.0,-905.0,0.0,1.0
8491,2024-05-24 22:31:41,-903.0,-905.0,0.0,1.0
8492,2024-05-24 22:32:41,-903.0,-906.0,0.0,1.0
8493,2024-05-24 22:33:41,-903.0,-905.0,0.0,1.0
8494,2024-05-24 22:34:41,-903.0,-905.0,0.0,1.0
8495,2024-05-24 22:35:41,-903.0,-905.0,0.0,1.0
8496,2024-05-24 22:36:41,-903.0,-905.0,0.0,1.0
8497,2024-05-24 22:37:41,-901.0,-905.0,0.0,1.0
8498,2024-05-24 22:38:41,-903.0,-905.0,0.0,1.0
8499,2024-05-24 22:39:41,-903.0,-905.0,0.0,1.0
8500,2024-05-24 22:40:41,-903.0,-905.0,0.0,1.0
8501,2024-05-24 22:41:41,-901.0,-905.0,0.0,1.0
8502,2024-05-24 22:42:41,-903.0,-905.0,0.0,1.0
8503,2024-05-24 22:43:41,-903.0,-905.0,0.0,1.0
8504,2024-05-24 22:44:41,-903.0,-905.0,0.0,1.0
8505,2024-05-24 22:45:41,-903.0,-905.0,0.0,1.0
8506,2024-05-24 22:46:41,-903.0,-906.0,0.0,1.0
8507,2024-05-24 22:47:41,-903.0,-905.0,0.0,1.0
8508,2024-05-24 22:48:41,-904.0,-905.0,0.0,1.0
8509,2024-05-24 22:49:41,-903.0,-906.0,0.0,1.0
8510,2024-05-24 22:50:41,-903.0,-905.0,0.0,1.0
8511,2024-05-24 22:51:41,-903.0,-905.0,0.0,1.0
8512,2024-05-24 22:52:41,-903.0,-905.0,0.0,1.0
8513,2024-05-24 22:53:41,-903.0,-906.0,0.0,1.0
8514,2024-05-24 22:54:41,-903.0,-905.0,0.0,1.0
8515,2024-05-24 22:55:41,-903.0,-906.0,0.0,1.0
8516,2024-05-24 22:56:41,-903.0,-905.0,0.0,1.0
8517,2024-05-24 22:57:41,-903.0,-906.0,0.0,1.0
8518,2024-05-24 22:58:41,-903.0,-905.0,0.0,1.0
8519,2024-05-24 22:59:41,-903.0,-906.0,0.0,1.0
8520,2024-05-24 23:00:41,-903.0,-905.0,0.0,1.0
8521,2024-05-24 23:01:41,-903.0,-905.0,0.0,1.0
8522,2024-05-24 23:02:41,-903.0,-905.0,0.0,1.0
8523,2024-05-24 23:03:41,-903.0,-905.0,0.0,1.0
8524,2024-05-24 23:04:41,-903.0,-905.0,0.0,1.0
8525,2024-05-24 23:05:41,-903.0,-905.0,0.0,1.0
8526,2024-05-24 23:06:41,-903.0,-905.0,0.0,1.0
8527,2024-05-24 23:07:41,-903.0,-906.0,0.0,1.0
8528,2024-05-24 23:08:41,-903.0,-905.0,0.0,1.0
8529,2024-05-24 23:09:41,-903.0,-905.0,0.0,1.0
8530,2024-05-24 23:10:41,-903.0,-905.0,0.0,1.0
8531,2024-05-24 23:11:41,-903.0,-905.0,0.0,1.0
8532,2024-05-24 23:12:41,-903.0,-905.0,0.0,1.0
8533,2024-05-24 23:13:41,-903.0,-905.0,0.0,1.0
8534,2024-05-24 23:14:41,-903.0,-905.0,0.0,1.0
8535,2024-05-24 23:15:41,-903.0,-906.0,0.0,1.0
8536,2024-05-24 23:16:41,-903.0,-905.0,0.0,1.0
8537,2024-05-24 23:17:41,-903.0,-905.0,0.0,1.0
8538,2024-05-24 23:18:41,-903.0,-905.0,0.0,1.0
8539,2024-05-24 23:19:41,-903.0,-905.0,0.0,1.0
8540,2024-05-24 23:20:41,-903.0,-905.0,0.0,1.0
8541,2024-05-24 23:21:41,-903.0,-905.0,0.0,1.0
8542,2024-05-24 23:22:41,-903.0,-905.0,0.0,1.0
8543,2024-05-24 23:23:41,-903.0,-905.0,0.0,1.0
8544,2024-05-24 23:24:41,-903.0,-905.0,0.0,1.0
