Unnamed: 0,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v,status
808,6968,6961,6974,0,0,0,0,100,13,6007,0,0.0,2024-05-17 07:46:19,0,0,False
809,6970,6964,6976,0,0,0,0,100,6,6010,0,0.0,2024-05-17 07:47:19,0,0,False
810,6968,6961,6975,0,0,0,0,100,5,6011,0,0.0,2024-05-17 07:48:19,0,0,False
811,6971,6964,6978,0,0,0,0,100,6,6004,0,0.0,2024-05-17 07:49:19,0,0,False
812,6969,6962,6975,0,0,0,0,100,15,6005,0,0.0,2024-05-17 07:50:19,0,0,False
813,6968,6963,6974,0,0,0,0,100,5,5997,0,0.0,2024-05-17 07:51:20,0,0,False
814,6966,6959,6972,0,0,0,0,100,6,5999,0,0.0,2024-05-17 07:52:20,0,0,False
815,6968,6962,6974,0,0,0,0,100,5,6004,0,0.0,2024-05-17 07:53:20,0,0,False
816,6968,6962,6974,0,0,0,0,100,5,6003,0,0.0,2024-05-17 07:54:20,0,0,False
817,6968,6963,6974,0,0,0,0,100,5,6000,0,0.0,2024-05-17 07:55:21,0,0,False
818,6969,6963,6976,0,0,0,0,100,15,6006,0,0.0,2024-05-17 07:56:21,0,0,False
819,6969,6963,6974,0,0,0,0,100,3,6009,0,0.0,2024-05-17 07:57:21,0,0,False
820,6972,6966,6977,0,0,0,0,100,8,6009,0,0.0,2024-05-17 07:58:21,0,0,False
821,6970,6965,6976,0,0,0,0,100,13,6009,0,0.0,2024-05-17 08:00:22,0,0,False
822,6971,6965,6977,0,0,0,0,100,15,6010,0,0.0,2024-05-17 08:01:22,0,0,False
823,6971,6965,6977,0,0,0,0,100,14,6012,0,0.0,2024-05-17 08:02:22,0,0,False
824,6970,6964,6976,0,0,0,0,100,6,6006,0,0.0,2024-05-17 08:03:22,0,0,False
825,6972,6966,6978,0,0,0,0,100,12,6010,0,0.0,2024-05-17 08:04:22,0,0,False
826,6971,6966,6977,0,0,0,0,100,5,6011,0,0.0,2024-05-17 08:05:23,0,0,False
827,6970,6964,6976,0,0,0,0,100,8,6011,0,0.0,2024-05-17 08:06:23,0,0,False
828,6969,6962,6976,0,0,0,0,100,14,6011,0,0.0,2024-05-17 08:07:23,0,0,False
829,6970,6963,6976,0,0,0,0,100,7,6004,0,0.0,2024-05-17 08:08:23,0,0,False
830,6967,6961,6973,0,0,0,0,100,10,6008,0,0.0,2024-05-17 08:09:24,0,0,False
831,6969,6962,6975,0,0,0,0,100,16,6010,0,0.0,2024-05-17 08:10:24,0,0,False
832,6969,6963,6975,0,0,0,0,100,12,6008,0,0.0,2024-05-17 08:11:24,0,0,False
833,6969,6962,6975,0,0,0,0,100,14,5999,0,0.0,2024-05-17 08:12:25,0,0,False
834,6968,6962,6974,0,0,0,0,100,7,6005,0,0.0,2024-05-17 08:13:25,0,0,False
835,6969,6963,6976,0,0,0,0,100,5,6009,0,0.0,2024-05-17 08:14:25,0,0,False
836,6969,6963,6975,0,0,0,0,100,12,6004,0,0.0,2024-05-17 08:15:25,0,0,False
837,6969,6963,6976,0,0,0,0,100,5,6002,0,0.0,2024-05-17 08:16:26,0,0,False
838,6968,6961,6975,0,0,0,0,100,15,6009,0,0.0,2024-05-17 08:17:26,0,0,False
839,6970,6963,6976,0,0,0,0,100,9,6010,0,0.0,2024-05-17 08:18:26,0,0,False
840,6956,6949,6962,0,0,0,0,100,7,6000,0,0.0,2024-05-17 08:19:26,0,0,False
841,6953,6947,6960,0,0,0,0,100,14,6005,0,0.0,2024-05-17 08:20:27,0,0,False
842,6956,6950,6961,0,0,0,0,100,10,5995,0,0.0,2024-05-17 08:21:27,0,0,False
843,6955,6948,6962,0,0,0,0,100,16,6002,0,0.0,2024-05-17 08:22:28,0,0,False
844,6954,6948,6961,0,0,0,0,100,16,6002,0,0.0,2024-05-17 08:23:28,0,0,False
845,6953,6947,6959,0,0,0,0,100,8,6000,0,0.0,2024-05-17 08:24:29,0,0,False
846,6951,6945,6957,0,0,0,0,100,6,6006,0,0.0,2024-05-17 08:25:29,0,0,False
847,6958,6951,6964,0,0,0,0,100,13,6002,0,0.0,2024-05-17 08:26:29,0,0,False
848,6956,6950,6962,0,0,0,0,100,14,6006,0,0.0,2024-05-17 08:27:30,0,0,False
849,6952,6945,6959,0,0,0,0,100,12,6011,0,0.0,2024-05-17 08:28:30,0,0,False
850,6953,6947,6960,0,0,0,0,100,15,6013,0,0.0,2024-05-17 08:29:30,0,0,False
851,6953,6947,6959,0,0,0,0,100,10,5978,0,0.0,2024-05-17 08:30:31,0,0,False
852,6958,6952,6965,0,0,0,0,100,13,6006,0,0.0,2024-05-17 08:31:31,0,0,False
853,6956,6951,6962,0,0,0,0,100,4,6007,0,0.0,2024-05-17 08:32:32,0,0,False
854,6959,6953,6964,0,0,0,0,100,9,6003,0,0.0,2024-05-17 08:33:32,0,0,False
855,6954,6948,6960,0,0,0,0,100,6,6001,0,0.0,2024-05-17 08:34:33,0,0,False
856,6955,6950,6960,0,0,0,0,100,3,6006,0,0.0,2024-05-17 08:35:33,0,0,False
857,6954,6948,6959,0,0,0,0,100,4,6009,0,0.0,2024-05-17 08:36:33,0,0,False
858,6928,6923,6933,0,0,0,0,100,9,6003,0,0.0,2024-05-17 08:37:34,0,0,False
859,6953,6947,6959,0,0,0,0,100,8,5990,0,0.0,2024-05-17 08:38:34,0,0,False
860,6951,6945,6956,0,0,0,0,100,13,6005,0,0.0,2024-05-17 08:39:35,0,0,False
861,6951,6945,6956,0,0,0,0,100,9,6005,0,0.0,2024-05-17 08:40:35,0,0,False
862,6951,6945,6957,0,0,0,0,100,8,6005,0,0.0,2024-05-17 08:41:36,0,0,False
863,6950,6945,6956,0,0,0,0,100,13,5993,0,0.0,2024-05-17 08:42:36,0,0,False
864,6949,6943,6954,0,0,0,0,100,10,6008,0,0.0,2024-05-17 08:43:37,0,0,False
865,6951,6945,6957,0,0,0,0,100,12,5998,0,0.0,2024-05-17 08:44:37,0,0,False
866,6949,6944,6954,0,0,0,0,100,4,6028,0,0.0,2024-05-17 08:45:37,0,0,False
867,6950,6945,6956,0,0,0,0,100,3,6006,0,0.0,2024-05-17 08:46:38,0,0,False
868,6951,6945,6956,0,0,0,0,100,8,5998,0,0.0,2024-05-17 08:47:39,0,0,False
869,6949,6944,6955,0,0,0,0,100,10,6002,0,0.0,2024-05-17 08:48:39,0,0,False
870,6946,6940,6951,0,0,0,0,100,5,6008,0,0.0,2024-05-17 08:49:40,0,0,False
871,6948,6942,6953,0,0,0,0,100,6,6002,0,0.0,2024-05-17 08:50:41,0,0,False
872,6950,6944,6955,0,0,0,0,100,11,6001,0,0.0,2024-05-17 08:51:41,0,0,False
873,6951,6945,6956,0,0,0,0,100,14,5998,0,0.0,2024-05-17 08:52:42,0,0,False
874,6952,6945,6958,0,0,0,0,100,16,6004,0,0.0,2024-05-17 08:53:42,0,0,False
875,6955,6949,6960,0,0,0,0,100,13,6000,0,0.0,2024-05-17 08:54:42,0,0,False
876,6950,6945,6956,36,6,36,36,15,13,5997,43,0.0,2024-05-17 08:55:43,44,76,折臂吊车开机
877,6951,6945,6956,36,6,36,36,15,9,5995,43,0.0,2024-05-17 08:56:44,44,53,False
878,6951,6945,6956,36,6,36,36,14,6,6003,43,0.0,2024-05-17 08:57:44,44,55,False
879,6951,6946,6957,36,6,36,36,15,6,6000,43,0.0,2024-05-17 08:58:44,44,78,False
880,6948,6943,6954,36,7,35,36,15,3,5985,43,0.0,2024-05-17 10:00:12,43,55,False
881,6947,6942,6953,36,6,35,36,14,5,5999,43,0.0,2024-05-17 10:01:13,43,67,False
882,6948,6943,6954,36,6,36,36,14,10,5999,43,0.0,2024-05-17 10:02:13,43,75,False
883,6947,6942,6952,36,6,35,36,14,3,6003,43,0.0,2024-05-17 10:03:14,43,66,False
884,6947,6942,6952,36,6,35,36,14,3,5998,43,0.0,2024-05-17 10:04:15,43,64,False
885,6946,6941,6950,36,6,35,36,14,3,5996,43,0.0,2024-05-17 10:05:15,43,76,False
886,6944,6939,6948,36,7,36,36,20,5,6003,43,0.0,2024-05-17 10:06:16,43,72,False
887,6946,6942,6951,37,12,37,37,26,9,6001,43,0.0,2024-05-17 10:07:16,45,65,False
888,6948,6943,6954,45,32,45,45,55,10,6000,45,0.0,2024-05-17 10:08:17,55,6,False
889,6969,6962,6975,52,43,53,53,67,14,6014,47,0.0,2024-05-17 10:09:17,64,44,False
890,6969,6964,6974,0,0,0,0,100,13,6011,0,0.0,2024-05-17 10:10:18,0,0,折臂吊车关机
891,6968,6962,6974,0,0,0,0,100,10,6006,0,0.0,2024-05-17 10:11:18,0,0,False
892,6969,6964,6974,0,0,0,0,100,4,6002,0,0.0,2024-05-17 10:12:18,0,0,False
893,6970,6964,6976,0,0,0,0,100,5,6004,0,0.0,2024-05-17 10:13:18,0,0,False
894,6968,6963,6974,0,0,0,0,100,6,6002,0,0.0,2024-05-17 10:14:18,0,0,False
895,6970,6965,6976,0,0,0,0,100,4,6002,0,0.0,2024-05-17 10:15:18,0,0,False
896,6970,6964,6975,0,0,0,0,100,4,6008,0,0.0,2024-05-17 10:16:19,0,0,False
897,6970,6964,6975,0,0,0,0,100,4,6009,0,0.0,2024-05-17 10:17:19,0,0,False
898,6970,6964,6975,0,0,0,0,100,11,6008,0,0.0,2024-05-17 10:18:19,0,0,False
899,6968,6962,6974,0,0,0,0,100,11,6006,0,0.0,2024-05-17 10:19:19,0,0,False
900,6969,6963,6975,0,0,0,0,100,6,6004,0,0.0,2024-05-17 10:20:21,0,0,False
901,6969,6963,6975,0,0,0,0,100,6,6009,0,0.0,2024-05-17 10:21:21,0,0,False
902,6970,6964,6977,0,0,0,0,100,11,6008,0,0.0,2024-05-17 10:22:21,0,0,False
903,6970,6963,6976,0,0,0,0,100,15,6008,0,0.0,2024-05-17 10:23:21,0,0,False
904,6969,6962,6976,0,0,0,0,100,13,6008,0,0.0,2024-05-17 10:24:21,0,0,False
905,6969,6963,6976,0,0,0,0,100,10,6008,0,0.0,2024-05-17 10:25:22,0,0,False
906,6970,6963,6977,0,0,0,0,100,15,6008,0,0.0,2024-05-17 10:26:22,0,0,False
907,6968,6962,6974,0,0,0,0,100,5,6008,0,0.0,2024-05-17 10:27:22,0,0,False
908,6970,6963,6976,0,0,0,0,100,12,6006,0,0.0,2024-05-17 10:28:23,0,0,False
909,6968,6961,6975,0,0,0,0,100,14,6006,0,0.0,2024-05-17 10:29:23,0,0,False
910,6968,6962,6974,0,0,0,0,100,5,6006,0,0.0,2024-05-17 10:30:23,0,0,False
911,6969,6962,6975,0,0,0,0,100,13,6007,0,0.0,2024-05-17 10:31:23,0,0,False
912,6969,6962,6976,0,0,0,0,100,13,6006,0,0.0,2024-05-17 10:32:23,0,0,False
913,6970,6963,6976,0,0,0,0,100,9,6008,0,0.0,2024-05-17 10:33:23,0,0,False
914,6969,6962,6976,0,0,0,0,100,10,6008,0,0.0,2024-05-17 10:34:24,0,0,False
915,6968,6962,6974,0,0,0,0,100,6,6008,0,0.0,2024-05-17 10:35:24,0,0,False
916,6970,6963,6977,0,0,0,0,100,15,6007,0,0.0,2024-05-17 10:36:25,0,0,False
917,6970,6963,6977,0,0,0,0,100,5,6007,0,0.0,2024-05-17 10:37:25,0,0,False
918,6970,6962,6977,0,0,0,0,100,16,6007,0,0.0,2024-05-17 10:38:26,0,0,False
919,6970,6964,6976,0,0,0,0,100,14,6004,0,0.0,2024-05-17 10:39:26,0,0,False
920,6968,6962,6975,0,0,0,0,100,14,6005,0,0.0,2024-05-17 10:40:26,0,0,False
921,6970,6963,6976,0,0,0,0,100,16,6004,0,0.0,2024-05-17 10:41:26,0,0,False
922,6970,6963,6977,0,0,0,0,100,15,6001,0,0.0,2024-05-17 10:42:26,0,0,False
923,6969,6962,6976,0,0,0,0,100,13,6008,0,0.0,2024-05-17 10:43:27,0,0,False
924,6968,6961,6975,0,0,0,0,100,5,6008,0,0.0,2024-05-17 10:44:27,0,0,False
925,6967,6960,6973,0,0,0,0,100,5,6008,0,0.0,2024-05-17 10:45:27,0,0,False
926,6969,6962,6975,0,0,0,0,100,9,6008,0,0.0,2024-05-17 10:46:27,0,0,False
927,6969,6963,6975,0,0,0,0,100,6,6005,0,0.0,2024-05-17 10:47:27,0,0,False
928,6972,6966,6978,0,0,0,0,100,4,6011,0,0.0,2024-05-17 10:48:28,0,0,False
929,6970,6963,6976,0,0,0,0,100,5,6011,0,0.0,2024-05-17 10:49:28,0,0,False
930,6971,6965,6977,0,0,0,0,100,5,6010,0,0.0,2024-05-17 10:50:28,0,0,False
931,6970,6962,6977,0,0,0,0,100,16,6010,0,0.0,2024-05-17 10:51:28,0,0,False
932,6970,6964,6977,0,0,0,0,100,9,6011,0,0.0,2024-05-17 10:52:29,0,0,False
933,6970,6963,6976,0,0,0,0,100,6,6011,0,0.0,2024-05-17 10:53:29,0,0,False
934,6968,6962,6975,0,0,0,0,100,14,6011,0,0.0,2024-05-17 10:54:29,0,0,False
935,6970,6964,6977,0,0,0,0,100,5,6011,0,0.0,2024-05-17 10:55:29,0,0,False
936,6972,6966,6977,0,0,0,0,100,4,6013,0,0.0,2024-05-17 10:56:29,0,0,False
937,6970,6964,6976,0,0,0,0,100,5,6011,0,0.0,2024-05-17 10:57:29,0,0,False
938,6972,6966,6978,0,0,0,0,100,8,6009,0,0.0,2024-05-17 10:58:29,0,0,False
939,6971,6965,6977,0,0,0,0,100,5,6004,0,0.0,2024-05-17 11:00:30,0,0,False
940,6973,6966,6979,0,0,0,0,100,10,6007,0,0.0,2024-05-17 11:01:30,0,0,False
941,6970,6963,6976,0,0,0,0,100,12,6009,0,0.0,2024-05-17 11:02:31,0,0,False
942,6969,6963,6975,0,0,0,0,100,9,6004,0,0.0,2024-05-17 11:03:31,0,0,False
943,6969,6963,6974,0,0,0,0,100,5,6008,0,0.0,2024-05-17 11:04:31,0,0,False
944,6970,6965,6976,0,0,0,0,100,5,6006,0,0.0,2024-05-17 11:05:32,0,0,False
945,6968,6963,6974,0,0,0,0,100,7,6007,0,0.0,2024-05-17 11:06:32,0,0,False
946,6968,6962,6975,0,0,0,0,100,14,6008,0,0.0,2024-05-17 11:07:32,0,0,False
947,6969,6963,6976,0,0,0,0,100,14,6008,0,0.0,2024-05-17 11:08:32,0,0,False
948,6969,6962,6976,0,0,0,0,100,16,6009,0,0.0,2024-05-17 11:09:32,0,0,False
949,6968,6962,6973,0,0,0,0,100,5,6009,0,0.0,2024-05-17 11:10:32,0,0,False
950,6969,6963,6975,0,0,0,0,100,8,6008,0,0.0,2024-05-17 11:11:33,0,0,False
951,6969,6963,6976,0,0,0,0,100,15,6007,0,0.0,2024-05-17 11:12:33,0,0,False
952,6968,6963,6974,0,0,0,0,100,5,6008,0,0.0,2024-05-17 11:13:33,0,0,False
953,6970,6964,6977,0,0,0,0,100,7,6008,0,0.0,2024-05-17 11:14:33,0,0,False
954,6969,6963,6975,0,0,0,0,100,13,6009,0,0.0,2024-05-17 11:15:33,0,0,False
955,6970,6964,6976,0,0,0,0,100,10,6009,0,0.0,2024-05-17 11:16:33,0,0,False
956,6970,6963,6976,0,0,0,0,100,15,6009,0,0.0,2024-05-17 11:17:33,0,0,False
957,6969,6964,6975,0,0,0,0,100,6,6010,0,0.0,2024-05-17 11:18:33,0,0,False
958,6971,6965,6977,0,0,0,0,100,5,6010,0,0.0,2024-05-17 11:19:33,0,0,False
959,6969,6963,6975,0,0,0,0,100,12,6010,0,0.0,2024-05-17 11:20:33,0,0,False
960,6968,6962,6974,0,0,0,0,100,11,6010,0,0.0,2024-05-17 11:21:34,0,0,False
961,6970,6963,6976,0,0,0,0,100,15,6008,0,0.0,2024-05-17 11:22:34,0,0,False
962,6969,6963,6975,0,0,0,0,100,8,6009,0,0.0,2024-05-17 11:23:34,0,0,False
963,6971,6965,6976,0,0,0,0,100,8,6008,0,0.0,2024-05-17 11:24:35,0,0,False
964,6970,6964,6975,0,0,0,0,100,6,6008,0,0.0,2024-05-17 11:25:35,0,0,False
965,6969,6963,6974,0,0,0,0,100,5,6008,0,0.0,2024-05-17 11:26:35,0,0,False
966,6969,6963,6975,0,0,0,0,100,14,6010,0,0.0,2024-05-17 11:27:36,0,0,False
967,6969,6964,6975,0,0,0,0,100,4,6010,0,0.0,2024-05-17 11:28:36,0,0,False
968,6970,6964,6976,0,0,0,0,100,10,6009,0,0.0,2024-05-17 11:29:36,0,0,False
969,6969,6962,6976,0,0,0,0,100,11,6010,0,0.0,2024-05-17 11:30:36,0,0,False
970,6969,6963,6975,0,0,0,0,100,8,6010,0,0.0,2024-05-17 11:31:36,0,0,False
971,6970,6963,6976,0,0,0,0,100,5,6005,0,0.0,2024-05-17 11:32:36,0,0,False
972,6968,6962,6975,0,0,0,0,100,13,6010,0,0.0,2024-05-17 11:33:36,0,0,False
973,6968,6963,6974,0,0,0,0,100,5,6009,0,0.0,2024-05-17 11:34:37,0,0,False
974,6971,6965,6977,0,0,0,0,100,6,6009,0,0.0,2024-05-17 11:35:37,0,0,False
975,6969,6964,6975,0,0,0,0,100,8,6010,0,0.0,2024-05-17 11:36:37,0,0,False
976,6971,6965,6976,0,0,0,0,100,3,6010,0,0.0,2024-05-17 11:37:37,0,0,False
977,6969,6963,6975,0,0,0,0,100,5,6007,0,0.0,2024-05-17 11:38:37,0,0,False
978,6969,6963,6976,0,0,0,0,100,15,6010,0,0.0,2024-05-17 11:39:38,0,0,False
979,6970,6963,6976,0,0,0,0,100,13,6006,0,0.0,2024-05-17 11:40:38,0,0,False
980,6970,6964,6976,0,0,0,0,100,5,6010,0,0.0,2024-05-17 11:41:38,0,0,False
981,6970,6964,6976,0,0,0,0,100,6,6005,0,0.0,2024-05-17 11:42:39,0,0,False
982,6969,6963,6975,0,0,0,0,100,5,6005,0,0.0,2024-05-17 11:43:39,0,0,False
983,6970,6964,6976,0,0,0,0,100,8,6006,0,0.0,2024-05-17 11:44:39,0,0,False
984,6968,6962,6974,0,0,0,0,100,15,6007,0,0.0,2024-05-17 11:45:40,0,0,False
985,6966,6959,6972,0,0,0,0,100,13,6011,0,0.0,2024-05-17 11:46:40,0,0,False
986,6970,6965,6976,0,0,0,0,100,8,6008,0,0.0,2024-05-17 11:47:41,0,0,False
987,6969,6963,6975,0,0,0,0,100,5,6009,0,0.0,2024-05-17 11:48:41,0,0,False
988,6970,6964,6976,0,0,0,0,100,5,6006,0,0.0,2024-05-17 11:49:42,0,0,False
989,6969,6962,6975,0,0,0,0,100,6,6008,0,0.0,2024-05-17 11:50:42,0,0,False
990,6967,6961,6973,0,0,0,0,100,15,6001,0,0.0,2024-05-17 11:51:42,0,0,False
991,6967,6961,6973,0,0,0,0,100,6,6006,0,0.0,2024-05-17 11:52:43,0,0,False
992,6969,6962,6976,0,0,0,0,100,10,6006,0,0.0,2024-05-17 11:53:43,0,0,False
993,6969,6962,6976,0,0,0,0,100,10,6011,0,0.0,2024-05-17 11:54:43,0,0,False
994,6970,6964,6977,0,0,0,0,100,14,6011,0,0.0,2024-05-17 11:55:43,0,0,False
995,6968,6963,6974,0,0,0,0,100,5,6010,0,0.0,2024-05-17 11:56:43,0,0,False
996,6969,6962,6975,0,0,0,0,100,13,6007,0,0.0,2024-05-17 11:57:44,0,0,False
997,6969,6962,6975,0,0,0,0,100,6,6008,0,0.0,2024-05-17 11:58:44,0,0,False
998,6968,6961,6975,0,0,0,0,100,14,6010,0,0.0,2024-05-17 12:00:44,0,0,False
999,6968,6963,6974,0,0,0,0,100,4,6007,0,0.0,2024-05-17 12:01:44,0,0,False
1000,6969,6964,6975,0,0,0,0,100,11,6017,0,0.0,2024-05-17 12:02:45,0,0,False
1001,6970,6964,6975,0,0,0,0,100,3,6010,0,0.0,2024-05-17 12:03:45,0,0,False
1002,6971,6964,6977,0,0,0,0,100,13,6012,0,0.0,2024-05-17 12:04:46,0,0,False
1003,6969,6964,6975,0,0,0,0,100,5,6009,0,0.0,2024-05-17 12:05:46,0,0,False
1004,6970,6964,6976,0,0,0,0,100,11,6008,0,0.0,2024-05-17 12:06:46,0,0,False
1005,6969,6963,6975,0,0,0,0,100,6,6009,0,0.0,2024-05-17 12:07:46,0,0,False
1006,6970,6963,6976,0,0,0,0,100,9,6003,0,0.0,2024-05-17 12:08:46,0,0,False
1007,6968,6963,6974,0,0,0,0,100,3,6007,0,0.0,2024-05-17 12:09:46,0,0,False
1008,6971,6966,6976,0,0,0,0,100,3,6005,0,0.0,2024-05-17 12:10:47,0,0,False
1009,6967,6961,6972,0,0,0,0,100,7,6008,0,0.0,2024-05-17 12:11:47,0,0,False
1010,6970,6964,6975,0,0,0,0,100,6,6007,0,0.0,2024-05-17 12:12:47,0,0,False
1011,6967,6962,6972,0,0,0,0,100,8,6007,0,0.0,2024-05-17 12:13:47,0,0,False
1012,6970,6964,6975,0,0,0,0,100,8,6003,0,0.0,2024-05-17 12:14:48,0,0,False
1013,6969,6964,6974,0,0,0,0,100,7,6003,0,0.0,2024-05-17 12:15:48,0,0,False
1014,6970,6965,6975,0,0,0,0,100,3,6003,0,0.0,2024-05-17 12:16:49,0,0,False
1015,6969,6964,6975,0,0,0,0,100,5,6006,0,0.0,2024-05-17 12:17:49,0,0,False
1016,6969,6964,6974,0,0,0,0,100,12,6004,0,0.0,2024-05-17 12:18:50,0,0,False
1017,6969,6964,6974,0,0,0,0,100,8,6003,0,0.0,2024-05-17 12:19:50,0,0,False
1018,6968,6963,6973,0,0,0,0,100,3,6003,0,0.0,2024-05-17 12:20:50,0,0,False
1019,6968,6963,6974,0,0,0,0,100,13,6002,0,0.0,2024-05-17 12:21:51,0,0,False
1020,6970,6964,6976,0,0,0,0,100,14,6003,0,0.0,2024-05-17 12:22:51,0,0,False
1021,6969,6964,6974,0,0,0,0,100,3,6004,0,0.0,2024-05-17 12:23:51,0,0,False
1022,6970,6964,6975,0,0,0,0,100,10,6003,0,0.0,2024-05-17 12:24:52,0,0,False
1023,6968,6963,6974,0,0,0,0,100,9,6003,0,0.0,2024-05-17 12:25:52,0,0,False
1024,6969,6964,6974,0,0,0,0,100,5,6005,0,0.0,2024-05-17 12:26:53,0,0,False
1025,6969,6964,6975,0,0,0,0,100,8,6003,0,0.0,2024-05-17 12:27:53,0,0,False
1026,6970,6965,6975,0,0,0,0,100,3,6003,0,0.0,2024-05-17 12:28:53,0,0,False
1027,6971,6965,6976,0,0,0,0,100,5,6002,0,0.0,2024-05-17 12:29:54,0,0,False
1028,6967,6962,6973,0,0,0,0,100,8,6001,0,0.0,2024-05-17 12:30:54,0,0,False
1029,6969,6963,6974,0,0,0,0,100,13,6002,0,0.0,2024-05-17 12:31:54,0,0,False
1030,6968,6963,6974,0,0,0,0,100,3,6001,0,0.0,2024-05-17 12:32:54,0,0,False
1031,6968,6963,6973,0,0,0,0,100,13,6003,0,0.0,2024-05-17 12:33:55,0,0,False
1032,6969,6963,6974,0,0,0,0,100,8,6004,0,0.0,2024-05-17 12:34:55,0,0,False
1033,6969,6964,6974,0,0,0,0,100,4,6003,0,0.0,2024-05-17 12:35:55,0,0,False
1034,6970,6964,6976,0,0,0,0,100,13,6004,0,0.0,2024-05-17 12:36:56,0,0,False
1035,6967,6961,6972,0,0,0,0,100,14,6004,0,0.0,2024-05-17 12:37:56,0,0,False
1036,6968,6963,6974,0,0,0,0,100,8,6002,0,0.0,2024-05-17 12:38:56,0,0,False
1037,6969,6963,6975,0,0,0,0,100,5,6002,0,0.0,2024-05-17 12:39:57,0,0,False
1038,6970,6965,6975,0,0,0,0,100,5,6002,0,0.0,2024-05-17 12:40:57,0,0,False
1039,6970,6964,6975,0,0,0,0,100,7,6003,0,0.0,2024-05-17 12:41:57,0,0,False
1040,6970,6965,6975,0,0,0,0,100,12,6003,0,0.0,2024-05-17 12:42:58,0,0,False
1041,6968,6963,6974,0,0,0,0,100,10,6004,0,0.0,2024-05-17 12:43:58,0,0,False
1042,6969,6963,6975,0,0,0,0,100,7,6003,0,0.0,2024-05-17 12:44:59,0,0,False
1043,6969,6963,6975,0,0,0,0,100,8,6003,0,0.0,2024-05-17 12:45:59,0,0,False
1044,6969,6964,6975,0,0,0,0,100,5,6004,0,0.0,2024-05-17 12:46:59,0,0,False
1045,6967,6961,6973,0,0,0,0,100,13,6005,0,0.0,2024-05-17 12:48:00,0,0,False
1046,6969,6963,6976,0,0,0,0,100,6,6004,0,0.0,2024-05-17 12:49:00,0,0,False
1047,6970,6964,6976,0,0,0,0,100,3,5999,0,0.0,2024-05-17 12:50:00,0,0,False
1048,6970,6964,6976,0,0,0,0,100,14,6003,0,0.0,2024-05-17 12:51:00,0,0,False
1049,6968,6961,6974,0,0,0,0,100,14,6004,0,0.0,2024-05-17 12:52:01,0,0,False
1050,6969,6963,6975,0,0,0,0,100,15,6004,0,0.0,2024-05-17 12:53:01,0,0,False
1051,6969,6964,6975,0,0,0,0,100,6,6003,0,0.0,2024-05-17 12:54:02,0,0,False
1052,6968,6962,6973,0,0,0,0,100,6,6005,0,0.0,2024-05-17 12:55:02,0,0,False
1053,6967,6961,6973,0,0,0,0,100,14,6005,0,0.0,2024-05-17 12:56:03,0,0,False
1054,6968,6962,6974,0,0,0,0,100,14,6004,0,0.0,2024-05-17 12:57:03,0,0,False
1055,6969,6963,6974,0,0,0,0,100,12,6002,0,0.0,2024-05-17 12:58:04,0,0,False
1056,6969,6964,6975,0,0,0,0,100,5,6004,0,0.0,2024-05-17 13:00:04,0,0,False
1057,6970,6965,6976,0,0,0,0,100,4,6007,0,0.0,2024-05-17 13:01:05,0,0,False
1058,6970,6964,6975,0,0,0,0,100,13,6005,0,0.0,2024-05-17 13:02:05,0,0,False
1059,6970,6963,6976,0,0,0,0,100,13,6003,0,0.0,2024-05-17 13:03:05,0,0,False
1060,6969,6963,6974,0,0,0,0,100,10,6008,0,0.0,2024-05-17 13:04:05,0,0,False
1061,6970,6963,6976,0,0,0,0,100,12,6007,0,0.0,2024-05-17 13:05:05,0,0,False
1062,6968,6962,6973,0,0,0,0,100,3,6004,0,0.0,2024-05-17 13:06:05,0,0,False
1063,6968,6961,6974,0,0,0,0,100,13,6004,0,0.0,2024-05-17 13:07:05,0,0,False
1064,6969,6963,6975,0,0,0,0,100,6,6004,0,0.0,2024-05-17 13:08:05,0,0,False
1065,6970,6964,6976,0,0,0,0,100,10,6002,0,0.0,2024-05-17 13:09:05,0,0,False
1066,6969,6963,6976,0,0,0,0,100,9,6005,0,0.0,2024-05-17 13:10:05,0,0,False
1067,6969,6962,6975,0,0,0,0,100,5,6005,0,0.0,2024-05-17 13:11:06,0,0,False
1068,6969,6963,6975,0,0,0,0,100,5,6005,0,0.0,2024-05-17 13:12:06,0,0,False
1069,6969,6964,6975,0,0,0,0,100,9,6002,0,0.0,2024-05-17 13:13:06,0,0,False
1070,6968,6962,6974,0,0,0,0,100,5,6004,0,0.0,2024-05-17 13:14:07,0,0,False
1071,6969,6963,6975,0,0,0,0,100,6,6004,0,0.0,2024-05-17 13:15:07,0,0,False
1072,6968,6962,6975,0,0,0,0,100,10,6005,0,0.0,2024-05-17 13:16:07,0,0,False
1073,6967,6960,6973,0,0,0,0,100,15,6005,0,0.0,2024-05-17 13:17:07,0,0,False
1074,6969,6963,6974,0,0,0,0,100,4,6004,0,0.0,2024-05-17 13:18:08,0,0,False
1075,6971,6965,6976,0,0,0,0,100,5,6006,0,0.0,2024-05-17 13:19:08,0,0,False
1076,6968,6962,6974,0,0,0,0,100,4,6006,0,0.0,2024-05-17 13:20:08,0,0,False
1077,6969,6964,6975,0,0,0,0,100,4,6007,0,0.0,2024-05-17 13:21:08,0,0,False
