,_id,P2_75.10,P2_74.1,P2_74.3,groupId,P2_74.2,csvTime,P2_74.10,P2_74.12,P2_74.11,P2_74.14,P2_74.13,P2_74.15,P2_74.5,P2_74.4,P2_74.7,P2_74.6,P2_74.9,P2_74.8,nodeName,P2_73.2,P2_75.0,P2_73.1,P2_73.4,P2_73.12,P2_62,P2_73.3,P2_73.13,P2_61,P2_73.14,P2_60,P2_73.15,P2_59,timestamp,P2_58,P2_57,P2_56,P2_55,P2_54,P2_73.6,P2_75.4,P2_73.5,P2_75.3,P2_73.8,P2_75.6,P2_73.7,P2_75.5,P2_75.8,P2_73.9,P2_75.9
15805,,0,1,1,3,1,2024-10-06 00:32:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1127,0,914,1728145535036,937,931,693,693,692,0,0,0,0,1,0,0,0,0,0,0
15806,,0,1,1,3,1,2024-10-06 00:33:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1097,0,912,1728145595362,933,928,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15807,,0,1,1,3,1,2024-10-06 00:34:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1105,0,916,1728145654943,932,930,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15808,,0,1,1,3,1,2024-10-06 00:35:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-25,0,0,59,0,1132,0,938,1728145714628,957,954,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15809,,0,1,1,3,1,2024-10-06 00:36:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1106,0,907,1728145775180,926,920,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15810,,0,1,1,3,1,2024-10-06 00:37:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1095,0,900,1728145834783,915,912,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15811,,0,1,1,3,1,2024-10-06 00:38:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1091,0,902,1728145895167,919,916,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15812,,0,1,1,3,1,2024-10-06 00:39:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1103,0,920,1728145954637,937,931,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15813,,0,1,1,3,1,2024-10-06 00:40:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,915,1728146015142,931,928,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15814,,0,1,1,3,1,2024-10-06 00:41:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,913,1728146075720,932,926,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15815,,0,1,1,3,1,2024-10-06 00:42:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1096,0,905,1728146135228,922,917,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15816,,0,1,1,3,1,2024-10-06 00:43:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1105,0,913,1728146195762,932,929,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15817,,0,1,1,3,1,2024-10-06 00:44:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,921,1728146255135,934,933,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15818,,0,1,1,3,1,2024-10-06 00:45:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1105,0,919,1728146315416,938,931,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15819,,0,1,1,3,1,2024-10-06 00:46:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1112,0,930,1728146374871,948,943,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15820,,0,1,1,3,1,2024-10-06 00:47:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1116,0,917,1728146435577,932,929,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15821,,0,1,1,3,1,2024-10-06 00:48:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1113,0,924,1728146495015,942,933,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15822,,0,1,1,3,1,2024-10-06 00:49:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1135,0,935,1728146555491,953,945,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15823,,0,1,1,3,1,2024-10-06 00:50:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1124,0,932,1728146614950,950,946,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15824,,0,1,1,3,1,2024-10-06 00:51:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1121,0,922,1728146675450,942,935,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15825,,0,1,1,3,1,2024-10-06 00:52:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1132,0,923,1728146735143,941,940,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15826,,0,1,1,3,1,2024-10-06 00:53:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1105,0,916,1728146795691,935,931,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15827,,0,1,1,3,1,2024-10-06 00:54:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1152,0,944,1728146855193,959,955,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15828,,0,1,1,3,1,2024-10-06 00:55:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1127,0,928,1728146915790,945,943,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15829,,0,1,1,3,1,2024-10-06 00:56:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1075,0,890,1728146975172,907,902,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15830,,0,1,1,3,1,2024-10-06 00:57:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1099,0,918,1728147035464,937,932,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15831,,0,1,1,3,1,2024-10-06 00:58:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1083,0,904,1728147094853,922,918,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15832,,0,1,1,3,1,2024-10-06 00:59:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1118,0,927,1728147155386,946,938,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15833,,0,1,1,3,1,2024-10-06 01:00:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,923,1728147214632,938,937,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15834,,0,1,1,3,1,2024-10-06 01:01:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1130,0,934,1728147275023,952,946,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15835,,0,1,1,3,1,2024-10-06 01:02:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1124,0,938,1728147335494,954,946,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15836,,0,1,1,3,1,2024-10-06 01:03:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1138,0,941,1728147395721,956,955,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15837,,0,1,1,3,1,2024-10-06 01:04:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1116,0,925,1728147455070,944,940,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15838,,0,1,1,3,1,2024-10-06 01:05:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1132,0,917,1728147514581,933,931,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15839,,0,1,1,3,1,2024-10-06 01:06:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1130,0,939,1728147575055,954,951,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15840,,0,1,1,3,1,2024-10-06 01:07:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1113,0,923,1728147635621,941,934,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15841,,0,1,1,3,1,2024-10-06 01:08:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1130,0,926,1728147694902,946,939,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15842,,0,1,1,3,1,2024-10-06 01:09:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1111,0,912,1728147754640,931,924,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15843,,0,1,1,3,1,2024-10-06 01:10:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1099,0,903,1728147815273,923,914,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15844,,0,1,1,3,1,2024-10-06 01:11:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1113,0,921,1728147874881,938,934,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15845,,0,1,1,3,1,2024-10-06 01:12:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1088,0,905,1728147935501,922,916,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15846,,0,1,1,3,1,2024-10-06 01:13:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1090,0,906,1728147994645,924,915,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15847,,0,1,1,3,1,2024-10-06 01:14:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1072,0,892,1728148055476,912,904,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15848,,0,1,1,3,1,2024-10-06 01:15:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-25,0,0,60,0,1124,0,924,1728148115072,945,938,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15849,,0,1,1,3,1,2024-10-06 01:16:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1085,0,898,1728148175537,917,910,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15850,,0,1,1,3,1,2024-10-06 01:17:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1122,0,930,1728148234782,949,943,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15851,,0,1,1,3,1,2024-10-06 01:18:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1135,0,943,1728148295105,962,955,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15852,,0,1,1,3,1,2024-10-06 01:19:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1099,0,903,1728148355779,922,918,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15853,,0,1,1,3,1,2024-10-06 01:20:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,895,1728148415190,918,910,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15854,,0,1,1,3,1,2024-10-06 01:21:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1119,0,922,1728148475662,940,931,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15855,,0,1,1,3,1,2024-10-06 01:22:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1121,0,938,1728148535311,957,953,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15856,,0,1,1,3,1,2024-10-06 01:23:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,924,1728148595793,945,939,692,693,692,0,0,0,0,1,0,0,0,0,0,0
15857,,0,1,1,3,1,2024-10-06 01:24:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1107,0,917,1728148655480,935,929,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15858,,0,1,1,3,1,2024-10-06 01:25:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1127,0,936,1728148715110,953,948,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15859,,0,1,1,3,1,2024-10-06 01:26:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1128,0,923,1728148774720,940,940,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15860,,0,1,1,3,1,2024-10-06 01:27:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1077,0,896,1728148834453,913,908,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15861,,0,1,1,3,1,2024-10-06 01:28:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1124,0,928,1728148895100,948,945,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15862,,0,1,1,3,1,2024-10-06 01:29:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1106,0,914,1728148955559,931,926,693,693,692,0,0,0,0,1,0,0,0,0,0,0
15863,,0,1,1,3,1,2024-10-06 01:30:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1094,0,911,1728149014955,931,926,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15864,,0,1,1,3,1,2024-10-06 01:31:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1124,0,922,1728149075556,940,933,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15865,,0,1,1,3,1,2024-10-06 01:32:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-25,0,0,60,0,1098,0,902,1728149135130,920,920,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15866,,0,1,1,3,1,2024-10-06 01:33:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1090,0,913,1728149195563,934,929,692,694,691,0,0,0,0,1,0,0,0,0,0,0
15867,,0,1,1,3,1,2024-10-06 01:34:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1077,0,899,1728149255050,917,912,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15868,,0,1,1,3,1,2024-10-06 01:35:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1136,0,939,1728149314592,956,951,693,695,693,0,0,0,0,1,0,0,0,0,0,0
15869,,0,1,1,3,1,2024-10-06 01:36:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1080,0,916,1728149374886,933,927,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15870,,0,1,1,3,1,2024-10-06 01:37:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1124,0,930,1728149435395,947,940,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15871,,0,1,1,3,1,2024-10-06 01:38:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1121,0,927,1728149494786,947,945,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15872,,0,1,1,3,1,2024-10-06 01:39:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1106,0,914,1728149555379,950,943,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15873,,0,1,1,3,1,2024-10-06 01:40:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1121,0,923,1728149615776,940,938,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15874,,0,1,1,3,1,2024-10-06 01:41:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1149,0,946,1728149675267,966,957,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15875,,0,1,1,3,1,2024-10-06 01:42:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1091,0,903,1728149735539,921,916,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15876,,0,1,1,3,1,2024-10-06 01:43:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1124,0,936,1728149796067,953,948,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15877,,0,1,1,3,1,2024-10-06 01:44:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1108,0,918,1728149855722,936,930,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15878,,0,1,1,3,1,2024-10-06 01:45:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1135,0,925,1728149915107,944,939,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15879,,0,1,1,3,1,2024-10-06 01:46:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1127,0,944,1728149975406,962,955,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15880,,0,1,1,3,1,2024-10-06 01:47:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1088,0,900,1728150034810,916,910,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15881,,0,1,1,3,1,2024-10-06 01:48:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1094,0,902,1728150095189,916,914,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15882,,0,1,1,3,1,2024-10-06 01:49:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1091,0,916,1728150154803,932,927,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15883,,0,1,1,3,1,2024-10-06 01:50:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1109,0,922,1728150215189,943,935,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15884,,0,1,1,3,1,2024-10-06 01:51:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1127,0,928,1728150275506,950,942,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15885,,0,1,1,3,1,2024-10-06 01:52:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1132,0,928,1728150335117,945,944,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15886,,0,1,1,3,1,2024-10-06 01:53:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1110,0,920,1728150395651,937,935,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15887,,0,1,1,3,1,2024-10-06 01:54:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1091,0,918,1728150455110,934,931,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15888,,0,1,1,3,1,2024-10-06 01:55:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1101,0,915,1728150515561,932,929,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15889,,0,1,1,3,1,2024-10-06 01:56:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1091,0,913,1728150574890,931,926,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15890,,0,1,1,3,1,2024-10-06 01:57:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1137,0,944,1728150635264,959,958,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15891,,0,1,1,3,1,2024-10-06 01:58:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1126,0,927,1728150695858,945,943,694,694,692,0,0,0,0,1,0,0,0,0,0,0
15892,,0,1,1,3,1,2024-10-06 01:59:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1127,0,920,1728150755266,937,932,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15893,,0,1,1,3,1,2024-10-06 02:00:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1092,0,903,1728150814784,923,919,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15894,,0,1,1,3,1,2024-10-06 02:01:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1119,0,922,1728150875520,937,936,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15895,,0,1,1,3,1,2024-10-06 02:02:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1138,0,935,1728150934887,954,951,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15896,,0,1,1,3,1,2024-10-06 02:03:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1113,0,920,1728150995251,936,933,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15897,,0,1,1,3,1,2024-10-06 02:04:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1104,0,911,1728151054848,931,925,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15898,,0,1,1,3,1,2024-10-06 02:05:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-25,0,0,60,0,1119,0,925,1728151115134,944,940,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15899,,0,1,1,3,1,2024-10-06 02:06:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1127,0,928,1728151174591,946,940,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15900,,0,1,1,3,1,2024-10-06 02:07:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1116,0,909,1728151235120,929,922,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15901,,0,1,1,3,1,2024-10-06 02:08:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1063,0,895,1728151294914,910,908,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15902,,0,1,1,3,1,2024-10-06 02:09:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1101,0,916,1728151354768,934,928,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15903,,0,1,1,3,1,2024-10-06 02:10:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1100,0,913,1728151415240,926,923,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15904,,0,1,1,3,1,2024-10-06 02:11:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1121,0,904,1728151475985,925,918,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15905,,0,1,1,3,1,2024-10-06 02:12:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1091,0,922,1728151535368,940,936,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15906,,0,1,1,3,1,2024-10-06 02:13:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1102,0,927,1728151594871,946,941,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15907,,0,1,1,3,1,2024-10-06 02:14:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1120,0,917,1728151655240,938,933,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15908,,0,1,1,3,1,2024-10-06 02:15:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1072,0,912,1728151714726,929,927,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15909,,0,1,1,3,1,2024-10-06 02:16:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1123,0,933,1728151775172,954,944,693,694,693,0,0,0,0,1,0,0,0,0,0,0
15910,,0,1,1,3,1,2024-10-06 02:17:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1099,0,913,1728151835489,931,925,692,694,692,0,0,0,0,1,0,0,0,0,0,0
15911,,0,1,1,3,1,2024-10-06 02:18:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1088,0,917,1728151894935,934,929,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15912,,0,1,1,3,1,2024-10-06 02:19:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1176,0,969,1728151955321,994,988,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15913,,0,1,1,3,1,2024-10-06 02:20:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,60,0,1066,0,875,1728152014700,892,888,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15914,,0,1,1,3,1,2024-10-06 02:21:01,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1124,0,926,1728152075194,943,939,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15915,,0,1,1,3,1,2024-10-06 02:22:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1130,0,919,1728152135667,941,937,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15916,,0,1,1,3,1,2024-10-06 02:23:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1110,0,917,1728152195389,938,934,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15917,,0,1,1,3,1,2024-10-06 02:24:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1102,0,910,1728152254680,931,926,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15918,,0,1,1,3,1,2024-10-06 02:25:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1127,0,927,1728152315421,945,940,693,694,692,0,0,0,0,1,0,0,0,0,0,0
15919,,0,1,1,3,1,2024-10-06 02:26:02,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,-24,0,0,59,0,1119,0,921,1728152374713,939,933,693,694,692,0,0,0,0,1,0,0,0,0,0,0
